Reflection: 1
Expansion: 0
OuterContraction: 2
InContraction: 0
Shrink: 97
K_max	Best Sigma	Accuracy
10	0.5065137966635054	0.9650238473767886
20	0.5065137966635054	0.9650238473767886
30	0.5065137966635054	0.9650238473767886
40	0.5065137966635054	0.9650238473767886
50	0.5065137966635054	0.9650238473767886
60	0.5065137966635054	0.9650238473767886
70	0.5065137966635054	0.9650238473767886
80	0.5065137966635054	0.9650238473767886
90	0.5065137966635054	0.9650238473767886
100	0.5065137966635054	0.9650238473767886
---------
10	0.5065137966635054	0.9285714285714286
20	0.5065137966635054	0.9285714285714286
30	0.5065137966635054	0.9285714285714286
40	0.5065137966635054	0.9285714285714286
50	0.5065137966635054	0.9285714285714286
60	0.5065137966635054	0.9285714285714286
70	0.5065137966635054	0.9285714285714286
80	0.5065137966635054	0.9285714285714286
90	0.5065137966635054	0.9285714285714286
100	0.5065137966635054	0.9285714285714286
