Reflection: 3
Expansion: 0
OuterContraction: 3
InContraction: 2
Shrink: 92
K_max	Best Sigma	Accuracy
10	0.9198158623724885	0.9697933227344993
20	0.9198158623724885	0.9697933227344993
30	0.9198158623724885	0.9697933227344993
40	0.9198158623724885	0.9697933227344993
50	0.9198158623724885	0.9697933227344993
60	0.9198158623724885	0.9697933227344993
70	0.9198158623724885	0.9697933227344993
80	0.9198158623724885	0.9697933227344993
90	0.9198158623724885	0.9697933227344993
100	0.9198158623724885	0.9697933227344993
---------
10	0.9198158623724885	0.9285714285714286
20	0.9198158623724885	0.9285714285714286
30	0.9198158623724885	0.9285714285714286
40	0.9198158623724885	0.9285714285714286
50	0.9198158623724885	0.9285714285714286
60	0.9198158623724885	0.9285714285714286
70	0.9198158623724885	0.9285714285714286
80	0.9198158623724885	0.9285714285714286
90	0.9198158623724885	0.9285714285714286
100	0.9198158623724885	0.9285714285714286
