Reflection: 1
Expansion: 0
OuterContraction: 2
InContraction: 0
Shrink: 97
K_max	Best Sigma	Accuracy
10	0.7971788635503514	0.9666136724960255
20	0.7971788635503514	0.9666136724960255
30	0.7971788635503514	0.9666136724960255
40	0.7971788635503514	0.9666136724960255
50	0.7971788635503514	0.9666136724960255
60	0.7971788635503514	0.9666136724960255
70	0.7971788635503514	0.9666136724960255
80	0.7971788635503514	0.9666136724960255
90	0.7971788635503514	0.9666136724960255
100	0.7971788635503514	0.9666136724960255
---------
10	0.7971788635503514	0.9571428571428572
20	0.7971788635503514	0.9571428571428572
30	0.7971788635503514	0.9571428571428572
40	0.7971788635503514	0.9571428571428572
50	0.7971788635503514	0.9571428571428572
60	0.7971788635503514	0.9571428571428572
70	0.7971788635503514	0.9571428571428572
80	0.7971788635503514	0.9571428571428572
90	0.7971788635503514	0.9571428571428572
100	0.7971788635503514	0.9571428571428572
