K_max	Best Sigma	Accuracy
10	0.6271631683795595	0.9650238473767886
20	0.9792674887822509	0.9666136724960255
30	0.7344595314101873	0.9682034976152624
40	0.7344595314101873	0.9682034976152624
50	0.7344595314101873	0.9682034976152624
60	0.7344595314101873	0.9682034976152624
70	0.7344595314101873	0.9682034976152624
80	0.7344595314101873	0.9682034976152624
90	0.7344595314101873	0.9682034976152624
100	0.7344595314101873	0.9682034976152624
---------
10	0.6271631683795595	0.9428571428571428
20	0.9792674887822509	0.9571428571428572
30	0.7344595314101873	0.9428571428571428
40	0.7344595314101873	0.9428571428571428
50	0.7344595314101873	0.9428571428571428
60	0.7344595314101873	0.9428571428571428
70	0.7344595314101873	0.9428571428571428
80	0.7344595314101873	0.9428571428571428
90	0.7344595314101873	0.9428571428571428
100	0.7344595314101873	0.9428571428571428
