K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.8402719718499808	0.9682034976152624
10	1.5	0.7	0.5	0.7205855982275191	0.9682034976152624
10	1.5	0.5	0.1	0.8402719718499808	0.9682034976152624
10	1.5	0.5	0.5	0.7205855982275191	0.9682034976152624
10	2	0.7	0.1	0.8402719718499808	0.9682034976152624
10	2	0.7	0.5	0.7205855982275191	0.9682034976152624
10	2	0.5	0.1	0.8402719718499808	0.9682034976152624
10	2	0.5	0.5	0.7205855982275191	0.9682034976152624
20	1.5	0.7	0.1	0.8576346190677351	0.9682034976152624
20	1.5	0.7	0.5	0.8073988343162908	0.9682034976152624
20	1.5	0.5	0.1	0.861222889407124	0.9682034976152624
20	1.5	0.5	0.5	0.8253401860132352	0.9682034976152624
20	2	0.7	0.1	0.8576346190677351	0.9682034976152624
20	2	0.7	0.5	0.8073988343162908	0.9682034976152624
20	2	0.5	0.1	0.861222889407124	0.9682034976152624
20	2	0.5	0.5	0.8253401860132352	0.9682034976152624
30	1.5	0.7	0.1	0.8346341403402279	0.9682034976152624
30	1.5	0.7	0.5	0.8073988343162908	0.9682034976152624
30	1.5	0.5	0.1	0.8447939760303331	0.9682034976152624
30	1.5	0.5	0.5	0.8253401860132352	0.9682034976152624
30	2	0.7	0.1	0.8346341403402279	0.9682034976152624
30	2	0.7	0.5	0.8073988343162908	0.9682034976152624
30	2	0.5	0.1	0.8447939760303331	0.9682034976152624
30	2	0.5	0.5	0.8253401860132352	0.9682034976152624
40	1.5	0.7	0.1	0.8381646111651649	0.9682034976152624
40	1.5	0.7	0.5	0.7100487948034397	0.9682034976152624
40	1.5	0.5	0.1	0.88058963076125	0.9682034976152624
40	1.5	0.5	0.5	0.7558044435040558	0.9682034976152624
40	2	0.7	0.1	0.8381646111651649	0.9682034976152624
40	2	0.7	0.5	0.7100487948034397	0.9682034976152624
40	2	0.5	0.1	0.88058963076125	0.9682034976152624
40	2	0.5	0.5	0.7558044435040558	0.9682034976152624
50	1.5	0.7	0.1	0.8200784338042598	0.9682034976152624
50	1.5	0.7	0.5	0.7100487948034397	0.9682034976152624
50	1.5	0.5	0.1	0.8200784338042598	0.9682034976152624
50	1.5	0.5	0.5	0.7558044435040558	0.9682034976152624
50	2	0.7	0.1	0.8200784338042598	0.9682034976152624
50	2	0.7	0.5	0.7100487948034397	0.9682034976152624
50	2	0.5	0.1	0.8200784338042598	0.9682034976152624
50	2	0.5	0.5	0.7558044435040558	0.9682034976152624
60	1.5	0.7	0.1	0.8547163613664119	0.9682034976152624
60	1.5	0.7	0.5	0.7928075458096747	0.9682034976152624
60	1.5	0.5	0.1	0.8547163613664119	0.9682034976152624
60	1.5	0.5	0.5	0.7928075458096747	0.9682034976152624
60	2	0.7	0.1	0.8547163613664119	0.9682034976152624
60	2	0.7	0.5	0.7928075458096747	0.9682034976152624
60	2	0.5	0.1	0.8547163613664119	0.9682034976152624
60	2	0.5	0.5	0.7928075458096747	0.9682034976152624
70	1.5	0.7	0.1	0.8171647681400719	0.9682034976152624
70	1.5	0.7	0.5	0.8134275791307044	0.9682034976152624
70	1.5	0.5	0.1	0.8171647681400719	0.9682034976152624
70	1.5	0.5	0.5	0.829646432309245	0.9682034976152624
70	2	0.7	0.1	0.8171647681400719	0.9682034976152624
70	2	0.7	0.5	0.8134275791307044	0.9682034976152624
70	2	0.5	0.1	0.8171647681400719	0.9682034976152624
70	2	0.5	0.5	0.829646432309245	0.9682034976152624
80	1.5	0.7	0.1	0.8341528066836438	0.9682034976152624
80	1.5	0.7	0.5	0.8134275791307044	0.9682034976152624
80	1.5	0.5	0.1	0.8444501662756302	0.9682034976152624
80	1.5	0.5	0.5	0.714227616695754	0.9682034976152624
80	2	0.7	0.1	0.8341528066836438	0.9682034976152624
80	2	0.7	0.5	0.8134275791307044	0.9682034976152624
80	2	0.5	0.1	0.8444501662756302	0.9682034976152624
80	2	0.5	0.5	0.714227616695754	0.9682034976152624
90	1.5	0.7	0.1	0.8268614884866785	0.9682034976152624
90	1.5	0.7	0.5	0.8672538658623326	0.9682034976152624
90	1.5	0.5	0.1	0.8392420818492263	0.9682034976152624
90	1.5	0.5	0.5	0.715436148223747	0.9682034976152624
90	2	0.7	0.1	0.8268614884866785	0.9682034976152624
90	2	0.7	0.5	0.8672538658623326	0.9682034976152624
90	2	0.5	0.1	0.8392420818492263	0.9682034976152624
90	2	0.5	0.5	0.715436148223747	0.9682034976152624
100	1.5	0.7	0.1	0.8394703242141595	0.9682034976152624
100	1.5	0.7	0.5	0.7165773600484127	0.9682034976152624
100	1.5	0.5	0.1	0.8394703242141595	0.9682034976152624
100	1.5	0.5	0.5	0.7165773600484127	0.9682034976152624
100	2	0.7	0.1	0.8394703242141595	0.9682034976152624
100	2	0.7	0.5	0.7165773600484127	0.9682034976152624
100	2	0.5	0.1	0.8394703242141595	0.9682034976152624
100	2	0.5	0.5	0.7165773600484127	0.9682034976152624
---------
10	1.5	0.7	0.1	0.8402719718499808	0.9571428571428572
10	1.5	0.7	0.5	0.7205855982275191	0.9428571428571428
10	1.5	0.5	0.1	0.8402719718499808	0.9571428571428572
10	1.5	0.5	0.5	0.7205855982275191	0.9428571428571428
10	2	0.7	0.1	0.8402719718499808	0.9571428571428572
10	2	0.7	0.5	0.7205855982275191	0.9428571428571428
10	2	0.5	0.1	0.8402719718499808	0.9571428571428572
10	2	0.5	0.5	0.7205855982275191	0.9428571428571428
20	1.5	0.7	0.1	0.8576346190677351	0.9571428571428572
20	1.5	0.7	0.5	0.8073988343162908	0.9428571428571428
20	1.5	0.5	0.1	0.861222889407124	0.9571428571428572
20	1.5	0.5	0.5	0.8253401860132352	0.9571428571428572
20	2	0.7	0.1	0.8576346190677351	0.9571428571428572
20	2	0.7	0.5	0.8073988343162908	0.9428571428571428
20	2	0.5	0.1	0.861222889407124	0.9571428571428572
20	2	0.5	0.5	0.8253401860132352	0.9571428571428572
30	1.5	0.7	0.1	0.8346341403402279	0.9571428571428572
30	1.5	0.7	0.5	0.8073988343162908	0.9428571428571428
30	1.5	0.5	0.1	0.8447939760303331	0.9571428571428572
30	1.5	0.5	0.5	0.8253401860132352	0.9571428571428572
30	2	0.7	0.1	0.8346341403402279	0.9571428571428572
30	2	0.7	0.5	0.8073988343162908	0.9428571428571428
30	2	0.5	0.1	0.8447939760303331	0.9571428571428572
30	2	0.5	0.5	0.8253401860132352	0.9571428571428572
40	1.5	0.7	0.1	0.8381646111651649	0.9571428571428572
40	1.5	0.7	0.5	0.7100487948034397	0.9428571428571428
40	1.5	0.5	0.1	0.88058963076125	0.9571428571428572
40	1.5	0.5	0.5	0.7558044435040558	0.9428571428571428
40	2	0.7	0.1	0.8381646111651649	0.9571428571428572
40	2	0.7	0.5	0.7100487948034397	0.9428571428571428
40	2	0.5	0.1	0.88058963076125	0.9571428571428572
40	2	0.5	0.5	0.7558044435040558	0.9428571428571428
50	1.5	0.7	0.1	0.8200784338042598	0.9428571428571428
50	1.5	0.7	0.5	0.7100487948034397	0.9428571428571428
50	1.5	0.5	0.1	0.8200784338042598	0.9428571428571428
50	1.5	0.5	0.5	0.7558044435040558	0.9428571428571428
50	2	0.7	0.1	0.8200784338042598	0.9428571428571428
50	2	0.7	0.5	0.7100487948034397	0.9428571428571428
50	2	0.5	0.1	0.8200784338042598	0.9428571428571428
50	2	0.5	0.5	0.7558044435040558	0.9428571428571428
60	1.5	0.7	0.1	0.8547163613664119	0.9571428571428572
60	1.5	0.7	0.5	0.7928075458096747	0.9428571428571428
60	1.5	0.5	0.1	0.8547163613664119	0.9571428571428572
60	1.5	0.5	0.5	0.7928075458096747	0.9428571428571428
60	2	0.7	0.1	0.8547163613664119	0.9571428571428572
60	2	0.7	0.5	0.7928075458096747	0.9428571428571428
60	2	0.5	0.1	0.8547163613664119	0.9571428571428572
60	2	0.5	0.5	0.7928075458096747	0.9428571428571428
70	1.5	0.7	0.1	0.8171647681400719	0.9428571428571428
70	1.5	0.7	0.5	0.8134275791307044	0.9428571428571428
70	1.5	0.5	0.1	0.8171647681400719	0.9428571428571428
70	1.5	0.5	0.5	0.829646432309245	0.9571428571428572
70	2	0.7	0.1	0.8171647681400719	0.9428571428571428
70	2	0.7	0.5	0.8134275791307044	0.9428571428571428
70	2	0.5	0.1	0.8171647681400719	0.9428571428571428
70	2	0.5	0.5	0.829646432309245	0.9571428571428572
80	1.5	0.7	0.1	0.8341528066836438	0.9571428571428572
80	1.5	0.7	0.5	0.8134275791307044	0.9428571428571428
80	1.5	0.5	0.1	0.8444501662756302	0.9571428571428572
80	1.5	0.5	0.5	0.714227616695754	0.9428571428571428
80	2	0.7	0.1	0.8341528066836438	0.9571428571428572
80	2	0.7	0.5	0.8134275791307044	0.9428571428571428
80	2	0.5	0.1	0.8444501662756302	0.9571428571428572
80	2	0.5	0.5	0.714227616695754	0.9428571428571428
90	1.5	0.7	0.1	0.8268614884866785	0.9571428571428572
90	1.5	0.7	0.5	0.8672538658623326	0.9571428571428572
90	1.5	0.5	0.1	0.8392420818492263	0.9571428571428572
90	1.5	0.5	0.5	0.715436148223747	0.9428571428571428
90	2	0.7	0.1	0.8268614884866785	0.9571428571428572
90	2	0.7	0.5	0.8672538658623326	0.9571428571428572
90	2	0.5	0.1	0.8392420818492263	0.9571428571428572
90	2	0.5	0.5	0.715436148223747	0.9428571428571428
100	1.5	0.7	0.1	0.8394703242141595	0.9571428571428572
100	1.5	0.7	0.5	0.7165773600484127	0.9428571428571428
100	1.5	0.5	0.1	0.8394703242141595	0.9571428571428572
100	1.5	0.5	0.5	0.7165773600484127	0.9428571428571428
100	2	0.7	0.1	0.8394703242141595	0.9571428571428572
100	2	0.7	0.5	0.7165773600484127	0.9428571428571428
100	2	0.5	0.1	0.8394703242141595	0.9571428571428572
100	2	0.5	0.5	0.7165773600484127	0.9428571428571428
