[0.51, 1.72, -2.0]	[2.43, -2.48, -2.09]	[0.5, -1.95, -0.23]	[1.01, 0.05, -2.47]	[-2.26, -2.14, -0.08]	[-1.83, -2.16, 2.14]	[0.43, 0.85, 1.32]	[0.69, -1.1, -0.77]	[-0.19, 1.88, -1.31]	[-0.6, -2.23, 0.79]	[-2.34, 1.97, -1.86]	[-0.75, 2.18, 0.95]	[-1.38, -1.4, 2.31]	[0.1, 0.04, -0.86]	[1.17, 1.51, -0.06]
[-1.51, -1.83, 0.71]	[-0.41, -0.77, -1.66]	[0.37, -0.78, 1.8]	[2.05, -1.86, 1.07]	[-1.39, 2.44, -1.27]	[1.45, -0.91, 1.1]	[-1.18, -0.57, 1.86]	[1.93, -0.41, -1.61]	[2.09, 1.11, -0.41]	[0.96, -0.45, -1.18]	[1.53, 0.05, -0.27]	[-0.16, 2.22, 2.4]	[0.43, 0.52, -1.53]	[-0.19, -2.5, -1.83]	[1.72, -2.45, 1.37]
[1.37, 1.41, -1.11]	[-0.52, -1.27, 1.23]	[1.99, -0.35, -0.19]	[0.72, 0.65, 2.24]	[0.22, 0.63, 2.07]	[2.39, 1.3, 1.56]	[-0.62, 2.21, 0.82]	[0.54, 1.97, 1.97]	[1.13, 1.23, 0.19]	[-1.94, -2.04, 2.2]	[-0.24, 2.3, 1.65]	[1.31, -0.59, 0.54]	[1.87, -0.53, -2.11]	[-0.79, 2.28, -0.07]	[-1.98, 0.92, 0.42]
[-2.42, -1.91, 0.49]	[-2.45, -1.77, -1.64]	[-2.36, 0.19, 1.33]	[0.67, -0.86, -1.84]	[1.37, -2.32, -1.45]	[1.65, 0.54, 1.9]	[-1.3, -1.49, 0.43]	[-1.84, 2.27, -1.55]	[-2.46, -1.51, 0.82]	[0.79, -1.36, 2.48]	[-1.14, -0.56, -0.74]	[2.49, 0.43, 2.5]	[2.26, -2.04, -0.21]	[-1.29, -1.8, -2.05]	[-0.18, -1.96, 0.44]
[0.82, -1.49, -1.74]	[-0.45, 0.64, -0.75]	[-1.09, 1.67, -1.43]	[0.67, -1.55, 0.63]	[-0.08, 2.11, 2.47]	[-0.03, 0.15, 1.31]	[1.19, -0.48, -0.45]	[-1.14, 0.61, -0.81]	[1.82, -0.02, -0.75]	[1.31, -2.44, -0.96]	[1.24, -2.42, 1.22]	[0.98, -0.68, 1.79]	[-0.6, -0.76, -0.46]	[0.77, -2.02, 1.43]	[-1.61, 1.69, -0.51]
[2.39, -2.05, 1.17]	[-0.46, 1.68, -0.13]	[-1.4, -0.57, -0.38]	[0.98, 0.03, -2.33]	[1.77, 1.47, -1.41]	[-1.28, 2.31, -0.7]	[1.14, 1.61, 0.63]	[0.1, -2.14, 0.8]	[2.44, -0.59, 0.8]	[0.96, -1.98, 0.6]	[0.55, -0.91, -1.94]	[-1.83, 1.65, -2.27]	[1.36, 0.93, 1.32]	[0.72, 0.83, -1.9]	[-1.91, 0.41, 0.86]
[0.99, -0.62, 0.59]	[-1.23, -1.65, 0.29]	[2.21, -2.01, 2.48]	[-1.81, -0.07, 0.26]	[0.2, -1.35, 1.95]	[1.85, -1.9, -0.14]	[-0.28, -0.85, -0.55]	[1.47, -0.97, 2.26]	[1.84, 0.65, -1.44]	[0.44, 0.73, -0.96]	[-0.14, 1.21, -0.37]	[0.52, 1.26, -1.44]	[-2.36, -0.34, 1.5]	[-1.65, -2.12, 1.05]	[-1.3, -0.1, -0.77]
[1.42, 0.9, -2.32]	[-1.92, -0.68, -0.31]	[0.55, 0.01, -0.86]	[-2.35, -0.33, -0.25]	[1.93, 0.61, 0.09]	[-1.26, 0.52, -1.06]	[-1.33, 0.9, 0.99]	[-1.92, 0.8, -1.5]	[0.44, 0.55, -1.16]	[2.49, -0.53, 0.26]	[-1.99, 2.02, -0.24]	[-1.35, 1.94, -0.03]	[2.19, 0.67, -2.39]	[-2.41, -1.59, -0.46]	[1.69, 0.39, -1.58]
[-1.48, -1.76, -1.7]	[0.14, -1.94, 1.62]	[-1.53, 1.24, -1.05]	[-1.9, -1.3, 0.29]	[-0.1, -2.06, -2.35]	[0.42, -2.2, -1.25]	[1.93, 1.43, -1.07]	[1.04, 1.8, 0.14]	[2.1, 0.53, 1.96]	[-2.42, 0.95, 2.19]	[-0.72, -0.39, -1.64]	[1.3, -2.01, 1.99]	[0.89, -0.17, -1.58]	[0.71, -1.63, 0.19]	[-0.14, -1.49, 1.52]
[-1.63, 0.33, 2.05]	[-0.25, 0.06, -1.41]	[1.4, 0.23, 1.46]	[-1.02, 1.8, -1.62]	[0.41, -2.19, -2.22]	[-1.1, -0.58, -2.28]	[-0.05, -0.84, 0.76]	[1.23, -0.5, -2.04]	[0.17, -1.83, -1.27]	[0.28, -1.42, -2.46]	[0.47, 2.46, 1.93]	[1.38, 1.85, 1.49]	[1.97, 0.66, 0.22]	[-1.86, -0.73, 0.95]	[-1.17, -2.45, 1.34]
