[-1.32, -1.82, 1.87]	[-0.29, 1.73, -1.02]	[-1.02, 1.11, -0.61]	[0.38, 1.53, -0.76]	[1.75, -0.13, 0.62]	[0.11, -2.49, 2.01]	[-2.42, -0.32, -1.16]	[0.9, -1.87, 2.21]	[-1.66, -0.14, -1.81]	[-0.13, 1.47, -1.18]	[0.8, -2.16, -0.55]	[0.41, 1.07, 1.78]	[-0.73, -0.99, 0.43]	[-1.57, -0.36, -1.25]	[-2.2, 1.41, 1.31]
[0.05, 1.56, 2.42]	[0.75, -0.19, 0.37]	[-2.49, -0.61, -2.17]	[-0.86, -1.18, 2.4]	[0.57, 2.35, 2.35]	[-0.83, 0.09, 2.35]	[1.13, 1.64, -2.4]	[-1.53, 0.62, 1.81]	[0.97, -1.42, -2.06]	[-1.73, 0.11, 1.85]	[1.56, -1.05, 0.59]	[-0.54, 1.96, -0.97]	[1.23, -0.44, -0.7]	[1.69, -0.59, -0.29]	[0.49, 0.11, 0.49]
[-0.16, 2.49, 0.42]	[1.15, -1.88, -1.6]	[2.25, 2.42, 0.99]	[0.29, -2.46, -1.51]	[-1.09, -0.76, -2.28]	[0.25, 2.28, 0.04]	[2.23, -0.11, -0.79]	[-0.02, -1.29, -2.46]	[0.31, 0.64, 1.32]	[-1.06, 0.7, 1.79]	[-0.12, -0.52, -1.13]	[2.46, -2.35, -2.47]	[-2.02, -1.47, -0.59]	[2.14, -1.15, -0.93]	[-2.41, -2.02, -0.96]
[1.29, -1.36, 1.38]	[1.53, -0.53, -2.3]	[0.63, -1.52, -2.49]	[-0.84, 0.84, 0.3]	[-1.11, 1.0, 1.86]	[-1.67, -2.06, -2.48]	[2.3, -1.15, 0.16]	[1.69, -0.76, -1.81]	[0.36, -2.03, -0.65]	[-2.29, 2.43, -0.08]	[1.81, -2.18, -1.83]	[1.19, 2.0, 0.13]	[-1.89, -1.16, -1.88]	[-1.26, -0.98, 0.48]	[0.59, 0.38, 1.26]
[-1.44, 0.95, -1.99]	[-2.47, -1.05, 1.57]	[-2.4, -0.06, 0.93]	[0.87, -2.04, -0.75]	[1.99, 1.66, -0.14]	[1.46, -0.29, -2.31]	[1.37, -0.15, -0.86]	[0.41, 1.9, 0.48]	[-0.11, -1.57, -1.34]	[-0.13, 2.16, 1.63]	[-2.28, 0.24, 1.57]	[1.51, -0.57, 1.43]	[-0.5, 2.32, 0.48]	[-2.21, -2.01, 1.25]	[-0.8, 0.26, 1.91]
[-1.29, 0.31, -1.13]	[-1.74, 1.91, 2.23]	[2.41, -2.14, 0.55]	[-1.29, 1.0, -1.68]	[-1.06, 2.41, 2.45]	[-1.71, 0.21, -2.13]	[0.04, 1.9, -1.87]	[0.41, 1.0, -1.93]	[-0.75, -2.1, -0.07]	[1.97, 0.46, -2.16]	[0.06, 0.74, -0.12]	[-1.02, -1.71, 1.67]	[1.23, -0.2, -1.69]	[0.13, 1.51, -0.98]	[-1.12, 0.17, -2.33]
[1.24, 0.21, -0.86]	[-0.53, -1.35, -0.13]	[1.14, 2.06, -0.63]	[-0.87, -1.78, 1.96]	[-1.0, -1.62, -2.09]	[-1.6, -0.31, 1.13]	[-0.77, 1.37, -1.62]	[0.06, 1.57, 2.38]	[0.5, -2.28, -0.98]	[0.89, -1.35, 1.8]	[-2.33, -0.11, 1.97]	[-0.41, -0.95, -0.23]	[1.53, -1.5, 1.08]	[-0.9, 0.25, -2.18]	[0.52, -0.26, -2.07]
[-0.67, -2.24, 0.51]	[-1.5, 1.06, -0.63]	[0.6, 0.51, 0.83]	[-0.79, -0.18, -0.36]	[2.08, 0.23, -1.01]	[-1.9, -0.84, -0.48]	[1.95, 1.81, 1.96]	[-1.5, 0.39, 1.5]	[1.99, -0.94, -1.08]	[-0.03, 0.15, -1.12]	[2.5, 2.34, -1.78]	[2.35, -1.09, 0.58]	[0.34, -0.7, -1.48]	[2.38, -0.04, 0.74]	[2.5, -2.38, 0.95]
[-0.98, 0.51, 1.52]	[2.42, -1.86, -1.24]	[0.38, 1.38, -2.3]	[1.22, 1.49, -2.36]	[-1.78, -1.72, -0.77]	[-0.8, -2.41, 0.84]	[1.84, 1.19, -1.65]	[0.4, 0.94, -0.84]	[-1.0, 1.59, 1.22]	[1.72, 2.1, 0.96]	[2.32, 0.97, -0.32]	[-1.49, 1.64, -1.34]	[-1.44, -1.1, 1.6]	[1.73, 0.47, -1.92]	[-1.91, 0.51, 2.28]
[-0.66, -0.82, -2.18]	[0.69, -0.9, 2.03]	[1.95, 0.25, -0.02]	[-1.34, -0.19, 2.48]	[0.03, -2.45, 2.09]	[-0.54, -0.94, 0.32]	[-2.25, -1.95, -0.49]	[1.35, -1.48, -0.94]	[1.68, 0.48, 0.02]	[1.81, -1.32, 1.02]	[-0.08, 0.51, 0.01]	[2.37, -2.5, 2.14]	[-1.44, 1.92, 0.25]	[-1.24, -2.11, -1.69]	[1.0, 1.49, -0.61]
