[1.51, 1.38, -0.38]	[-0.89, 0.43, 0.71]	[2.04, 0.5, -2.35]	[1.28, 1.5, -0.45]	[0.26, 0.5, 2.39]	[-2.05, -1.86, 0.32]	[2.18, 1.24, -2.3]	[-1.41, -2.09, 2.38]	[0.85, -1.08, -1.89]	[-0.24, -2.37, -2.38]	[-0.87, 0.3, -0.37]	[-2.15, -1.29, 0.16]	[-0.61, -1.7, 0.42]	[-1.27, -0.56, 1.1]	[1.57, -1.89, 0.11]
[-1.78, 1.36, -1.77]	[0.06, 1.67, 2.33]	[-1.06, 0.27, -1.95]	[2.2, 2.25, -1.53]	[-1.62, -0.8, 0.12]	[-1.69, 0.2, 0.42]	[-2.38, 1.7, -0.01]	[-0.23, -1.57, 0.28]	[-0.86, -0.28, 0.9]	[2.42, 0.74, -2.49]	[0.57, -0.07, -2.22]	[0.86, -2.01, 1.7]	[-1.68, 0.0, 0.7]	[-1.6, -2.2, 1.66]	[1.58, 1.36, -1.27]
[2.37, -0.92, 0.97]	[-2.3, 2.22, -1.12]	[1.55, 1.15, -1.14]	[2.2, -1.36, -2.18]	[1.62, 2.32, 1.86]	[-0.8, 0.33, -1.16]	[-0.99, -0.78, -1.66]	[2.21, 2.39, -1.66]	[-1.24, -1.56, -0.38]	[0.19, 0.7, 1.43]	[-2.34, -0.59, 1.78]	[0.36, 1.57, -0.31]	[-2.36, 2.01, -0.01]	[-1.02, -0.56, -2.11]	[2.46, 1.75, -0.75]
[-0.1, -1.7, -1.59]	[-0.52, 1.3, 1.08]	[-1.94, -2.15, 0.57]	[-0.16, 0.41, 1.42]	[-2.24, -0.36, 1.11]	[-2.5, -0.19, -0.62]	[-0.9, -1.86, -0.78]	[-2.22, 1.28, -1.74]	[0.99, -2.06, 1.27]	[-1.99, 2.15, 0.84]	[-0.67, -1.32, -0.7]	[0.15, 1.24, 1.65]	[-1.24, 2.5, -0.38]	[-0.97, -0.14, 1.12]	[-0.93, -0.51, -1.97]
[-1.94, -2.31, -1.49]	[-0.17, 1.06, -1.61]	[1.13, -0.87, -2.07]	[0.75, -1.75, -2.36]	[0.99, -2.25, 0.57]	[1.39, -1.75, -1.99]	[1.83, -0.72, 0.1]	[1.45, 1.87, -0.96]	[-1.27, -0.06, -0.53]	[2.16, 2.5, -1.88]	[-1.86, -1.37, -0.59]	[2.19, -0.46, 1.82]	[-2.27, -2.24, 0.06]	[-2.26, -2.2, -1.3]	[2.49, 1.58, -1.18]
[2.43, 1.17, -2.43]	[2.38, -2.44, 2.14]	[1.88, -2.43, -0.43]	[2.4, -1.58, 1.03]	[1.33, -1.98, -0.86]	[0.69, 0.28, -0.9]	[0.46, 2.06, 1.73]	[-1.65, 1.74, 1.93]	[0.98, -0.8, -1.16]	[-1.9, -0.71, 1.8]	[-0.97, 1.21, -0.61]	[1.5, 0.94, -0.33]	[0.6, 1.53, 1.99]	[-0.22, -2.31, -0.89]	[2.16, 0.5, -2.29]
[-1.58, -1.7, 0.65]	[-0.01, -1.57, 0.5]	[1.58, 1.35, -0.83]	[0.97, 0.75, -0.82]	[0.17, 0.68, 0.28]	[0.74, 1.18, 1.31]	[-1.12, -0.45, -1.68]	[-1.62, 0.82, -0.46]	[-1.58, -2.28, -1.67]	[-2.43, -1.52, 0.62]	[-0.41, -0.65, 0.42]	[-0.68, -2.24, -0.43]	[0.65, -0.55, 0.54]	[1.34, -0.61, -0.35]	[-1.24, -1.31, 1.29]
[1.17, 0.6, -0.65]	[0.89, -2.5, 0.25]	[-0.96, -0.56, -1.95]	[2.07, 1.71, 0.02]	[-0.02, -2.21, -1.38]	[0.76, -0.96, -0.97]	[2.23, -1.96, 0.91]	[-0.19, -0.71, -0.05]	[0.07, 2.11, -0.12]	[-2.03, 1.77, -0.89]	[0.5, 0.97, 0.33]	[-0.75, 1.58, 0.88]	[-1.09, -2.08, -0.72]	[-1.25, -0.56, 0.81]	[2.41, -1.88, 1.92]
[1.31, -2.23, -1.8]	[-0.12, -1.33, -2.33]	[0.42, 2.31, 0.75]	[1.33, 0.1, 1.45]	[0.72, -1.83, -0.36]	[-1.89, -1.76, 2.13]	[-0.87, -1.52, -0.69]	[-2.47, -1.39, 1.19]	[-1.47, -2.3, -2.29]	[0.47, 1.89, -1.85]	[2.18, 1.37, -1.73]	[0.79, -2.21, 0.26]	[1.7, 0.36, 2.33]	[-0.03, 0.72, 1.8]	[2.48, 0.06, -1.39]
[1.81, -1.29, 2.11]	[-1.9, -1.22, -2.19]	[-0.26, -1.41, -0.4]	[0.58, 2.23, -0.05]	[-1.61, 1.87, 1.49]	[0.1, -1.08, 1.55]	[-0.47, -2.39, -1.79]	[-1.64, 1.71, 0.01]	[-2.45, -0.78, 1.09]	[1.34, -0.76, -2.38]	[0.56, -1.73, -1.04]	[-0.08, 2.3, -0.03]	[0.42, 0.55, 1.93]	[-1.69, -2.32, 1.65]	[0.52, 1.55, 1.88]
