[0.33, -1.41, 0.38]	[0.34, 0.97, -0.52]	[0.69, 1.97, 0.87]	[-0.19, -1.79, -0.62]	[-0.76, 1.99, -1.95]	[0.29, -0.62, -0.5]	[-1.85, 0.52, 0.76]	[0.8, 1.57, 1.35]	[-0.05, -1.93, 2.04]	[0.03, -1.67, 0.96]	[-0.75, 1.25, -2.49]	[-1.04, 0.49, -2.11]	[-2.41, -1.19, -1.37]	[-1.96, 0.1, 0.4]	[1.29, -2.39, 2.02]
[-0.47, 2.49, -0.13]	[0.34, -0.58, 0.33]	[-0.68, 0.97, 1.44]	[-1.46, -1.46, 0.93]	[-0.98, 2.03, -1.79]	[-0.92, -0.55, 2.33]	[-1.53, -0.69, -1.37]	[1.34, -1.54, 1.8]	[-1.13, 1.26, 2.37]	[0.46, 0.58, -1.18]	[2.1, -0.76, -1.23]	[0.79, 0.27, -2.17]	[-0.28, 0.67, 2.01]	[0.03, 0.24, 1.65]	[2.26, -0.13, 0.63]
[0.47, 1.76, 2.47]	[-1.02, -1.61, -0.95]	[0.01, -2.0, -1.08]	[0.9, -0.78, 1.99]	[-0.53, -1.92, 0.9]	[-0.41, 0.29, 1.21]	[1.87, -1.18, -1.05]	[2.29, -1.93, 1.36]	[0.78, 1.87, 2.43]	[2.45, 2.25, -0.01]	[1.48, 0.17, -1.2]	[-0.23, -1.21, -2.45]	[-1.85, -2.45, 0.9]	[0.41, -1.02, 1.42]	[-1.34, -0.79, -2.44]
[-0.66, 0.65, -0.14]	[2.12, -2.38, 0.95]	[1.14, -1.2, 1.69]	[1.27, -1.97, -1.46]	[1.62, 1.81, 0.93]	[-0.15, 0.54, 1.56]	[-1.34, 1.84, -2.31]	[1.76, -1.95, 0.2]	[-2.4, 1.26, -0.65]	[-2.49, 1.41, 2.48]	[1.98, 0.62, 0.16]	[-2.02, -1.77, 1.92]	[-1.97, 2.15, 1.06]	[-2.41, 0.05, -0.86]	[1.09, 0.39, 1.17]
[-0.99, -0.8, 0.58]	[-2.29, 1.8, 2.31]	[-0.95, -0.77, 0.79]	[-0.21, 2.33, -0.7]	[0.3, -1.56, -0.31]	[-2.18, -0.06, -2.04]	[2.23, -1.71, -0.95]	[1.81, 0.44, -1.54]	[1.28, -2.19, -1.44]	[2.45, -0.67, 1.27]	[-2.11, -1.92, -0.68]	[2.45, -0.63, 0.45]	[2.5, -0.87, -0.87]	[1.58, -0.14, -0.65]	[-2.04, -0.08, 1.6]
[1.03, -0.12, -1.52]	[-2.29, 0.27, -1.36]	[-1.23, -1.89, 0.65]	[-1.77, -2.39, -2.07]	[1.56, -1.68, -0.76]	[-1.13, -1.98, 2.36]	[-2.15, 1.53, -2.22]	[0.99, -1.27, -1.37]	[-0.27, 1.15, 1.65]	[-2.38, -2.47, -2.42]	[0.44, -2.26, -1.26]	[1.72, -0.21, -2.37]	[-1.19, 0.64, -0.89]	[-2.18, 0.96, -0.52]	[0.65, 0.86, 0.03]
[0.39, 0.95, 0.11]	[-1.34, 1.04, -0.98]	[0.27, -0.47, -0.88]	[0.16, -0.78, -0.14]	[0.8, 1.14, 2.39]	[-0.32, 1.27, 0.23]	[0.72, 0.35, 1.23]	[-0.75, -1.19, 2.3]	[2.28, 0.73, -2.29]	[2.19, 0.67, -2.16]	[1.67, 2.32, 2.12]	[1.53, -2.45, 0.85]	[2.02, -0.33, -1.09]	[0.56, -1.0, 0.78]	[-0.1, -1.92, 0.42]
[0.26, 2.19, -0.44]	[0.14, 2.16, -2.01]	[-2.34, 1.11, -1.35]	[2.26, -1.94, 1.14]	[1.01, -0.67, 1.22]	[-0.3, -1.59, -2.02]	[1.75, -0.36, -2.1]	[-0.52, -0.82, -0.92]	[1.45, -2.25, -1.51]	[-1.03, 1.04, 1.49]	[0.53, -2.23, -0.08]	[1.89, 1.07, -1.61]	[0.17, -1.19, -0.76]	[0.98, 1.15, 2.06]	[0.63, -2.28, 2.48]
[0.07, 0.06, 1.41]	[2.17, -2.0, 1.48]	[0.85, -1.46, -0.21]	[2.36, 2.37, 1.71]	[-1.89, 0.24, -0.53]	[-0.32, 0.8, -1.78]	[-1.01, 1.53, -0.19]	[2.21, -2.17, -1.48]	[-0.22, 0.25, 1.85]	[0.98, -0.79, 1.13]	[-0.89, 0.27, 0.16]	[-1.89, 0.85, -1.74]	[1.55, -0.98, -1.81]	[-0.35, -2.5, -2.36]	[0.98, 2.04, 1.66]
[2.07, 0.19, -0.56]	[1.03, 2.26, 1.36]	[-0.7, 1.4, -1.76]	[1.06, -0.93, -1.07]	[-0.27, -0.55, 1.87]	[0.22, -0.6, 1.06]	[-1.66, 0.56, -1.4]	[1.3, 1.19, -1.25]	[0.64, 0.01, -2.43]	[-2.38, -1.03, -0.98]	[-2.47, -2.43, 2.31]	[-2.2, 0.04, -0.19]	[-1.45, 1.97, 0.71]	[1.27, -0.88, 2.14]	[-1.59, -0.72, 1.37]
