[-1.29, 0.74, 0.64]	[0.29, -1.38, -1.01]	[1.93, 1.47, 0.02]	[-1.31, 1.82, 0.74]	[1.1, 1.06, 1.56]	[2.11, 2.03, -1.01]	[0.71, 1.77, 0.26]	[1.39, -2.46, 1.03]	[-1.81, -0.25, 2.22]	[0.76, 2.38, 1.57]	[0.99, -1.67, 2.35]	[2.39, 1.31, -0.91]	[0.98, -1.69, -0.34]	[-2.09, -1.73, -0.43]	[-2.18, -0.34, 1.18]
[1.56, 2.06, -2.11]	[2.07, 1.66, 1.25]	[-2.25, -0.54, -1.97]	[-1.84, 0.15, 2.28]	[-2.21, -1.72, 0.49]	[-1.48, -1.68, -0.29]	[-0.52, -0.34, -2.01]	[1.33, -1.3, 2.25]	[2.41, 1.86, -1.51]	[2.22, -1.07, 0.82]	[1.97, 0.07, -2.15]	[-0.77, -1.32, 1.91]	[1.06, 1.23, -0.63]	[1.7, 1.96, 2.26]	[-0.52, -0.49, 0.48]
[-0.9, -0.42, 0.24]	[-1.32, -1.95, 0.6]	[0.52, 2.34, -2.34]	[0.59, -1.9, -0.25]	[-0.34, -0.55, 0.3]	[-1.17, -2.09, 0.25]	[1.99, -0.33, -1.83]	[0.59, 2.3, 1.27]	[1.45, -1.9, -1.47]	[0.4, -1.93, 1.93]	[-0.73, 0.16, -1.75]	[-1.52, 0.09, 0.99]	[-0.23, -1.54, 0.42]	[-1.15, 1.74, -1.76]	[0.2, -2.16, -1.26]
[-0.53, 0.95, -1.5]	[1.61, -0.67, -1.94]	[-1.76, 0.13, 1.2]	[1.7, -1.74, -1.87]	[1.84, 0.82, 1.77]	[-0.32, -1.52, -2.34]	[0.49, 1.74, 1.33]	[0.64, -0.99, 1.7]	[-0.5, -0.42, 2.32]	[-0.34, 2.12, 1.14]	[-2.43, -1.14, 1.31]	[1.98, -2.1, 0.36]	[-0.76, 0.31, 2.21]	[2.07, 2.31, 1.69]	[1.37, -0.9, 1.75]
[2.36, 1.31, -1.53]	[-1.33, 1.1, -1.93]	[1.75, -2.03, -0.27]	[-2.08, -1.78, 0.06]	[2.04, -0.9, 2.44]	[-2.23, 2.27, -0.59]	[1.94, -1.77, -0.71]	[-0.14, 2.06, -0.1]	[1.31, -0.65, -0.19]	[1.79, -0.5, -0.29]	[2.38, -1.13, -2.33]	[1.67, -0.76, 0.99]	[1.22, 0.39, 0.06]	[-0.07, 0.84, -0.48]	[1.49, 1.92, 1.86]
[1.45, 1.9, -0.53]	[2.26, 1.53, -1.29]	[1.15, 0.63, -1.2]	[2.11, 1.92, -0.07]	[-0.22, -1.39, -2.5]	[0.35, 1.33, 0.56]	[1.59, 1.57, -1.94]	[-0.28, -0.58, -1.07]	[1.95, -0.6, 1.33]	[1.45, 2.39, 2.28]	[0.31, -1.84, -0.52]	[2.41, 1.92, 0.09]	[2.5, 0.62, 2.4]	[-1.06, 0.03, 0.24]	[-1.52, -0.56, -1.27]
[-0.89, 0.26, -1.26]	[0.01, 0.46, 1.16]	[-2.32, 0.14, -1.57]	[-1.83, 1.86, -2.14]	[2.41, 1.93, -1.94]	[0.08, 2.09, 1.34]	[-1.1, 1.73, 1.48]	[-0.73, 1.58, -1.55]	[-1.51, -2.26, -1.02]	[-0.44, -1.91, 2.32]	[-0.33, -0.69, 1.2]	[-1.36, -1.55, 1.62]	[2.09, -1.88, 0.56]	[0.25, 0.86, 2.38]	[1.55, -2.01, -1.58]
[0.83, -2.36, 0.17]	[0.89, 2.41, -1.86]	[1.97, 0.65, -0.19]	[2.41, 2.2, -0.77]	[-2.46, 0.77, 1.64]	[-2.15, -0.89, -0.69]	[1.19, 2.06, 2.13]	[0.52, -0.63, 2.02]	[-1.87, -2.48, -2.1]	[-2.13, 0.45, 2.47]	[2.2, -0.39, -1.44]	[1.9, -0.08, -0.42]	[-0.34, 1.21, 0.32]	[-1.14, 1.55, -2.22]	[0.49, 0.61, 1.97]
[2.2, -0.55, -1.06]	[1.85, 0.7, -1.44]	[-1.33, -1.77, -0.49]	[-1.44, 1.61, -1.67]	[0.39, -2.39, 1.38]	[-1.77, 0.45, -1.19]	[-0.28, -1.37, -2.49]	[-0.96, -0.56, -0.74]	[0.42, -2.11, -2.27]	[0.05, -0.19, 0.98]	[-0.96, 0.29, -2.41]	[-0.32, 0.73, -0.14]	[1.6, -0.15, -1.37]	[-0.75, -1.5, 0.79]	[-1.8, 2.34, -1.21]
[1.26, -0.38, 1.92]	[0.79, 1.09, 0.16]	[0.26, 0.31, -1.95]	[0.64, 1.15, 2.16]	[-1.77, 2.15, -0.52]	[2.07, -0.92, -2.16]	[1.95, 2.39, 2.36]	[-0.95, -2.11, -0.16]	[2.45, 2.45, -2.31]	[2.41, 0.05, 2.09]	[0.22, -2.02, -0.52]	[-2.03, 1.34, 0.17]	[-1.73, 1.63, 1.11]	[-2.38, 0.9, 0.4]	[-0.58, -0.81, -0.03]
