K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.6677721061041115	0.958664546899841
10	1.5	0.7	0.5	0.8518553541747074	0.9666136724960255
10	1.5	0.5	0.1	0.8445224687708218	0.9666136724960255
10	1.5	0.5	0.5	0.8518553541747074	0.9666136724960255
10	2	0.7	0.1	0.8415893146092676	0.9666136724960255
10	2	0.7	0.5	0.8518553541747074	0.9666136724960255
10	2	0.5	0.1	0.8445224687708218	0.9666136724960255
10	2	0.5	0.5	0.8518553541747074	0.9666136724960255
20	1.5	0.7	0.1	0.6757748688447364	0.958664546899841
20	1.5	0.7	0.5	0.8518553541747074	0.9666136724960255
20	1.5	0.5	0.1	0.8429946426622893	0.9666136724960255
20	1.5	0.5	0.5	0.8518553541747074	0.9666136724960255
20	2	0.7	0.1	0.8394503580573222	0.9666136724960255
20	2	0.7	0.5	0.8518553541747074	0.9666136724960255
20	2	0.5	0.1	0.8429946426622893	0.9666136724960255
20	2	0.5	0.5	0.8518553541747074	0.9666136724960255
30	1.5	0.7	0.1	0.8518553541747074	0.9666136724960255
30	1.5	0.7	0.5	0.859559912021771	0.9666136724960255
30	1.5	0.5	0.1	0.8529560052957165	0.9666136724960255
30	1.5	0.5	0.5	0.8573586097797528	0.9666136724960255
30	2	0.7	0.1	0.8533962657441201	0.9666136724960255
30	2	0.7	0.5	0.859559912021771	0.9666136724960255
30	2	0.5	0.1	0.8529560052957165	0.9666136724960255
30	2	0.5	0.5	0.8573586097797528	0.9666136724960255
40	1.5	0.7	0.1	0.8424922901807855	0.9666136724960255
40	1.5	0.7	0.5	0.859559912021771	0.9666136724960255
40	1.5	0.5	0.1	0.8473967522728398	0.9666136724960255
40	1.5	0.5	0.5	0.8573586097797528	0.9666136724960255
40	2	0.7	0.1	0.8456133115120928	0.9666136724960255
40	2	0.7	0.5	0.859559912021771	0.9666136724960255
40	2	0.5	0.1	0.8473967522728398	0.9666136724960255
40	2	0.5	0.5	0.8573586097797528	0.9666136724960255
50	1.5	0.7	0.1	0.860803498107753	0.9666136724960255
50	1.5	0.7	0.5	0.859559912021771	0.9666136724960255
50	1.5	0.5	0.1	0.8645962380231154	0.9666136724960255
50	1.5	0.5	0.5	0.8573586097797528	0.9666136724960255
50	2	0.7	0.1	0.8578207834634044	0.9666136724960255
50	2	0.7	0.5	0.859559912021771	0.9666136724960255
50	2	0.5	0.1	0.8645962380231154	0.9666136724960255
50	2	0.5	0.5	0.8573586097797528	0.9666136724960255
60	1.5	0.7	0.1	0.8381865641240259	0.9666136724960255
60	1.5	0.7	0.5	0.859559912021771	0.9666136724960255
60	1.5	0.5	0.1	0.8453464065315257	0.9666136724960255
60	1.5	0.5	0.5	0.8573586097797528	0.9666136724960255
60	2	0.7	0.1	0.8427428274742531	0.9666136724960255
60	2	0.7	0.5	0.859559912021771	0.9666136724960255
60	2	0.5	0.1	0.8453464065315257	0.9666136724960255
60	2	0.5	0.5	0.8573586097797528	0.9666136724960255
70	1.5	0.7	0.1	0.8676052767772735	0.9666136724960255
70	1.5	0.7	0.5	0.859559912021771	0.9666136724960255
70	1.5	0.5	0.1	0.8593553173187864	0.9666136724960255
70	1.5	0.5	0.5	0.8573586097797528	0.9666136724960255
70	2	0.7	0.1	0.8623553025764181	0.9666136724960255
70	2	0.7	0.5	0.859559912021771	0.9666136724960255
70	2	0.5	0.1	0.8593553173187864	0.9666136724960255
70	2	0.5	0.5	0.8573586097797528	0.9666136724960255
80	1.5	0.7	0.1	0.8678393019658207	0.9666136724960255
80	1.5	0.7	0.5	0.859559912021771	0.9666136724960255
80	1.5	0.5	0.1	0.8594667578847613	0.9666136724960255
80	1.5	0.5	0.5	0.8573586097797528	0.9666136724960255
80	2	0.7	0.1	0.8625113193687829	0.9666136724960255
80	2	0.7	0.5	0.859559912021771	0.9666136724960255
80	2	0.5	0.1	0.8594667578847613	0.9666136724960255
80	2	0.5	0.5	0.8573586097797528	0.9666136724960255
