K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.5732223590167764	0.9602543720190779
10	1.5	0.7	0.5	0.8405867904955963	0.9682034976152624
10	1.5	0.5	0.1	0.959098926215217	0.9682034976152624
10	1.5	0.5	0.5	0.8405867904955963	0.9682034976152624
10	2	0.7	0.1	0.959098926215217	0.9682034976152624
10	2	0.7	0.5	0.8405867904955963	0.9682034976152624
10	2	0.5	0.1	0.959098926215217	0.9682034976152624
10	2	0.5	0.5	0.8405867904955963	0.9682034976152624
20	1.5	0.7	0.1	0.5588902165625851	0.9602543720190779
20	1.5	0.7	0.5	0.8405867904955963	0.9682034976152624
20	1.5	0.5	0.1	0.9424826173631037	0.9682034976152624
20	1.5	0.5	0.5	0.8406664805051258	0.9682034976152624
20	2	0.7	0.1	0.9424826173631037	0.9682034976152624
20	2	0.7	0.5	0.8405867904955963	0.9682034976152624
20	2	0.5	0.1	0.9424826173631037	0.9682034976152624
20	2	0.5	0.5	0.8406664805051258	0.9682034976152624
30	1.5	0.7	0.1	0.5601169883498278	0.9602543720190779
30	1.5	0.7	0.5	0.8484468179932498	0.9682034976152624
30	1.5	0.5	0.1	0.9686869398377118	0.9682034976152624
30	1.5	0.5	0.5	0.8406664805051258	0.9682034976152624
30	2	0.7	0.1	0.9606709317147477	0.9682034976152624
30	2	0.7	0.5	0.8484468179932498	0.9682034976152624
30	2	0.5	0.1	0.9686869398377118	0.9682034976152624
30	2	0.5	0.5	0.8406664805051258	0.9682034976152624
40	1.5	0.7	0.1	0.6028505621093847	0.9602543720190779
40	1.5	0.7	0.5	0.8043108340767717	0.9682034976152624
40	1.5	0.5	0.1	0.962381799278215	0.9682034976152624
40	1.5	0.5	0.5	0.8570011558105861	0.9682034976152624
40	2	0.7	0.1	0.9518437349314521	0.9682034976152624
40	2	0.7	0.5	0.8043108340767717	0.9682034976152624
40	2	0.5	0.1	0.962381799278215	0.9682034976152624
40	2	0.5	0.5	0.8570011558105861	0.9682034976152624
50	1.5	0.7	0.1	0.5733366559449519	0.9602543720190779
50	1.5	0.7	0.5	0.8249650385626518	0.9682034976152624
50	1.5	0.5	0.1	0.9559745758286281	0.9682034976152624
50	1.5	0.5	0.5	0.8249650385626518	0.9682034976152624
50	2	0.7	0.1	0.9559745758286281	0.9682034976152624
50	2	0.7	0.5	0.8249650385626518	0.9682034976152624
50	2	0.5	0.1	0.9559745758286281	0.9682034976152624
50	2	0.5	0.5	0.8249650385626518	0.9682034976152624
60	1.5	0.7	0.1	0.5661437746847653	0.9602543720190779
60	1.5	0.7	0.5	0.8099389002517252	0.9682034976152624
60	1.5	0.5	0.1	0.9756586814862148	0.9682034976152624
60	1.5	0.5	0.5	0.86102120307841	0.9682034976152624
60	2	0.7	0.1	0.9756586814862148	0.9682034976152624
60	2	0.7	0.5	0.8099389002517252	0.9682034976152624
60	2	0.5	0.1	0.9756586814862148	0.9682034976152624
60	2	0.5	0.5	0.86102120307841	0.9682034976152624
70	1.5	0.7	0.1	0.6308376090663516	0.9602543720190779
70	1.5	0.7	0.5	0.9429879848389463	0.9682034976152624
70	1.5	0.5	0.1	0.954373644051333	0.9682034976152624
70	1.5	0.5	0.5	0.816960379676176	0.9682034976152624
70	2	0.7	0.1	0.9406323176138173	0.9682034976152624
70	2	0.7	0.5	0.9429879848389463	0.9682034976152624
70	2	0.5	0.1	0.954373644051333	0.9682034976152624
70	2	0.5	0.5	0.816960379676176	0.9682034976152624
80	1.5	0.7	0.1	0.5599199230681998	0.9602543720190779
80	1.5	0.7	0.5	0.9579374263779813	0.9682034976152624
80	1.5	0.5	0.1	0.9843284553212449	0.9682034976152624
80	1.5	0.5	0.5	0.9667344360257358	0.9682034976152624
80	2	0.7	0.1	0.982569053391694	0.9682034976152624
80	2	0.7	0.5	0.9579374263779813	0.9682034976152624
80	2	0.5	0.1	0.9843284553212449	0.9682034976152624
80	2	0.5	0.5	0.9667344360257358	0.9682034976152624
90	1.5	0.7	0.1	0.5657618547986091	0.9602543720190779
90	1.5	0.7	0.5	0.8047105466013647	0.9682034976152624
90	1.5	0.5	0.1	0.9558987242249006	0.9682034976152624
90	1.5	0.5	0.5	0.8245857805440142	0.9682034976152624
90	2	0.7	0.1	0.942767429856812	0.9682034976152624
90	2	0.7	0.5	0.8047105466013647	0.9682034976152624
90	2	0.5	0.1	0.9558987242249006	0.9682034976152624
90	2	0.5	0.5	0.8245857805440142	0.9682034976152624
100	1.5	0.7	0.1	0.5742957919747963	0.9602543720190779
100	1.5	0.7	0.5	0.8587755146389175	0.9682034976152624
100	1.5	0.5	0.1	0.9969209657241885	0.9682034976152624
100	1.5	0.5	0.5	0.8030820379934013	0.9682034976152624
100	2	0.7	0.1	1.0001985679558152	0.9682034976152624
100	2	0.7	0.5	0.8587755146389175	0.9682034976152624
100	2	0.5	0.1	0.9969209657241885	0.9682034976152624
100	2	0.5	0.5	0.8030820379934013	0.9682034976152624
---------
10	1.5	0.7	0.1	0.5732223590167764	0.9428571428571428
10	1.5	0.7	0.5	0.8405867904955963	0.9428571428571428
10	1.5	0.5	0.1	0.959098926215217	0.9571428571428572
10	1.5	0.5	0.5	0.8405867904955963	0.9428571428571428
10	2	0.7	0.1	0.959098926215217	0.9571428571428572
10	2	0.7	0.5	0.8405867904955963	0.9428571428571428
10	2	0.5	0.1	0.959098926215217	0.9571428571428572
10	2	0.5	0.5	0.8405867904955963	0.9428571428571428
20	1.5	0.7	0.1	0.5588902165625851	0.9428571428571428
20	1.5	0.7	0.5	0.8405867904955963	0.9428571428571428
20	1.5	0.5	0.1	0.9424826173631037	0.9571428571428572
20	1.5	0.5	0.5	0.8406664805051258	0.9428571428571428
20	2	0.7	0.1	0.9424826173631037	0.9571428571428572
20	2	0.7	0.5	0.8405867904955963	0.9428571428571428
20	2	0.5	0.1	0.9424826173631037	0.9571428571428572
20	2	0.5	0.5	0.8406664805051258	0.9428571428571428
30	1.5	0.7	0.1	0.5601169883498278	0.9428571428571428
30	1.5	0.7	0.5	0.8484468179932498	0.9571428571428572
30	1.5	0.5	0.1	0.9686869398377118	0.9571428571428572
30	1.5	0.5	0.5	0.8406664805051258	0.9428571428571428
30	2	0.7	0.1	0.9606709317147477	0.9571428571428572
30	2	0.7	0.5	0.8484468179932498	0.9571428571428572
30	2	0.5	0.1	0.9686869398377118	0.9571428571428572
30	2	0.5	0.5	0.8406664805051258	0.9428571428571428
40	1.5	0.7	0.1	0.6028505621093847	0.9428571428571428
40	1.5	0.7	0.5	0.8043108340767717	0.9428571428571428
40	1.5	0.5	0.1	0.962381799278215	0.9571428571428572
40	1.5	0.5	0.5	0.8570011558105861	0.9571428571428572
40	2	0.7	0.1	0.9518437349314521	0.9571428571428572
40	2	0.7	0.5	0.8043108340767717	0.9428571428571428
40	2	0.5	0.1	0.962381799278215	0.9571428571428572
40	2	0.5	0.5	0.8570011558105861	0.9571428571428572
50	1.5	0.7	0.1	0.5733366559449519	0.9428571428571428
50	1.5	0.7	0.5	0.8249650385626518	0.9428571428571428
50	1.5	0.5	0.1	0.9559745758286281	0.9571428571428572
50	1.5	0.5	0.5	0.8249650385626518	0.9428571428571428
50	2	0.7	0.1	0.9559745758286281	0.9571428571428572
50	2	0.7	0.5	0.8249650385626518	0.9428571428571428
50	2	0.5	0.1	0.9559745758286281	0.9571428571428572
50	2	0.5	0.5	0.8249650385626518	0.9428571428571428
60	1.5	0.7	0.1	0.5661437746847653	0.9428571428571428
60	1.5	0.7	0.5	0.8099389002517252	0.9428571428571428
60	1.5	0.5	0.1	0.9756586814862148	0.9571428571428572
60	1.5	0.5	0.5	0.86102120307841	0.9571428571428572
60	2	0.7	0.1	0.9756586814862148	0.9571428571428572
60	2	0.7	0.5	0.8099389002517252	0.9428571428571428
60	2	0.5	0.1	0.9756586814862148	0.9571428571428572
60	2	0.5	0.5	0.86102120307841	0.9571428571428572
70	1.5	0.7	0.1	0.6308376090663516	0.9428571428571428
70	1.5	0.7	0.5	0.9429879848389463	0.9571428571428572
70	1.5	0.5	0.1	0.954373644051333	0.9571428571428572
70	1.5	0.5	0.5	0.816960379676176	0.9428571428571428
70	2	0.7	0.1	0.9406323176138173	0.9571428571428572
70	2	0.7	0.5	0.9429879848389463	0.9571428571428572
70	2	0.5	0.1	0.954373644051333	0.9571428571428572
70	2	0.5	0.5	0.816960379676176	0.9428571428571428
80	1.5	0.7	0.1	0.5599199230681998	0.9428571428571428
80	1.5	0.7	0.5	0.9579374263779813	0.9571428571428572
80	1.5	0.5	0.1	0.9843284553212449	0.9571428571428572
80	1.5	0.5	0.5	0.9667344360257358	0.9571428571428572
80	2	0.7	0.1	0.982569053391694	0.9571428571428572
80	2	0.7	0.5	0.9579374263779813	0.9571428571428572
80	2	0.5	0.1	0.9843284553212449	0.9571428571428572
80	2	0.5	0.5	0.9667344360257358	0.9571428571428572
90	1.5	0.7	0.1	0.5657618547986091	0.9428571428571428
90	1.5	0.7	0.5	0.8047105466013647	0.9428571428571428
90	1.5	0.5	0.1	0.9558987242249006	0.9571428571428572
90	1.5	0.5	0.5	0.8245857805440142	0.9428571428571428
90	2	0.7	0.1	0.942767429856812	0.9571428571428572
90	2	0.7	0.5	0.8047105466013647	0.9428571428571428
90	2	0.5	0.1	0.9558987242249006	0.9571428571428572
90	2	0.5	0.5	0.8245857805440142	0.9428571428571428
100	1.5	0.7	0.1	0.5742957919747963	0.9428571428571428
100	1.5	0.7	0.5	0.8587755146389175	0.9571428571428572
100	1.5	0.5	0.1	0.9969209657241885	0.9571428571428572
100	1.5	0.5	0.5	0.8030820379934013	0.9428571428571428
100	2	0.7	0.1	1.0001985679558152	0.9571428571428572
100	2	0.7	0.5	0.8587755146389175	0.9571428571428572
100	2	0.5	0.1	0.9969209657241885	0.9571428571428572
100	2	0.5	0.5	0.8030820379934013	0.9428571428571428
