K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.2915623347923108	0.9538950715421304
10	1.5	0.7	0.5	0.47290029743270795	0.9602543720190779
10	1.5	0.5	0.1	0.9413039342959367	0.9697933227344993
10	1.5	0.5	0.5	0.9227368755396225	0.9697933227344993
10	2	0.7	0.1	0.9227368755396225	0.9697933227344993
10	2	0.7	0.5	0.9227368755396225	0.9697933227344993
10	2	0.5	0.1	0.9413039342959367	0.9697933227344993
10	2	0.5	0.5	0.9227368755396225	0.9697933227344993
20	1.5	0.7	0.1	0.10002751572918683	0.9538950715421304
20	1.5	0.7	0.5	0.9785376595973914	0.9682034976152624
20	1.5	0.5	0.1	0.9046688890589778	0.9697933227344993
20	1.5	0.5	0.5	0.9196795891226304	0.9697933227344993
20	2	0.7	0.1	0.9355502488834815	0.9697933227344993
20	2	0.7	0.5	0.9184566745558336	0.9697933227344993
20	2	0.5	0.1	0.9046688890589778	0.9697933227344993
20	2	0.5	0.5	0.9196795891226304	0.9697933227344993
30	1.5	0.7	0.1	0.2842927853481857	0.9538950715421304
30	1.5	0.7	0.5	0.9785376595973914	0.9682034976152624
30	1.5	0.5	0.1	0.9046688890589778	0.9697933227344993
30	1.5	0.5	0.5	0.9196795891226304	0.9697933227344993
30	2	0.7	0.1	0.9355502488834815	0.9697933227344993
30	2	0.7	0.5	0.9184566745558336	0.9697933227344993
30	2	0.5	0.1	0.9046688890589778	0.9697933227344993
30	2	0.5	0.5	0.9196795891226304	0.9697933227344993
40	1.5	0.7	0.1	0.29186599152478215	0.9538950715421304
40	1.5	0.7	0.5	0.9819839502283162	0.9682034976152624
40	1.5	0.5	0.1	0.9225943013352614	0.9697933227344993
40	1.5	0.5	0.5	0.9220240045178173	0.9697933227344993
40	2	0.7	0.1	0.9225372716535171	0.9697933227344993
40	2	0.7	0.5	0.9217388561090952	0.9697933227344993
40	2	0.5	0.1	0.9225943013352614	0.9697933227344993
40	2	0.5	0.5	0.9220240045178173	0.9697933227344993
50	1.5	0.7	0.1	0.17819954078931405	0.9538950715421304
50	1.5	0.7	0.5	0.9227368755396225	0.9697933227344993
50	1.5	0.5	0.1	0.9065420002409423	0.9697933227344993
50	1.5	0.5	0.5	0.9220240045178173	0.9697933227344993
50	2	0.7	0.1	0.9065420002409423	0.9697933227344993
50	2	0.7	0.5	0.9217388561090952	0.9697933227344993
50	2	0.5	0.1	0.9065420002409423	0.9697933227344993
50	2	0.5	0.5	0.9220240045178173	0.9697933227344993
60	1.5	0.7	0.1	0.1616568088246884	0.9538950715421304
60	1.5	0.7	0.5	0.9230975809954974	0.9697933227344993
60	1.5	0.5	0.1	0.9168459377201181	0.9697933227344993
60	1.5	0.5	0.5	0.9229822534007619	0.9697933227344993
60	2	0.7	0.1	0.9144895625923165	0.9697933227344993
60	2	0.7	0.5	0.9230804045452177	0.9697933227344993
60	2	0.5	0.1	0.9168459377201181	0.9697933227344993
60	2	0.5	0.5	0.9229822534007619	0.9697933227344993
70	1.5	0.7	0.1	0.18904918659212358	0.9538950715421304
70	1.5	0.7	0.5	0.9230975809954974	0.9697933227344993
70	1.5	0.5	0.1	0.9173916460437518	0.9697933227344993
70	1.5	0.5	0.5	0.9229822534007619	0.9697933227344993
70	2	0.7	0.1	0.9173916460437518	0.9697933227344993
70	2	0.7	0.5	0.9230804045452177	0.9697933227344993
70	2	0.5	0.1	0.9173916460437518	0.9697933227344993
70	2	0.5	0.5	0.9229822534007619	0.9697933227344993
80	1.5	0.7	0.1	0.22148473811344552	0.9538950715421304
80	1.5	0.7	0.5	0.9230975809954974	0.9697933227344993
80	1.5	0.5	0.1	0.9452810806623176	0.9697933227344993
80	1.5	0.5	0.5	0.9093738017999458	0.9697933227344993
80	2	0.7	0.1	0.9444592704066992	0.9697933227344993
80	2	0.7	0.5	0.9230804045452177	0.9697933227344993
80	2	0.5	0.1	0.9452810806623176	0.9697933227344993
80	2	0.5	0.5	0.9093738017999458	0.9697933227344993
90	1.5	0.7	0.1	0.21765146035442434	0.9538950715421304
90	1.5	0.7	0.5	0.9105086018881217	0.9697933227344993
90	1.5	0.5	0.1	0.921073164838738	0.9697933227344993
90	1.5	0.5	0.5	0.9144183220352002	0.9697933227344993
90	2	0.7	0.1	0.9204076805583842	0.9697933227344993
90	2	0.7	0.5	0.9110909006334312	0.9697933227344993
90	2	0.5	0.1	0.921073164838738	0.9697933227344993
90	2	0.5	0.5	0.9144183220352002	0.9697933227344993
100	1.5	0.7	0.1	0.15950534665791122	0.9538950715421304
100	1.5	0.7	0.5	0.9105086018881217	0.9697933227344993
100	1.5	0.5	0.1	0.9440568259657193	0.9697933227344993
100	1.5	0.5	0.5	0.9144183220352002	0.9697933227344993
100	2	0.7	0.1	0.9316909823163214	0.9697933227344993
100	2	0.7	0.5	0.9110909006334312	0.9697933227344993
100	2	0.5	0.1	0.9440568259657193	0.9697933227344993
100	2	0.5	0.5	0.9144183220352002	0.9697933227344993
---------
10	1.5	0.7	0.1	0.2915623347923108	0.9285714285714286
10	1.5	0.7	0.5	0.47290029743270795	0.9285714285714286
10	1.5	0.5	0.1	0.9413039342959367	0.9285714285714286
10	1.5	0.5	0.5	0.9227368755396225	0.9285714285714286
10	2	0.7	0.1	0.9227368755396225	0.9285714285714286
10	2	0.7	0.5	0.9227368755396225	0.9285714285714286
10	2	0.5	0.1	0.9413039342959367	0.9285714285714286
10	2	0.5	0.5	0.9227368755396225	0.9285714285714286
20	1.5	0.7	0.1	0.10002751572918683	0.9285714285714286
20	1.5	0.7	0.5	0.9785376595973914	0.9285714285714286
20	1.5	0.5	0.1	0.9046688890589778	0.9285714285714286
20	1.5	0.5	0.5	0.9196795891226304	0.9285714285714286
20	2	0.7	0.1	0.9355502488834815	0.9285714285714286
