K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.6939898378305351	0.9666136724960255
10	1.5	0.7	0.5	0.9276355742997359	0.9697933227344993
10	1.5	0.5	0.1	0.9154889472353157	0.9697933227344993
10	1.5	0.5	0.5	0.9276355742997359	0.9697933227344993
10	2	0.7	0.1	0.9154889472353157	0.9697933227344993
10	2	0.7	0.5	0.9276355742997359	0.9697933227344993
10	2	0.5	0.1	0.9154889472353157	0.9697933227344993
10	2	0.5	0.5	0.9276355742997359	0.9697933227344993
20	1.5	0.7	0.1	0.7442657727814699	0.9666136724960255
20	1.5	0.7	0.5	0.9276355742997359	0.9697933227344993
20	1.5	0.5	0.1	0.9068731001353004	0.9697933227344993
20	1.5	0.5	0.5	0.9276355742997359	0.9697933227344993
20	2	0.7	0.1	0.9191329353546418	0.9697933227344993
20	2	0.7	0.5	0.9276355742997359	0.9697933227344993
20	2	0.5	0.1	0.9068731001353004	0.9697933227344993
20	2	0.5	0.5	0.9276355742997359	0.9697933227344993
30	1.5	0.7	0.1	0.6662328179242745	0.9666136724960255
30	1.5	0.7	0.5	0.9276355742997359	0.9697933227344993
30	1.5	0.5	0.1	0.9351038972950059	0.9697933227344993
30	1.5	0.5	0.5	0.9276355742997359	0.9697933227344993
30	2	0.7	0.1	0.9380912264931139	0.9697933227344993
30	2	0.7	0.5	0.9276355742997359	0.9697933227344993
30	2	0.5	0.1	0.9351038972950059	0.9697933227344993
30	2	0.5	0.5	0.9276355742997359	0.9697933227344993
40	1.5	0.7	0.1	0.6792485859703654	0.9666136724960255
40	1.5	0.7	0.5	0.9294557257553999	0.9697933227344993
40	1.5	0.5	0.1	0.9077243964282621	0.9697933227344993
40	1.5	0.5	0.5	0.928935682482353	0.9697933227344993
40	2	0.7	0.1	0.9090981215303207	0.9697933227344993
40	2	0.7	0.5	0.9294557257553999	0.9697933227344993
40	2	0.5	0.1	0.9077243964282621	0.9697933227344993
40	2	0.5	0.5	0.928935682482353	0.9697933227344993
50	1.5	0.7	0.1	0.679486868393972	0.9666136724960255
50	1.5	0.7	0.5	0.9287729038171192	0.9697933227344993
50	1.5	0.5	0.1	0.9067772303238255	0.9697933227344993
50	1.5	0.5	0.5	0.9284479525264382	0.9697933227344993
50	2	0.7	0.1	0.9067772303238255	0.9697933227344993
50	2	0.7	0.5	0.9287729038171192	0.9697933227344993
50	2	0.5	0.1	0.9067772303238255	0.9697933227344993
50	2	0.5	0.5	0.9284479525264382	0.9697933227344993
60	1.5	0.7	0.1	0.6874427913844996	0.9666136724960255
60	1.5	0.7	0.5	0.9229283134410483	0.9697933227344993
60	1.5	0.5	0.1	0.9360623087321636	0.9697933227344993
60	1.5	0.5	0.5	0.924273245114959	0.9697933227344993
60	2	0.7	0.1	0.9394330025051346	0.9697933227344993
60	2	0.7	0.5	0.9229283134410483	0.9697933227344993
60	2	0.5	0.1	0.9360623087321636	0.9697933227344993
60	2	0.5	0.5	0.924273245114959	0.9697933227344993
70	1.5	0.7	0.1	0.6722483396432709	0.9666136724960255
70	1.5	0.7	0.5	0.9229283134410483	0.9697933227344993
70	1.5	0.5	0.1	0.9062696623458473	0.9697933227344993
70	1.5	0.5	0.5	0.924273245114959	0.9697933227344993
70	2	0.7	0.1	0.9062696623458473	0.9697933227344993
70	2	0.7	0.5	0.9229283134410483	0.9697933227344993
70	2	0.5	0.1	0.9062696623458473	0.9697933227344993
70	2	0.5	0.5	0.924273245114959	0.9697933227344993
80	1.5	0.7	0.1	0.7515369727081757	0.9666136724960255
80	1.5	0.7	0.5	0.9229283134410483	0.9697933227344993
80	1.5	0.5	0.1	0.9099070330761156	0.9697933227344993
80	1.5	0.5	0.5	0.924273245114959	0.9697933227344993
80	2	0.7	0.1	0.9099070330761156	0.9697933227344993
80	2	0.7	0.5	0.9229283134410483	0.9697933227344993
80	2	0.5	0.1	0.9099070330761156	0.9697933227344993
80	2	0.5	0.5	0.924273245114959	0.9697933227344993
90	1.5	0.7	0.1	0.7455834111506869	0.9666136724960255
90	1.5	0.7	0.5	0.9229283134410483	0.9697933227344993
90	1.5	0.5	0.1	0.9205852729657774	0.9697933227344993
90	1.5	0.5	0.5	0.924273245114959	0.9697933227344993
90	2	0.7	0.1	0.9177651524321939	0.9697933227344993
90	2	0.7	0.5	0.9229283134410483	0.9697933227344993
90	2	0.5	0.1	0.9205852729657774	0.9697933227344993
