[1.44, 1.98, 1.08]	[-1.62, 1.93, 1.87]	[0.4, -1.57, 2.36]	[-0.28, 0.85, 0.96]	[-0.5, -1.22, -2.26]
[-0.76, 2.11, 1.22]	[-1.05, -0.59, -0.06]	[-2.36, -2.15, -1.27]	[1.7, 1.6, -0.67]	[0.02, 2.14, 0.55]
[0.13, -2.44, -1.55]	[-0.95, -1.52, 1.36]	[-0.67, 1.62, 1.74]	[1.99, 2.12, 2.14]	[1.39, -1.95, -0.15]
[-0.39, -2.45, -0.5]	[-1.9, -1.65, 1.18]	[-2.05, 0.34, -0.67]	[-0.88, 2.36, 2.03]	[2.43, 0.94, -1.69]
[-1.42, -0.44, -1.71]	[0.9, 0.1, 2.4]	[-2.28, -1.57, 0.74]	[-2.27, -0.12, 1.34]	[1.45, -2.32, -0.13]
[-1.14, -1.2, 1.59]	[1.45, -0.57, -2.09]	[1.6, 0.34, 0.84]	[0.26, -1.56, -1.73]	[2.01, 1.93, -1.3]
[-1.69, -1.73, 0.63]	[-1.76, -2.06, -1.98]	[0.51, 1.28, 0.18]	[0.01, -1.6, 0.71]	[-1.38, -0.24, 1.93]
[0.83, -1.17, 0.16]	[-0.41, 2.35, -2.2]	[2.02, -1.79, -0.99]	[1.72, -1.66, -1.31]	[2.46, -0.18, 2.05]
[-0.69, 0.02, -0.32]	[-2.12, -2.06, -2.42]	[0.74, 0.33, -1.95]	[0.75, 1.57, -1.37]	[-1.59, -1.52, -0.04]
[-0.92, 2.08, 0.4]	[-2.17, -1.01, 0.78]	[-0.19, 0.14, -2.26]	[0.12, -1.31, -0.67]	[0.73, 0.98, 2.5]
