[2.38, 1.27, -1.73]	[0.72, 0.68, 1.96]	[2.21, -1.11, -1.27]	[1.43, -0.61, -1.4]	[2.5, -1.74, -0.31]
[2.24, 1.48, 1.18]	[-1.5, 0.81, 2.04]	[-0.85, -1.86, 1.43]	[-2.36, -0.32, 0.82]	[-0.46, -1.03, 1.65]
[-2.37, -0.44, -0.33]	[1.67, 1.91, -1.81]	[1.28, -0.72, 0.2]	[-0.07, -0.97, 1.32]	[-1.35, -0.73, 1.81]
[1.95, -0.81, 0.9]	[-0.42, 1.01, 1.31]	[1.92, -0.19, -1.61]	[-1.79, -0.64, -1.2]	[2.16, -2.04, -1.71]
[-1.83, -2.23, -1.02]	[-1.29, -2.24, -1.37]	[2.28, 1.83, -0.14]	[-0.26, -2.23, -1.33]	[1.14, -1.27, 0.33]
[0.79, 0.5, 2.05]	[-1.76, -0.79, -0.91]	[1.85, -1.81, -0.72]	[-0.95, 0.67, -1.17]	[-0.83, -1.48, 0.86]
[0.29, -0.98, 1.14]	[-0.38, 1.81, -1.18]	[-0.28, 1.07, 0.49]	[0.67, -0.64, 0.56]	[-1.73, -0.58, 1.69]
[-0.32, -1.73, 0.09]	[0.37, 0.23, -0.68]	[-1.58, -2.06, 0.6]	[0.39, 0.04, -2.19]	[0.35, -0.36, -1.34]
[-2.49, -2.25, 0.68]	[-0.23, 1.95, -1.66]	[-0.33, -0.07, 2.25]	[1.74, 2.29, -2.44]	[0.3, 1.88, 0.37]
[-1.54, 1.21, -0.14]	[-1.38, 0.69, 1.82]	[1.56, -2.03, -0.6]	[-0.17, 2.12, 2.46]	[-1.91, -1.1, 1.31]
