[1.95, -1.61, 0.11]	[-0.43, -2.07, 2.19]	[2.12, -0.39, -0.11]	[0.85, -1.27, 1.35]	[-0.16, -1.83, 2.1]
[1.08, 1.03, 2.02]	[-1.61, 0.81, 1.16]	[0.12, 0.03, -1.51]	[-1.68, -0.69, 2.15]	[-2.28, -0.15, -1.89]
[1.68, 1.22, 1.37]	[1.68, 0.09, 2.13]	[-0.94, -1.18, -2.33]	[-0.44, -0.08, 0.37]	[2.38, -0.09, -0.96]
[-0.83, -1.27, -0.03]	[0.14, 1.24, 0.24]	[2.06, -0.95, 2.37]	[-2.23, 1.34, -0.38]	[2.43, 0.39, -2.01]
[1.94, 1.18, -0.04]	[-0.41, 2.42, 1.47]	[2.0, 2.15, -1.08]	[0.28, 2.12, -1.31]	[-1.78, -0.6, -0.97]
[-1.08, 0.73, -1.03]	[0.64, 1.34, -2.11]	[-1.95, -1.73, -1.01]	[-0.85, 0.9, 0.72]	[-0.53, 0.22, -2.15]
[-2.27, -0.27, 0.8]	[0.0, -0.12, 1.37]	[-0.88, -1.81, -1.43]	[1.09, -0.1, 0.08]	[0.03, -1.57, 2.38]
[-1.22, -0.82, 1.22]	[1.42, -0.51, 0.04]	[0.15, 1.72, 0.32]	[-0.5, 1.6, -0.19]	[-0.94, 1.17, 0.58]
[-1.51, 1.3, 0.51]	[1.41, 1.87, 1.84]	[1.09, 0.48, -2.43]	[-1.3, -1.4, -2.25]	[0.49, 1.18, 1.6]
[0.82, 2.09, 2.4]	[0.24, 2.39, 2.13]	[0.48, 2.13, -2.47]	[-1.54, -2.19, -0.66]	[0.38, 2.14, 1.48]
