[-2.19, -0.77, 0.3]	[1.3, 0.57, 2.48]	[2.15, 2.1, 1.73]	[2.26, -1.35, 1.38]	[1.55, -0.04, -0.49]
[-0.34, 0.8, 1.18]	[1.37, -2.34, 2.33]	[-0.77, -0.04, -0.44]	[-0.49, 2.45, 0.83]	[1.69, 0.95, 0.43]
[-0.55, 1.8, -0.97]	[2.5, -1.81, -1.32]	[-0.12, -0.91, 1.87]	[2.39, -1.45, -0.08]	[0.5, -1.92, 1.59]
[-0.37, -2.02, -1.87]	[-1.61, 0.9, -0.54]	[1.52, -1.87, -0.18]	[2.04, 2.42, -1.07]	[-2.37, 1.77, 0.31]
[-0.07, -0.87, 0.07]	[-1.76, -1.05, 1.48]	[-2.22, -1.46, 0.81]	[1.56, -2.13, -1.8]	[1.56, -1.69, -2.27]
[-0.88, 1.84, -1.71]	[2.09, 1.78, -1.44]	[1.19, 0.24, -1.4]	[1.34, -2.34, 2.38]	[2.24, -0.29, 1.69]
[1.03, 2.31, 0.09]	[1.88, -0.29, -0.83]	[0.95, 0.95, 1.67]	[-1.75, 1.39, 0.29]	[0.98, 1.33, 0.68]
[-2.04, -0.82, -1.91]	[2.09, -1.94, 2.11]	[-0.81, 2.43, -0.68]	[2.49, -1.58, -2.22]	[-1.59, -1.25, -0.99]
[-1.94, -2.46, -0.46]	[1.56, 0.05, -0.68]	[-2.03, -0.19, 1.35]	[0.56, -0.03, -0.99]	[-2.33, 0.81, 0.19]
[1.05, -2.5, -1.25]	[-0.69, -1.96, 1.3]	[0.53, 1.36, 1.08]	[-0.12, 2.25, 1.33]	[-1.06, 0.82, -1.42]
