[-0.86, -0.51, 1.86]	[-0.52, 0.88, -2.48]	[0.8, 0.55, -1.69]	[2.12, 0.1, -2.1]	[1.99, -0.92, 1.02]
[1.97, -2.26, -1.53]	[-1.02, -0.49, 0.67]	[-1.1, 2.39, -2.34]	[-0.34, -1.04, -0.05]	[2.31, -1.9, 1.73]
[-1.7, -0.25, -2.31]	[0.7, -0.53, 2.16]	[2.4, 1.72, -0.59]	[1.85, 0.22, -1.57]	[1.3, -0.29, 0.56]
[-0.36, -0.14, -0.35]	[2.15, 1.5, 0.32]	[0.21, 0.05, 1.23]	[1.12, 1.34, 0.75]	[-1.01, 1.31, -1.89]
[1.86, -0.24, -2.13]	[0.93, -0.39, 1.93]	[-0.56, -1.36, 1.09]	[-1.99, -2.31, -2.49]	[1.59, 2.08, 1.75]
[0.59, 0.4, 0.09]	[1.74, 2.01, -0.68]	[2.46, 1.4, 0.45]	[1.57, -1.6, -1.12]	[1.64, -1.69, -1.07]
[2.39, 2.24, -0.37]	[-0.64, -0.6, 1.64]	[-0.94, -1.87, 0.79]	[1.96, -1.17, -0.85]	[-2.23, 1.74, 1.22]
[-0.31, -0.11, 1.05]	[1.58, 2.08, -1.5]	[0.59, -0.36, 0.79]	[0.2, -1.48, 0.73]	[-2.43, -0.16, -1.72]
[-1.18, -2.44, 2.21]	[0.87, 1.88, 1.03]	[0.2, 1.08, -0.37]	[-2.21, 1.07, 0.72]	[0.06, 1.77, -0.31]
[1.77, 0.55, 2.44]	[-2.13, -2.02, -0.13]	[2.34, -1.21, 2.34]	[-1.14, 1.93, 0.47]	[-0.68, 0.62, -1.05]
