[-1.67, 0.34, 1.02]	[-2.22, 0.46, 0.11]	[1.44, -1.08, 1.8]	[-2.05, 2.3, -1.33]	[1.76, -1.18, 1.57]
[-0.25, -0.43, -0.08]	[-1.7, 0.35, 1.73]	[-0.77, -1.18, 0.93]	[-1.25, 2.41, -0.73]	[-2.09, -1.2, 2.0]
[-1.42, -0.57, -1.76]	[-0.31, 1.02, -0.65]	[-1.34, -1.2, 2.01]	[-1.74, -0.37, -0.46]	[-1.66, -0.88, 1.66]
[-2.16, 2.28, -2.0]	[0.84, 2.44, 0.37]	[1.27, -1.04, 1.34]	[1.35, 0.68, -0.3]	[-0.27, 1.61, -2.26]
[-0.81, -0.77, -2.09]	[1.77, -1.38, -0.24]	[-0.79, 1.91, 0.39]	[1.71, -2.38, 2.35]	[0.96, 1.89, 0.57]
[0.87, 0.36, 0.13]	[1.6, 1.41, 0.56]	[-2.11, -0.77, 1.63]	[-1.58, 0.17, 1.47]	[2.27, -0.23, -2.2]
[-1.99, 1.6, -2.4]	[1.41, -1.14, 0.92]	[0.68, 2.18, 1.57]	[-1.33, 2.21, -1.14]	[2.16, -0.27, 0.85]
[1.42, 0.65, -0.14]	[-2.23, -0.67, -1.61]	[1.94, 0.19, 0.46]	[2.25, 0.16, -0.27]	[2.48, -2.02, 0.04]
[-0.44, 1.33, 0.36]	[-2.1, 1.57, 1.26]	[-1.03, -0.12, -0.69]	[0.42, -2.5, 1.77]	[-2.19, 2.17, 0.27]
[1.48, -1.94, 1.28]	[-1.34, 1.59, 0.97]	[0.24, 2.38, 0.43]	[2.17, 1.16, -0.28]	[1.05, 1.41, 0.7]
