[-0.55, 1.09, 0.83]	[1.6, 0.65, -1.37]	[2.37, 2.18, 1.65]	[-1.26, 1.65, -2.3]	[1.76, -1.02, 1.67]
[1.13, -0.43, 1.03]	[0.43, -0.83, 0.74]	[-1.99, -0.89, 0.37]	[1.04, -0.51, -1.37]	[-0.71, 0.25, -1.29]
[1.08, 1.03, -2.28]	[-1.31, -0.83, 0.05]	[-0.17, 0.4, -0.52]	[-0.93, -0.04, 0.16]	[1.34, 0.94, -2.06]
[1.19, -0.32, -0.38]	[2.02, -1.74, 1.99]	[1.0, 2.31, -1.96]	[-1.09, -0.43, -1.26]	[2.07, -0.64, -1.12]
[-1.36, -1.22, 0.8]	[-1.89, 2.07, 0.81]	[0.17, 1.4, 2.21]	[0.79, -2.08, 1.66]	[-1.66, 2.08, 1.03]
[1.41, 1.02, 2.08]	[0.29, 1.95, -1.25]	[-1.09, 1.76, -1.67]	[-1.5, -1.98, -0.44]	[0.12, 0.03, -0.24]
[0.37, -1.11, 1.09]	[-0.69, -0.11, -0.2]	[-1.07, 0.51, 1.15]	[0.6, -0.33, 1.07]	[1.1, 2.05, -0.96]
[2.14, 1.31, -0.01]	[1.79, 1.47, -0.49]	[1.1, 2.49, 0.81]	[1.25, -2.46, 1.32]	[2.26, -1.41, 0.09]
[-2.5, -1.62, 0.23]	[-0.19, 2.22, 0.4]	[1.47, -2.33, -1.63]	[0.34, 0.51, -0.19]	[2.47, -1.83, 0.17]
[-1.85, -2.18, 0.02]	[-0.68, -1.06, 2.49]	[1.12, -0.69, 0.62]	[-2.2, -2.03, 1.1]	[1.03, 1.16, 1.29]
