[1.41, -0.3, -1.72]	[0.93, -0.85, -0.49]	[0.81, -0.13, -1.96]	[-1.53, 1.15, -2.18]	[2.28, -0.26, -1.64]
[1.9, 0.49, -1.18]	[2.45, 1.48, 0.18]	[-2.46, -1.04, -0.3]	[2.5, 0.8, -1.31]	[1.82, 1.25, -1.91]
[-1.77, -0.18, -0.63]	[-2.16, 1.27, 1.52]	[1.57, -1.82, -0.2]	[1.77, 1.63, -1.15]	[-1.1, -1.72, 2.26]
[-1.25, -1.71, -1.5]	[1.57, -0.74, -1.89]	[-2.16, -2.09, 1.34]	[-1.71, -1.98, 0.35]	[-0.37, -1.46, -0.92]
[0.51, -1.35, 0.94]	[-2.26, 1.99, 0.19]	[-0.57, -0.67, -2.07]	[-2.3, -1.27, 0.76]	[-0.67, 0.13, 1.07]
[-0.17, 0.87, -0.72]	[-0.78, -2.38, 2.0]	[-1.13, 0.06, -1.34]	[2.15, -1.18, 1.43]	[-0.65, -0.26, 1.18]
[1.86, -2.5, -1.28]	[0.76, 2.22, -0.3]	[-1.89, -1.92, 2.28]	[1.88, -1.75, 0.98]	[1.59, 1.88, -0.63]
[2.02, -0.84, 0.88]	[1.71, -2.47, -0.39]	[1.0, 2.42, 0.23]	[0.46, 0.35, -0.52]	[-0.77, 0.77, 1.97]
[1.28, -1.37, -1.62]	[-1.5, -1.68, 1.51]	[0.34, 0.38, 1.43]	[2.28, -0.23, -1.77]	[2.39, -0.58, 0.73]
[1.46, 1.31, 0.13]	[-2.3, -0.62, 2.46]	[0.79, -1.48, 1.59]	[1.79, 1.67, 2.49]	[-0.35, -1.99, -1.89]
