[-1.21, -1.14, 0.44]	[-0.42, -2.08, -1.01]	[0.46, 2.05, 1.53]	[0.46, 0.47, -1.83]	[-0.67, 0.16, 1.03]
[-0.84, -1.82, 0.8]	[-0.69, 0.59, 2.17]	[1.18, 0.7, -0.04]	[0.32, -1.16, -0.15]	[0.12, -1.04, -0.82]
[-2.41, 1.61, 0.0]	[-0.06, -1.75, -0.83]	[-1.21, 0.3, 1.04]	[1.05, -2.0, -0.34]	[-0.52, 1.67, -1.93]
[-1.54, -0.89, 2.26]	[0.69, 1.78, 0.41]	[-1.12, 2.06, -0.01]	[-1.46, -1.25, -1.82]	[2.35, -0.14, 0.28]
[1.88, 1.91, -0.61]	[0.09, -1.03, -1.26]	[-0.78, 2.49, 0.61]	[2.41, 0.6, 1.65]	[0.14, 1.78, -0.1]
[-1.17, -1.69, 2.26]	[-1.27, -1.02, 0.01]	[0.96, -0.68, -1.77]	[-1.87, -1.93, -0.26]	[1.64, 1.48, -0.79]
[-0.94, 0.17, 0.98]	[-0.67, -0.54, 0.23]	[0.93, -0.69, -0.7]	[-1.69, 0.95, 0.92]	[-1.41, 1.69, -1.15]
[2.05, 1.42, -1.83]	[-1.55, 1.25, -0.59]	[0.07, -2.3, 0.71]	[-0.33, 2.01, -1.27]	[-1.71, 1.07, 2.22]
[2.06, -0.14, 0.87]	[0.11, 0.6, -1.81]	[1.98, 1.58, -2.27]	[1.35, -1.24, -0.14]	[-0.07, -0.13, 1.36]
[0.03, 0.71, -0.24]	[2.25, -2.04, 2.46]	[-1.88, 0.63, -2.34]	[-0.53, -2.01, 1.69]	[1.81, 0.98, -1.49]
