[-0.88, -1.89, -0.18]	[1.98, 1.51, 1.59]	[-0.63, -1.94, -1.86]	[0.02, 0.39, 2.23]	[-0.79, 2.07, -0.66]
[-1.01, -0.74, 2.18]	[-2.38, 2.11, -1.12]	[-1.66, 1.63, -2.2]	[-2.0, 0.53, 1.6]	[2.41, -0.63, -1.29]
[2.47, -2.13, -2.5]	[-0.99, 1.36, 1.42]	[-2.1, -0.63, -1.22]	[0.07, 0.58, -2.39]	[1.75, 2.38, -0.3]
[-0.71, -2.03, -0.48]	[1.36, -0.63, -1.65]	[-1.76, 1.14, 1.55]	[-0.92, -0.42, -1.68]	[0.43, -0.33, 2.47]
[1.19, 0.77, 1.36]	[1.78, 2.3, 0.04]	[-2.26, -2.03, 0.69]	[-0.76, 0.79, -0.26]	[0.88, 0.97, -0.55]
[2.5, 1.18, 2.35]	[-1.2, 1.88, 1.54]	[1.26, -0.85, 0.65]	[1.25, -1.61, 0.29]	[0.53, 0.71, -2.45]
[-2.34, 0.47, -1.47]	[1.54, 0.15, 1.15]	[2.23, 2.38, 1.67]	[-2.32, -0.39, 0.82]	[-0.66, 0.92, 1.1]
[1.03, 0.1, 0.32]	[-0.47, 2.48, 0.36]	[0.86, -2.41, 0.01]	[0.93, -0.89, -0.54]	[1.37, -1.42, 0.24]
[-0.2, 0.21, -1.83]	[-0.26, 2.18, 1.33]	[1.81, -1.96, 1.54]	[-1.56, 0.75, -0.19]	[0.76, 0.05, -1.38]
[1.93, 1.4, -2.47]	[-0.38, -1.62, -1.41]	[1.91, 2.15, 1.5]	[2.43, 0.39, -1.78]	[-1.81, -0.27, 0.75]
