[2.39, 1.63, 1.01]	[0.14, 0.73, 0.13]	[-1.35, -2.21, -2.3]	[-1.22, 2.13, -2.12]	[-0.87, 0.57, -2.36]
[-1.1, 2.5, 0.46]	[1.97, 1.57, -1.28]	[-2.3, 1.57, -0.25]	[1.54, 0.55, -2.06]	[0.58, -0.13, 1.62]
[1.56, -0.9, 0.07]	[-0.84, 2.48, 0.13]	[0.22, -1.43, -0.94]	[-1.99, -1.86, -1.92]	[0.41, -2.09, -2.46]
[1.63, -1.52, 2.39]	[-0.59, -2.12, -1.19]	[2.49, 1.55, -1.39]	[-0.3, -1.52, 1.84]	[0.75, 0.67, -0.87]
[1.71, 0.91, -2.2]	[-0.73, -0.94, 2.0]	[-1.34, 0.0, -0.69]	[1.8, 1.74, 0.52]	[-0.6, -1.39, -2.03]
[-1.11, -1.69, 1.78]	[1.51, -0.24, -0.25]	[-1.29, 2.24, 1.52]	[-1.87, 1.06, -1.27]	[-0.61, -1.37, 1.66]
[1.27, -0.69, -0.37]	[-1.78, -0.4, 0.19]	[-0.09, 1.73, 2.34]	[-1.81, 1.68, 0.94]	[-2.35, 2.18, -2.38]
[0.34, 1.86, -0.58]	[-0.35, 1.61, 1.46]	[0.49, 0.26, 0.58]	[-2.14, 1.35, 1.87]	[0.94, -0.81, -1.62]
[1.95, 2.21, -1.28]	[1.23, 2.31, 1.55]	[0.87, -0.05, 1.65]	[1.17, 0.03, 0.44]	[0.21, 1.53, -1.2]
[-2.41, 1.09, -2.04]	[2.21, 1.0, -1.78]	[-0.6, -1.77, -0.84]	[-1.31, -2.06, -1.71]	[-0.35, -0.24, -2.07]
