[-1.25, 1.18, -2.26]	[-1.91, 1.29, -2.32]	[1.35, 0.14, 2.38]	[-1.39, -0.36, -1.92]	[-1.07, 2.07, -2.07]	[0.43, -0.91, -1.67]	[1.41, 1.5, -2.46]	[-2.01, 1.41, 0.41]	[0.4, 0.35, -0.53]
[-0.25, 2.48, 2.49]	[-0.17, 2.46, -1.15]	[2.15, -0.35, 0.57]	[2.27, -0.19, -0.04]	[-0.26, -2.11, 1.23]	[-1.13, 1.65, 0.81]	[2.43, -0.8, -1.34]	[-0.31, 0.18, 0.24]	[-2.45, 0.58, 1.38]
[-1.74, 2.21, 2.37]	[1.21, -0.79, 1.03]	[-1.15, 2.34, -2.1]	[-1.27, 0.68, -1.86]	[2.5, -1.91, 1.09]	[-1.84, 0.04, -1.16]	[2.48, -0.93, 1.27]	[0.79, 1.31, 0.52]	[2.42, 2.31, 1.06]
[-1.5, -2.17, 0.25]	[1.02, -2.24, 2.11]	[1.03, -0.07, 1.92]	[0.87, -1.48, 2.33]	[-1.24, 0.56, -0.34]	[1.01, -0.2, -0.91]	[1.31, -1.74, 0.92]	[0.16, -0.19, 1.58]	[-1.83, 0.8, 1.34]
[-2.4, 0.8, 1.14]	[0.14, 0.87, -1.72]	[1.35, 2.38, 0.48]	[0.33, 1.34, 1.9]	[-0.54, -0.2, 1.97]	[1.42, 0.88, -0.64]	[-1.84, 0.06, -0.59]	[-1.61, 0.59, -2.34]	[-1.77, 0.61, -1.29]
[-0.32, -0.84, 0.07]	[-1.76, -2.44, 0.27]	[-2.4, 1.81, -2.4]	[1.95, 1.1, 1.99]	[0.93, -1.08, 0.46]	[-2.01, -0.04, 2.44]	[0.47, 0.8, -1.71]	[0.91, 1.82, 0.35]	[-0.6, -0.33, 1.41]
[-0.24, 0.66, 2.15]	[-2.23, 0.23, 0.61]	[-0.86, 0.85, 0.59]	[-0.51, -0.54, 2.29]	[1.77, -1.34, -0.45]	[-0.44, 0.85, 1.39]	[-1.75, -0.68, 0.41]	[0.86, 1.57, 0.11]	[-0.27, 1.83, -1.03]
[2.38, 0.24, 1.48]	[-0.59, 1.55, -1.5]	[1.03, 0.72, 2.21]	[-0.78, 2.44, -0.06]	[1.5, -1.5, 0.24]	[1.17, -1.78, 0.39]	[2.41, 1.6, -0.12]	[-0.1, 0.67, 2.41]	[-0.12, 0.76, 1.92]
[-1.01, -2.07, 0.39]	[1.58, 0.79, -0.02]	[-0.58, 0.27, -1.15]	[0.36, -2.35, -1.44]	[-0.37, 1.0, -1.04]	[1.88, -1.67, -1.85]	[1.03, -0.11, -2.39]	[-1.09, 1.69, 0.54]	[-1.48, -1.99, -0.89]
[1.74, -0.83, 1.13]	[-0.97, -0.93, -1.23]	[-0.91, -1.6, -1.47]	[0.75, -2.44, 0.96]	[-0.31, 0.73, 1.1]	[-0.12, 1.18, -0.96]	[2.28, 2.4, 1.14]	[-0.54, -1.16, 1.82]	[-0.36, 2.14, 1.06]
