[-0.86, 0.88, 1.54]	[-2.17, -0.86, -0.08]	[-1.13, 2.3, -2.34]	[-0.06, -0.3, -0.39]	[0.61, -0.86, 1.02]	[-0.09, -0.07, 2.31]	[0.36, -1.8, 0.19]	[-2.31, 1.43, 1.57]	[-1.69, -0.6, -1.05]
[-2.45, 2.11, -1.89]	[1.07, 0.24, 1.07]	[-1.89, -1.91, 2.12]	[0.08, 1.49, 2.25]	[1.71, -1.78, 0.98]	[1.28, -1.68, 2.38]	[1.9, 1.91, -2.48]	[-0.77, -2.19, 1.41]	[-1.54, -1.28, 2.11]
[-0.72, -1.24, -1.38]	[-1.24, 1.98, 1.05]	[1.45, -1.03, -0.66]	[0.43, 1.16, -1.14]	[-0.18, 1.49, 2.47]	[0.03, 1.02, 0.03]	[-2.05, -0.94, -1.16]	[1.59, -0.96, 0.95]	[-1.19, -2.0, 0.72]
[-0.81, -2.07, 0.81]	[-0.67, 0.52, 2.14]	[-0.97, -2.4, -0.38]	[1.68, 0.11, 1.66]	[-1.12, 0.31, 1.97]	[-2.26, 1.27, -1.72]	[-0.45, -0.61, 1.05]	[0.02, -1.33, -1.09]	[-1.73, 1.9, -0.69]
[-0.67, -2.03, -1.85]	[-2.48, 1.34, -1.45]	[-0.16, 1.04, -1.29]	[2.16, -1.8, 1.04]	[-0.55, -0.63, -0.13]	[1.15, -0.18, 1.21]	[0.87, -1.05, 1.85]	[1.97, -0.84, 2.5]	[-1.19, -0.06, 0.43]
[0.25, -1.01, 1.17]	[1.03, 2.1, -1.02]	[0.38, 0.76, -0.77]	[-0.81, 2.13, -1.93]	[-1.13, -1.74, 1.09]	[0.17, -2.38, -2.5]	[2.38, -0.4, 1.87]	[2.19, -2.32, 1.29]	[1.65, -2.29, -1.13]
[-0.12, -0.3, -0.12]	[-1.94, -1.73, 0.76]	[-2.02, 0.65, 0.02]	[-1.02, 2.46, -1.73]	[-0.02, -1.23, 1.47]	[-1.86, 0.51, 1.49]	[-2.16, -1.52, 1.89]	[-0.17, 0.31, 2.12]	[0.68, -0.77, -2.43]
[1.17, -0.49, 0.68]	[-1.84, 1.7, -0.57]	[1.05, -1.89, 1.28]	[-1.07, -0.35, 1.3]	[-1.84, 1.27, 0.33]	[2.41, 1.73, 0.74]	[-0.86, -0.41, 1.57]	[-0.39, -1.37, -2.01]	[-2.48, -0.5, 0.98]
[2.39, 2.18, -0.53]	[-0.67, -1.32, -2.15]	[-2.32, -0.69, 1.24]	[-1.39, -1.38, -0.69]	[0.78, -1.52, -1.87]	[0.84, -2.1, 1.58]	[0.96, -1.7, -0.63]	[-1.46, -0.04, 0.03]	[-2.01, -0.98, 0.97]
[-0.48, 2.25, 0.16]	[2.21, -0.33, -1.56]	[0.37, 0.31, -2.39]	[2.3, 2.0, 1.78]	[0.74, 1.07, -1.94]	[-1.66, -1.36, -1.81]	[0.4, 0.62, 1.32]	[1.92, 0.86, 0.03]	[0.06, 1.58, -1.94]
