[2.26, -0.96, -1.02]	[1.17, 1.5, 0.74]	[2.41, 2.17, -0.53]	[-1.99, 0.25, -0.47]	[-2.29, 1.19, 0.97]	[0.68, 1.82, -0.1]	[-0.54, 1.98, -2.34]	[1.19, 0.76, 1.18]	[0.61, 2.21, 2.49]
[-2.29, 2.33, -2.46]	[-1.23, -1.41, 0.6]	[1.96, 0.55, 0.48]	[2.42, -1.41, -1.08]	[-1.05, -0.79, 2.39]	[-0.87, 0.27, 0.41]	[-0.13, -0.53, -0.34]	[1.38, 0.78, 0.56]	[-0.95, -0.52, -0.6]
[-0.05, 0.97, 0.16]	[1.83, 0.39, -0.98]	[1.79, -1.09, 1.29]	[1.9, 2.26, 0.43]	[-0.74, -2.22, 1.12]	[-1.22, -0.62, 0.67]	[-0.08, 0.27, -2.18]	[0.73, 2.1, 1.69]	[0.52, 1.04, -1.42]
[0.16, -0.63, 1.92]	[-0.7, 1.67, -2.26]	[1.19, -1.03, 1.35]	[-1.3, -1.22, -2.11]	[-1.31, 0.31, 1.74]	[-2.48, -1.05, 0.11]	[1.23, 2.01, -2.46]	[1.72, -2.01, -2.07]	[1.18, 1.99, 0.94]
[-1.1, 1.61, -0.45]	[-1.96, 1.46, -0.35]	[1.01, -0.9, 0.73]	[-0.49, 0.06, 1.83]	[1.66, 1.86, -0.95]	[-2.18, -0.32, 2.06]	[1.83, -0.9, -2.15]	[0.51, 1.47, 0.12]	[2.35, 0.64, -0.6]
[-1.06, -0.32, -0.29]	[2.15, 0.49, 1.26]	[-0.97, 1.15, -1.36]	[-1.35, -1.41, 0.65]	[-0.33, -1.51, -0.19]	[-0.38, 0.61, -0.23]	[1.74, 2.33, -1.76]	[0.22, -0.23, 2.37]	[0.6, -0.21, 0.18]
[-2.13, 0.85, -1.55]	[1.27, -1.27, -1.57]	[0.67, -2.01, -1.2]	[1.95, -1.34, 1.22]	[-1.9, 2.3, -1.89]	[-0.33, -0.07, -0.33]	[0.99, 2.32, 1.26]	[-0.96, -0.33, -1.91]	[0.82, 0.79, 2.19]
[0.15, -0.37, -2.49]	[-0.13, -2.3, -1.81]	[0.52, -0.25, -1.43]	[1.87, -0.32, -0.41]	[-1.17, 0.67, -0.38]	[1.52, 1.03, 2.49]	[2.21, -1.94, -1.69]	[-1.88, -0.77, 2.12]	[1.96, 0.42, -1.25]
[-1.19, 0.03, 0.96]	[-1.69, -1.23, 0.32]	[-0.27, 0.71, -0.45]	[-2.41, -2.33, -2.49]	[-1.94, -0.41, -0.55]	[-1.2, 0.89, 1.52]	[0.0, -0.96, -1.48]	[1.34, 0.71, -0.34]	[0.34, -2.43, -1.43]
[0.8, 0.79, 1.21]	[-0.82, -2.35, 1.57]	[-0.72, -0.95, 0.82]	[1.68, 0.72, 0.43]	[0.91, 1.65, -2.15]	[0.6, -1.93, 1.46]	[1.3, 0.73, -2.5]	[-2.24, -1.76, 0.13]	[-1.64, -0.13, -0.84]
