[0.93, -1.74, -0.58]	[-2.31, 2.24, 2.5]	[1.21, -2.46, 2.07]	[-1.3, -0.74, 1.13]	[-0.64, -1.51, -2.02]	[1.76, 1.49, -2.21]	[0.01, -1.56, -0.6]	[1.73, 1.77, 1.0]	[-2.19, 0.09, -1.2]
[0.65, 2.34, -1.19]	[-1.97, -1.67, -0.67]	[0.32, -1.22, 2.21]	[-1.2, 2.2, -1.57]	[-0.27, 1.27, 1.44]	[2.29, 0.64, 0.57]	[-2.11, 0.73, -0.53]	[1.67, -0.15, 0.13]	[1.94, 1.15, -0.6]
[-0.62, 2.26, -2.28]	[-0.29, 1.54, 2.1]	[0.86, 1.83, -0.09]	[0.37, 0.71, 0.63]	[0.65, 1.53, 1.67]	[0.9, -1.22, 2.35]	[2.18, 2.24, 1.05]	[0.19, -1.23, -1.75]	[-0.79, -0.03, -0.13]
[-0.22, -1.33, -2.21]	[-2.28, 2.42, -0.82]	[0.12, -1.98, 0.94]	[-0.81, -1.4, -0.4]	[1.21, 2.02, -2.47]	[1.79, 0.88, -0.7]	[-2.32, -0.64, -0.51]	[-1.78, 0.37, -1.83]	[2.39, -0.76, -0.71]
[0.55, 1.77, -0.65]	[1.6, -1.19, -0.85]	[1.41, -0.06, -0.67]	[1.04, -1.26, 0.46]	[-1.5, 1.12, -1.31]	[0.97, 1.17, -1.73]	[-0.77, 1.1, 1.14]	[-0.48, -0.07, -0.92]	[0.64, 1.71, 1.79]
[-1.13, -0.85, -0.88]	[0.17, 0.22, -2.14]	[-2.19, -0.44, -0.8]	[2.15, -1.83, 0.65]	[1.16, -0.38, 0.51]	[0.79, 0.94, 0.44]	[-1.36, 1.58, -0.6]	[-2.15, 0.38, 2.28]	[-0.39, -0.12, 1.63]
[0.6, -0.82, 0.05]	[1.97, 0.19, -0.93]	[0.24, -0.41, -0.84]	[-1.79, 0.74, 0.35]	[1.71, 1.08, -0.64]	[-0.29, -0.89, -0.92]	[2.21, 2.18, -0.37]	[-1.28, -2.17, -0.51]	[-1.84, -0.84, -0.74]
[-1.74, 0.05, 1.49]	[-1.08, -2.0, -1.33]	[-0.08, -1.71, 0.11]	[-2.39, 0.57, -0.78]	[1.82, 1.34, -1.73]	[-0.08, -1.59, 2.45]	[0.91, 1.36, 1.34]	[0.28, 0.16, 0.7]	[-0.37, 1.03, 1.36]
[-2.19, -0.33, 1.73]	[-0.3, -2.05, 2.43]	[-0.58, -0.44, 0.87]	[-1.27, -1.7, 0.47]	[2.47, 1.99, 0.76]	[0.8, 1.5, 0.14]	[1.22, -1.66, 1.32]	[1.32, 0.9, 2.03]	[0.39, -1.23, -0.26]
[1.77, -1.22, -0.01]	[-1.39, 2.35, 0.84]	[1.02, -1.48, -2.47]	[-0.1, 2.22, -2.46]	[0.03, 0.15, -0.32]	[-1.0, -1.57, 0.13]	[1.05, -2.29, -1.64]	[0.22, 1.35, 1.97]	[-0.52, 1.43, 0.94]
