[-2.28, -0.01, 0.55]	[-0.19, 0.86, 1.63]	[1.67, -2.07, 1.48]	[-0.79, 0.3, 1.75]	[-2.5, 2.07, -2.32]	[2.44, -2.03, -0.42]	[0.15, 1.15, -0.69]	[0.53, -1.39, -2.16]	[1.0, -2.28, -0.08]
[-0.62, 2.42, 2.44]	[-0.22, 1.06, -0.61]	[0.1, -0.09, -0.41]	[-0.95, 1.23, 0.64]	[2.1, 1.87, -1.98]	[0.8, 0.0, 0.56]	[0.67, -1.54, -0.53]	[0.22, -0.51, -0.39]	[-1.05, -1.11, -0.85]
[-1.24, 0.3, 1.49]	[1.27, 1.74, -2.26]	[2.17, 0.22, 2.28]	[-1.15, 1.68, -1.5]	[0.75, 0.18, 1.23]	[-2.08, -2.5, 0.1]	[-1.49, -1.3, -2.1]	[0.7, -0.31, -1.59]	[0.79, 0.75, 0.75]
[-1.21, 2.41, -1.03]	[0.88, 1.3, -0.27]	[-0.94, 2.3, 2.28]	[1.51, -0.2, -1.87]	[1.97, -2.19, -0.91]	[1.52, 1.21, -0.9]	[1.75, -1.82, 1.9]	[-1.32, -2.19, 0.58]	[1.92, 1.13, -2.09]
[2.3, 1.07, 1.22]	[-2.14, 0.65, 0.64]	[-0.56, 2.15, 1.04]	[-1.23, 0.6, 1.12]	[0.65, -2.18, 1.23]	[2.01, -0.53, 0.23]	[-1.12, 1.09, -2.49]	[0.29, 1.99, -2.26]	[-2.45, 0.53, -1.04]
[-0.54, -1.43, -1.41]	[0.92, -2.23, -0.54]	[0.32, -2.4, 1.85]	[1.03, 1.64, 1.38]	[-0.3, 0.85, 1.58]	[-2.12, -1.78, 1.13]	[1.09, -1.54, 0.92]	[-0.79, -1.36, 2.28]	[2.12, 1.37, -0.9]
[-1.79, -0.59, 1.34]	[-2.12, -1.44, -1.2]	[0.08, -1.98, 1.66]	[-2.46, -2.37, -2.36]	[-0.53, -1.29, -1.95]	[0.84, -2.11, 1.23]	[-1.58, 1.48, 2.43]	[-1.04, -0.25, -0.53]	[-1.47, 1.96, -1.99]
[-1.16, 2.02, -2.06]	[1.89, -0.53, -1.44]	[1.13, -0.42, 1.42]	[-0.79, 0.57, 1.51]	[1.2, 1.43, -1.86]	[1.11, 1.64, -0.1]	[-0.66, 0.07, -1.14]	[2.01, 0.8, 0.56]	[1.88, -2.36, -0.73]
[2.37, 1.83, 0.36]	[-1.88, 0.09, 1.44]	[-1.25, -1.45, 0.93]	[-0.52, 1.72, 0.0]	[0.4, 1.57, 1.64]	[0.26, -1.38, 2.17]	[1.62, 1.91, 1.67]	[1.77, 2.28, 0.82]	[0.94, 2.32, -0.71]
[0.46, -2.28, 0.94]	[-1.41, 1.56, 0.37]	[-1.73, -0.84, -0.52]	[-1.01, 1.13, 1.92]	[1.12, -1.96, 0.87]	[2.16, -0.65, -0.03]	[0.71, 1.95, 1.17]	[0.79, 1.02, -0.1]	[-0.21, -1.13, 0.8]
