[1.4, -0.76, 0.35]	[2.5, -1.66, -1.94]	[-0.09, 1.65, 2.17]	[1.48, 2.46, -1.15]	[0.69, 0.09, -0.27]	[-1.78, -0.44, 1.66]	[0.02, 0.71, -1.09]	[1.36, 0.48, -0.04]	[1.35, -2.17, -2.32]
[1.06, 0.65, 0.49]	[-1.65, -0.49, 0.36]	[-2.2, -2.17, -0.16]	[1.25, -1.16, -1.67]	[-1.39, 1.47, 2.17]	[0.93, 1.1, -0.3]	[1.53, 0.78, -0.84]	[-0.55, 0.51, -0.19]	[-2.33, -0.79, 2.44]
[-0.39, -2.42, -1.07]	[-0.01, 0.27, -0.24]	[1.75, 0.89, 0.58]	[0.64, -1.11, -0.25]	[0.82, -1.05, -2.18]	[0.65, -0.28, 0.37]	[-0.95, 1.1, 1.95]	[2.07, -1.23, -0.02]	[2.0, 0.49, 1.13]
[0.43, 2.09, 2.28]	[0.43, -0.84, -2.02]	[1.91, 2.43, 2.22]	[-1.92, 0.16, -0.19]	[-1.44, -2.07, -2.21]	[1.19, -0.84, -0.59]	[-0.36, 1.01, -0.67]	[1.86, -1.47, -1.03]	[-2.12, 0.99, -1.37]
[-1.61, -0.58, 0.01]	[-0.19, -1.53, -1.26]	[-1.71, -2.41, -1.97]	[0.64, 1.47, 1.92]	[2.47, 2.05, -2.28]	[0.86, 0.6, 2.26]	[0.82, -2.28, -0.5]	[-0.39, 2.45, -1.74]	[0.01, 0.27, 0.72]
[-0.37, 0.46, 1.21]	[-0.07, 0.63, -0.83]	[0.78, 0.06, 0.51]	[-1.25, -0.97, 2.24]	[1.11, 0.29, -0.47]	[-0.82, -0.88, 1.91]	[0.91, -2.46, -0.55]	[2.21, 0.16, -1.33]	[-0.6, -1.28, -0.31]
[1.89, -1.89, -0.99]	[1.89, -0.45, 1.08]	[-0.28, 0.57, -1.98]	[2.34, -0.29, 1.66]	[-2.16, 1.25, -0.07]	[-1.91, 1.08, 2.2]	[1.5, 1.92, -0.06]	[-0.82, 2.22, -1.82]	[2.17, -1.21, 0.71]
[0.88, -1.44, -0.19]	[-0.43, -1.29, -1.22]	[-1.89, 1.28, -0.26]	[0.77, 0.83, -1.49]	[0.54, 0.75, -2.35]	[-0.99, -1.37, 1.01]	[1.0, -2.09, 1.97]	[0.85, -2.38, -2.06]	[-0.2, -2.07, -0.42]
[0.45, -2.26, 1.01]	[-2.42, -1.03, 0.27]	[-0.89, -1.64, -1.29]	[0.98, 0.02, -1.76]	[-1.87, -1.22, -0.83]	[-1.55, -1.16, -1.97]	[-2.03, 1.88, 0.39]	[-2.37, -1.36, 2.4]	[1.43, 1.93, 0.23]
[1.59, 1.85, 0.53]	[1.45, -2.49, -1.7]	[-1.82, 1.94, 1.11]	[-0.78, 2.21, 0.98]	[1.4, -2.33, 0.91]	[0.88, 0.37, 0.98]	[1.01, 1.55, -1.94]	[1.98, -0.39, 2.35]	[-1.45, -1.85, 0.25]
