[-0.16, 2.37, 0.78]	[-0.62, -1.61, -1.17]	[1.79, 2.19, -1.42]	[-1.63, 0.67, -2.29]	[1.17, -1.42, -1.04]	[-1.47, -2.43, 0.48]	[-0.31, -0.93, 0.03]	[-2.46, 1.79, -0.94]	[-1.07, -1.9, -0.86]
[1.07, 0.46, 1.51]	[0.15, 0.37, 0.86]	[0.06, -1.5, -1.81]	[1.47, 0.82, 1.59]	[1.05, -1.73, -2.23]	[-2.19, -0.77, 0.66]	[2.27, -1.51, 0.38]	[1.73, 0.96, 0.82]	[-2.29, 1.22, 2.05]
[0.37, 1.12, -1.88]	[-0.16, -0.09, 0.64]	[2.26, 2.47, -2.09]	[-1.68, 0.69, 0.41]	[1.45, -2.02, -0.7]	[2.2, 2.45, -1.33]	[-2.28, -0.22, -1.59]	[-1.22, 0.6, 0.18]	[-0.79, -2.42, 1.08]
[2.09, -0.84, -0.65]	[-0.37, -0.95, 0.54]	[0.57, -1.57, -2.34]	[-0.47, -0.05, 1.99]	[-1.25, 0.45, 0.23]	[-2.18, -0.56, -1.37]	[-1.54, -2.22, 1.57]	[1.29, -0.05, 2.18]	[2.04, -1.14, -1.64]
[2.43, -0.48, -1.59]	[1.93, 1.82, -0.18]	[-0.04, -1.26, -1.77]	[2.46, -0.23, 0.58]	[-1.96, -1.32, -0.85]	[0.1, -1.87, 0.72]	[1.03, -2.49, -0.32]	[-1.09, -0.79, -1.68]	[0.99, 1.35, -1.85]
[1.43, -2.22, -1.23]	[-1.74, 1.15, -0.3]	[-0.79, 1.29, 1.46]	[0.18, -0.32, -2.45]	[-0.3, -0.9, 2.2]	[0.77, -0.16, 0.04]	[0.43, -2.4, 0.65]	[-2.01, -1.63, -2.36]	[2.22, -2.48, -1.5]
[0.31, 1.72, -1.46]	[0.58, 0.76, -1.95]	[2.04, -0.18, 1.77]	[-0.72, -0.03, 0.3]	[0.47, -2.31, 0.95]	[-1.27, -1.14, 1.38]	[1.62, -1.93, -0.73]	[0.82, 2.09, 2.4]	[0.52, -0.54, -0.79]
[-2.32, -1.61, -1.7]	[2.38, 0.55, -0.15]	[1.64, -1.4, 0.91]	[2.47, 2.32, -0.02]	[-2.12, 0.98, 2.27]	[2.07, -0.81, 1.95]	[1.22, 1.38, 1.31]	[0.55, -1.92, 1.01]	[1.06, -2.31, 0.21]
[1.53, 0.04, 1.94]	[-1.03, -1.33, 1.63]	[-0.79, 0.16, 0.32]	[2.36, 0.43, -2.41]	[-1.45, -0.47, -0.47]	[0.61, 2.26, 2.06]	[1.66, 1.61, -1.21]	[-0.61, 2.39, 0.76]	[-1.32, 1.51, 0.22]
[2.28, 1.29, 2.49]	[-1.42, -1.53, 1.03]	[1.58, 0.77, 2.48]	[-1.99, -1.54, -1.76]	[1.75, 0.98, 2.5]	[-1.7, -1.43, -0.44]	[2.36, 0.55, 0.3]	[-1.07, 2.25, -1.95]	[-1.97, 0.15, -0.85]
