[2.26, -1.34, -1.14]	[0.58, 2.4, -1.11]	[-0.53, -0.54, 0.6]	[-0.7, -0.47, -1.71]	[1.55, -1.46, -0.93]	[-1.69, 0.95, -1.51]	[-0.3, -1.82, -2.45]	[1.49, 1.05, 1.71]	[1.23, 0.47, -2.35]
[0.48, 1.45, -0.54]	[1.52, -1.89, 1.72]	[1.36, 1.94, -0.11]	[-0.76, 2.21, -0.13]	[-0.69, 1.85, -0.46]	[2.29, -0.22, -1.86]	[-0.16, -0.69, 2.32]	[-0.16, 0.3, -0.32]	[-2.13, -0.75, -1.91]
[0.0, -0.75, 1.54]	[-1.18, 0.05, 2.44]	[1.83, 0.03, -2.09]	[-1.98, 0.55, -1.35]	[0.7, -1.33, -1.7]	[-2.23, 1.89, 1.02]	[-0.25, 1.59, -0.26]	[-2.5, 1.66, 1.56]	[-0.48, -2.48, 1.9]
[-0.3, 1.3, 0.3]	[1.7, -1.06, 0.82]	[1.31, 0.28, -0.75]	[0.94, 2.07, -1.49]	[-2.38, -0.17, -2.29]	[-1.43, 2.19, -2.29]	[0.46, -2.29, -1.17]	[-2.35, -0.88, -1.98]	[1.38, 0.4, 0.29]
[1.22, -0.94, -0.4]	[0.27, -2.39, 1.28]	[0.25, 0.99, -0.26]	[-2.09, -0.24, 1.43]	[0.18, 1.48, 1.31]	[-1.5, -1.25, 0.79]	[1.39, -2.48, -1.15]	[-2.34, 1.37, 0.21]	[1.37, -1.47, 1.03]
[-1.2, 1.36, -2.09]	[-2.22, -0.29, 0.12]	[-1.98, -0.31, 0.91]	[0.8, 2.46, 0.73]	[1.36, 1.59, -1.41]	[0.36, 1.07, 0.54]	[-1.02, 1.14, -0.79]	[2.17, -1.67, 0.21]	[2.09, -1.83, -0.68]
[-0.92, -1.27, 0.54]	[-0.47, -0.86, 2.5]	[1.12, -2.1, 1.53]	[1.18, -0.13, 1.85]	[-0.52, 1.81, 1.16]	[-0.08, -1.59, 1.02]	[0.93, -0.44, 0.47]	[0.31, 0.96, -1.44]	[-0.26, -0.99, 1.18]
[2.25, -1.15, -0.89]	[-0.78, -1.37, 0.98]	[2.37, -1.12, -0.68]	[0.91, -1.85, -1.0]	[-0.63, -2.07, -1.95]	[1.37, 1.05, 2.21]	[-0.19, -1.85, -1.08]	[-2.22, 2.35, -1.15]	[0.66, -0.58, 1.33]
[-2.09, 1.16, 0.61]	[1.17, -0.33, -0.76]	[1.74, -1.71, 1.5]	[0.32, 1.86, 0.15]	[-0.42, -1.23, 0.49]	[-0.53, 1.89, -0.38]	[0.27, -1.74, 0.34]	[-0.42, -0.95, -0.29]	[1.89, 1.35, 0.43]
[-1.84, -0.98, -1.15]	[0.96, -0.57, 0.68]	[1.08, -0.46, -2.1]	[0.21, -0.11, -0.39]	[0.34, -1.45, -2.38]	[-2.35, 2.5, 1.91]	[-2.44, 2.26, -2.12]	[2.28, -1.3, -2.31]	[-1.38, 1.32, -1.68]
