1210519046338285572,1210519046338285572,1
1210519457371574272,1210519457371574272,1
1209567647798566912,1210519461599559681,1
1210517128740298752,1210519461566066688,1
1210519461578412032,1210519461578412032,1
1210519461578588160,1210519461578588160,1
1210519461565878272,1210519461565878272,1
1210519461591179264,1210519461591179264,1
1210519461574238210,1210519461574238210,1
1210519461565992962,1210519461565992962,1
1210072572911480835,1210519461565853696,1
1210519461561696256,1210519461561696256,1
1210519461565849601,1210519461565849601,1
1210519461578469376,1210519461578469376,1
1210519461595250688,1210519461595250688,1
1210518868692570114,1210519461586857984,1
1210517568395436032,1210519461586821120,1
1210519461591011328,1210519461591011328,1
1210519352384073728,1210519461591207936,1
1210266693357826049,1210519461599567872,1
1210500592856158210,1210519461595250690,1
1210424011294822400,1210519461591056384,1
1210380264221892608,1210519461599621123,1
1210519461591166976,1210519461591166976,1
1210519461599408128,1210519461599408128,1
1210334479010557952,1210519461586853891,1
1210481553769455617,1210519461591224320,1
1210519211832827904,1210519461566001152,1
1210473701113679874,1210519461578473472,1
1210519461574266880,1210519461574266880,1
1210452358754254849,1210519461574430720,1
1210519461565886465,1210519461565886465,1
1210493053238071297,1210519461574217729,1
1210513354977988609,1210519461586800640,1
1210154361420038145,1210519461595271168,1
1210518136362979328,1210519461599465472,1
1205735707718762496,1210519461565849600,1
1210362470906249216,1210519461586825216,1
1210324276135563271,1210519461599621120,1
1210484740697886720,1210519461599440899,1
1210519461574275073,1210519461574275073,1
1210295840729792512,1210519461595189249,1
1210519461570207744,1210519461570207744,1
1210519461570043904,1210519461570043904,1
1210376100926197760,1210519952299442186,1
1210517717289177089,1210519960704831488,1
1210519973279481856,1210519973279481856,1
1210405366472810496,1210519973271093248,1
1210514647146782720,1210519973275295745,1
1210423640270897152,1210519973266767872,1
1210513892209811456,1210519973296267265,1
1210519973296164865,1210519973296164865,1
1210518130935644160,1210519973279490048,1
1210519973296082944,1210519973296082944,1
1209826848609382401,1210519973292134400,1
1210448192631975937,1210519973292105728,1
1210518205485051905,1210519973266804736,1
1210497492221075456,1210519973304717312,1
1210501577053749248,1210519973275275264,1
1210519729271640064,1210519973292060673,1
1210519973283524610,1210519973283524610,1
1210389656245813248,1210519973296254976,1
1210464755456057344,1210519973296300032,1
1209714629535924225,1210519973275127808,1
1210518296728080384,1210519973271146496,1
1210519973304516609,1210519973304516609,1
1210519868006551557,1210519973283717120,1
1209080161292800002,1210519973283549186,1
1209805524092387329,1210519973266743296,1
1210379772540280832,1210519973296300033,1
1210519633343565824,1210519973283549184,1
1210516284233961473,1210519973292118016,1
1210507127040573441,1210519973287747584,1
1210519973270941696,1210519973270941696,1
1210502055363637248,1210519973304471553,1
1210395932887404547,1210519973283549185,1
1210052646440095744,1210519973266968576,1
1210519619208744961,1210519973304496128,1
1209852982675877890,1210519973275279362,1
1210519973304688640,1210519973304688640,1
1210450745251762176,1210519973283500032,1
1210149003351883777,1210519973304487937,1
1210515522531540993,1210519973300301824,1
1210516607618781184,1210519973270999040,1
1210319580276674562,1210519973300441088,1
1210512131658903555,1210519973291950081,1
1210473758005190656,1210519973304487936,1
1210486551123152896,1210519973287718912,1
1210470521428680705,1210519973283676160,1
1210151778320293888,1210519973300506624,1
1210100462793314304,1210519973266722817,1
1210519316388466688,1210519973296164866,1
1210519973283729408,1210519973283729408,1
1210516077408608257,1210519973271085056,1
1210519973304700928,1210519973304700928,1
1210519686812581891,1210519973304492032,1
1210519960700588033,1210519960700588033,1
1210519956523085829,1210519956523085829,1
1210519960700641280,1210519960700641280,1
1209608445713883138,1210519977465393152,1
1210519977465389056,1210519977465389056,1
1210463385021665280,1210519977469476865,1
1210462746178998272,1210519977469652992,1
1210519977482235910,1210519977482235910,1
1210405252148670464,1210519977486376960,1
1210511760496549888,1210519977494749194,1
1210299849314164736,1210519977482182656,1
1210519977477804033,1210519977477804033,1
1210519816899121152,1210519977490624518,1
1208077026084700167,1210519977494663168,1
1210186617832370176,1210519977461108737,1
1210519977482051584,1210519977482051584,1
1210501060285984768,1210519977498775554,1
1210519977490386944,1210519977490386944,1
1210390967523500032,1210519977482080256,1
1210517637790236673,1210519977469440000,1
1210510391001919490,1210519977490624512,1
1209927709264093184,1210519977469591553,1
1210472358042947584,1210519977461047296,1
1209885175422869504,1210519977477849089,1
1210518380135907330,1210519977465237505,1
1209695898629881857,1210519977486213120,1
1210235641671249926,1210519977494605830,1
1210300724720091136,1210519977498988544,1
1210519620559355904,1210519977461075968,1
1210371048899629056,1210519977490604032,1
1209416393210261504,1210519977469415429,1
1210502259269947392,1210519977499013121,1
1210519889951125504,1210519977490403328,1
1210517509050257408,1210519977473609729,1
1210158738381754370,1210519977486241792,1
1210503805692833792,1210519977473654785,1
1210298453529640960,1210519977465384960,1
1209893682901471232,1210519977477804036,1
1210519977486430208,1210519977486430208,1
1210519290698440706,1210519977473847296,1
1210516217414373376,1210519977477804035,1
545494909609058304,1210519977461084160,1
1210516732353249280,1210519977498775552,1
1210518773834272770,1210519977490436098,1
1210519977486217218,1210519977486217218,1
1210519977490440192,1210519977490440192,1
1210500789451407360,1210519977477853184,1
1210397342983053313,1210519981676486656,1
1210519981676363777,1210519981676363777,1
1210517432483434496,1210519981663895554,1
1210519981676384257,1210519981676384257,1
1210519597641871361,1210519981668081664,1
1210499937567420417,1210519981689122816,1
1201067024870494209,1210519981676531712,1
1210468864896536577,1210519981676474368,1
1210187450146013184,1210519981672280065,1
1210074336712953856,1210519981688930304,1
1210517258696454144,1210519981693247489,1
1210519277725306886,1210519981684736001,1
1209514119688343553,1210519981693243392,1
1210496661497081856,1210519981693308928,1
1210517463495872513,1210519981684707329,1
1210463735350870017,1210519981672108032,1
1209927120614576130,1210519981684862976,1
1210250339552677888,1210519981684711424,1
1210432490940157952,1210519981672284161,1
1210519981684707328,1210519981684707328,1
1210500305328033792,1210519981655355392,1
1210519981693079552,1210519981693079552,1
1210518431449018369,1210519981667966976,1
1210519981688905728,1210519981688905728,1
1210515952015749120,1210519981676359681,1
1210507897110614021,1210519981684736000,1
1210293744307716097,1210519981655494657,1
1210351155643060229,1210519981659607043,1
1210519981659578369,1210519981659578369,1
1210252038031806464,1210519981663780869,1
1210517738965237760,1210519981693124608,1
1210412705623896065,1210519981659582464,1
1210041265691054082,1210519981672128514,1
1210214604036423681,1210519981676384256,1
1210519873492676608,1210519981672165376,1
1210519981655568385,1210519981655568385,1
1210519981663719425,1210519981663719425,1
1206257494500225025,1210519981689049088,1
1209773018324463616,1210519981655384064,1
1210515274203455489,1210519981676326913,1
1210487302050287616,1210519981659607042,1
1210433350210449409,1210519981684690946,1
1210459285911564288,1210519981676322816,1
1210157399090155520,1210519981688885248,1
1210519981672325121,1210519981672325121,1
1210519981676347393,1210519981676347393,1
1210519981659688960,1210519981659688960,1
1210509509774336000,1210519981659570176,1
1210519981676470272,1210519981676470272,1
1210478259667779584,1210519985853886464,1
1210519985853992961,1210519985853992961,1
1210510945988071424,1210519985887596545,1
1210519696614789120,1210519985870819328,1
1210421362092920832,1210519985858072576,1
1210192942473740288,1210519985879056384,1
1210517117352599552,1210519985870626816,1
1210433937841041408,1210519985862381568,1
1210519530411180033,1210519985862275072,1
1210500032660590592,1210519985862266880,1
1210463899968892929,1210519985853911040,1
1210519683524378626,1210519985887596544,1
1209846465755013121,1210519985862389760,1
1210519249610870784,1210519985858048001,1
1210486349607792640,1210519985879052289,1
1210478890805628928,1210519985887383552,1
1210516119510904832,1210519985870622721,1
1210212826616172544,1210519985887404035,1
1210426161903349760,1210519985887547392,1
1210517006916583425,1210519985883250689,1
1210519985866436609,1210519985866436609,1
1210242161037520896,1210519985887436801,1
1210518604300468224,1210519985887432709,1
1210233652853891074,1210519985879011329,1
1210360409628258304,1210519985883246592,1
1210517946801385473,1210519985866493953,1
1210239200743833600,1210519985866588160,1
1179869283209363457,1210519985879179270,1
1210519931588005888,1210519985874825217,1
1210431198197112832,1210519985853890561,1
1210358330125737986,1210519985883234304,1
1210519985874817024,1210519985874817024,1
1210519770962911232,1210519956502114304,1
1210283285554847744,1210519990073475079,1
1210234255076470786,1210519990044151808,1
1210519990060797952,1210519990060797952,1
1210506367703891968,1210519990060879873,1
1210279956820967428,1210519990048378881,1
1210273493499158529,1210519990060933122,1
1210518426445369344,1210519990069350400,1
1210339188803063808,1210519990060892161,1
1210518629026017281,1210519990060933123,1
1210519364245577728,1210519990056693765,1
1210519990043959296,1210519990043959296,1
1210207811772260352,1210519990069321728,1
1210519392938799104,1210519990056734720,1
1210515568786198530,1210519990077542400,1
1210519650456485890,1210519990077722625,1
1210518779223920641,1210519990081708032,1
1093150092423380992,1210519990052327424,1
1210279188353048576,1210519990052495360,1
1210519990077546499,1210519990077546499,1
1210318578974638080,1210519990052511745,1
1210519990048296960,1210519990048296960,1
1210519246117072896,1210519990077493249,1
1210519990043992065,1210519990043992065,1
1210507036133167106,1210519990064910337,1
1210493572845170690,1210519990052343808,1
1210492780834951168,1210519990081925120,1
1210055778196848640,1210519990060961792,1
1210516554980290560,1210519990060773378,1
1210519104777441285,1210519990048153600,1
1210519884704075777,1210519990044000256,1
1210519800465612800,1210519990077546497,1
1210513855874338816,1210519990060740608,1
1210500245118783488,1210519990043992066,1
1210519990056685568,1210519990056685568,1
1210220319383834629,1210519990056579072,1
1210466995759546369,1210519990073315333,1
1209009953119358977,1210519990081863680,1
1210519990048149505,1210519990048149505,1
1210519990060732416,1210519990060732416,1
1210519990069104640,1210519990069104640,1
1210519990060879872,1210519990060879872,1
1209066690656395264,1210519990060773377,1
1210284645931073536,1210519990048178176,1
1210383128142827520,1210519990064930816,1
1210006526959575040,1210519990077517824,1
1209831372686123009,1210519990043992064,1
1210505360403914752,1210519990069129218,1
1210496261981384704,1210519990081769477,1
1210519169956864001,1210519990077575168,1
1210313296869376000,1210519990073462785,1
1210519990069161984,1210519990069161984,1
1210513370157178886,1210519990073323520,1
1203561087624531968,1210519990052384768,1
1210519722963488769,1210519990048157696,1
1210519787605880833,1210519990064967680,1
1210519990060716035,1210519990060716035,1
1210519990077546496,1210519990077546496,1
1210519990060769280,1210519990060769280,1
1210519990069129217,1210519990069129217,1
1210510487332503553,1210519994259378177,1
1209962032050642946,1210519994267815938,1
1210117813815390208,1210519994255233026,1
1210032754139770887,1210519994251010048,1
1210519888940417025,1210519994251038720,1
1210516094299123713,1210519994251038721,1
1210262041690198017,1210519994259230720,1
1210449341598453760,1210519994276237318,1
1208837191830589440,1210519994276175877,1
1210475837671251968,1210519994276167680,1
1210496610150633472,1210519994276155392,1
1210385392064696320,1210519994267766784,1
1210029270304727040,1210519994251001856,1
1210495472005238786,1210519994259443712,1
1210519676947550209,1210519994242457602,1
1209499685695606790,1210519994250887170,1
1210518672285954049,1210519994271846400,1
1210473716829736961,1210519994250887169,1
1111363103260897281,1210519994276159490,1
1210400651043229697,1210519994263490560,1
1210488520365658112,1210519994276048898,1
1210519994250842112,1210519994250842112,1
1210519994263408642,1210519994263408642,1
1210519994276040704,1210519994276040704,1
1210505367416758272,1210519994250887168,1
1210482254050418691,1210519994267774976,1
1207667333042454529,1210519994276163584,1
1210505862629986307,1210519994276208645,1
1210516009620140032,1210519994250878977,1
1210467293265678336,1210519994250883074,1
1210262802511757312,1210519994242457603,1
1210507599826714625,1210519994238300160,1
1210214843950743552,1210519994238263296,1
1210292195665858560,1210519994242457600,1
1210516458889007104,1210519994255036416,1
1210473200703823873,1210519994263408640,1
1210364885655154688,1210519994246684674,1
1210351604278259712,1210519994242498560,1
1210517710351695872,1210519994267648000,1
1210511851374596097,1210519994263490562,1
1210516448625512448,1210519994242482176,1
1210515080930045952,1210519994267627521,1
1210231802729615360,1210519994259271680,1
1210519994263408641,1210519994263408641,1
1210519994267627520,1210519994267627520,1
1210519994242461696,1210519994242461696,1
1210519994259238913,1210519994259238913,1
1210519956506337282,1210519956506337282,1
1210519211975565312,1210519998449561600,1
1210504668457111552,1210519998466347009,1
1210509734975066112,1210519998457888768,1
1210518828330782723,1210519998432595968,1
1210506219384983553,1210519998432710658,1
1210519998432567298,1210519998432567298,1
1210519998441172992,1210519998441172992,1
1210501482581233664,1210519998462119936,1
1210519615933157376,1210519998436986880,1
1210519998453518337,1210519998453518337,1
1210519998441148416,1210519998441148416,1
1210516015001620480,1210519998457925632,1
1210519998432710656,1210519998432710656,1
1209858099797823488,1210519998432792581,1
1209927238075977729,1210519998470471681,1
1210515766295924736,1210519998432567297,1
1210519785005555712,1210519998457880576,1
1210512960700997632,1210519998441119744,1
1210519998466330626,1210519998466330626,1
1210519998470295552,1210519998470295552,1
1210501167806992385,1210519998436757504,1
1209930053351542787,1210519998436970501,1
1210519998470467584,1210519998470467584,1
1210365966745362433,1210519998432546816,1
1210519471355547648,1210519998432546818,1
1210519839426535424,1210519998436798464,1
1209749724443504641,1210519998445191168,1
1210519998453571592,1210519998453571592,1
1210506280932003840,1210519998461927424,1
1210517057126535168,1210519998453518344,1
1210486016160620547,1210519998470356993,1
1210492589486395392,1210519998453682177,1
1210068057495752704,1210519998432591873,1
1210519998461964290,1210519998461964290,1
