K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.9489295295758476	0.9634340222575517
10	1	2	-0.8442073521955278	0.9618441971383148
10	5	1	-0.9501570229324283	0.9634340222575517
10	5	2	-2.9715000981896935	0.8394276629570747
10	10	1	-0.9522201546630819	0.9634340222575517
10	10	2	-5.4868623935711405	0.670906200317965
20	1	1	0.9489295295758476	0.9634340222575517
20	1	2	-0.8442073521955278	0.9618441971383148
20	5	1	-0.9501570229324283	0.9634340222575517
20	5	2	-0.9007879951725022	0.9602543720190779
20	10	1	-0.9522201546630819	0.9634340222575517
20	10	2	-4.26782409455503	0.7281399046104928
30	1	1	0.9489295295758476	0.9634340222575517
30	1	2	-0.8442073521955278	0.9618441971383148
30	5	1	-0.9501570229324283	0.9634340222575517
30	5	2	-0.972114912395037	0.9634340222575517
30	10	1	-0.9522201546630819	0.9634340222575517
30	10	2	-4.26782409455503	0.7281399046104928
40	1	1	0.9489295295758476	0.9634340222575517
40	1	2	-0.8442073521955278	0.9618441971383148
40	5	1	-0.9501570229324283	0.9634340222575517
40	5	2	-0.972114912395037	0.9634340222575517
40	10	1	-0.9522201546630819	0.9634340222575517
40	10	2	-3.5799892487241536	0.7885532591414944
50	1	1	0.9489295295758476	0.9634340222575517
50	1	2	-0.8442073521955278	0.9618441971383148
50	5	1	-0.9501570229324283	0.9634340222575517
50	5	2	-0.972114912395037	0.9634340222575517
50	10	1	-0.9522201546630819	0.9634340222575517
50	10	2	-3.5799892487241536	0.7885532591414944
60	1	1	0.9489295295758476	0.9634340222575517
60	1	2	-0.9501570229324283	0.9634340222575517
60	5	1	-0.9501570229324283	0.9634340222575517
60	5	2	-0.972114912395037	0.9634340222575517
60	10	1	-0.9522201546630819	0.9634340222575517
60	10	2	-3.5799892487241536	0.7885532591414944
70	1	1	0.9489295295758476	0.9634340222575517
70	1	2	-0.9501570229324283	0.9634340222575517
70	5	1	-0.9501570229324283	0.9634340222575517
70	5	2	-0.972114912395037	0.9634340222575517
70	10	1	-0.9522201546630819	0.9634340222575517
70	10	2	-3.5799892487241536	0.7885532591414944
80	1	1	0.9489295295758476	0.9634340222575517
80	1	2	-0.9501570229324283	0.9634340222575517
80	5	1	-0.9501570229324283	0.9634340222575517
80	5	2	-0.972114912395037	0.9634340222575517
80	10	1	-0.9522201546630819	0.9634340222575517
80	10	2	-3.5799892487241536	0.7885532591414944
90	1	1	0.9489295295758476	0.9634340222575517
90	1	2	-0.9501570229324283	0.9634340222575517
90	5	1	-0.9501570229324283	0.9634340222575517
90	5	2	-0.972114912395037	0.9634340222575517
90	10	1	-0.9522201546630819	0.9634340222575517
90	10	2	-3.5799892487241536	0.7885532591414944
100	1	1	0.9489295295758476	0.9634340222575517
100	1	2	-0.9501570229324283	0.9634340222575517
100	5	1	-0.9501570229324283	0.9634340222575517
100	5	2	-0.972114912395037	0.9634340222575517
100	10	1	-0.9522201546630819	0.9634340222575517
100	10	2	-3.5799892487241536	0.7885532591414944
---------
10	1	1	0.9489295295758476	0.9857142857142858
10	1	2	-0.8442073521955278	0.9857142857142858
10	5	1	-0.9501570229324283	0.9857142857142858
10	5	2	-2.9715000981896935	0.8142857142857143
10	10	1	-0.9522201546630819	0.9857142857142858
10	10	2	-5.4868623935711405	0.6571428571428571
20	1	1	0.9489295295758476	0.9857142857142858
20	1	2	-0.8442073521955278	0.9857142857142858
20	5	1	-0.9501570229324283	0.9857142857142858
20	5	2	-0.9007879951725022	0.9857142857142858
20	10	1	-0.9522201546630819	0.9857142857142858
20	10	2	-4.26782409455503	0.7142857142857143
30	1	1	0.9489295295758476	0.9857142857142858
30	1	2	-0.8442073521955278	0.9857142857142858
30	5	1	-0.9501570229324283	0.9857142857142858
30	5	2	-0.972114912395037	0.9857142857142858
30	10	1	-0.9522201546630819	0.9857142857142858
30	10	2	-4.26782409455503	0.7142857142857143
40	1	1	0.9489295295758476	0.9857142857142858
40	1	2	-0.8442073521955278	0.9857142857142858
40	5	1	-0.9501570229324283	0.9857142857142858
40	5	2	-0.972114912395037	0.9857142857142858
40	10	1	-0.9522201546630819	0.9857142857142858
40	10	2	-3.5799892487241536	0.7571428571428571
50	1	1	0.9489295295758476	0.9857142857142858
50	1	2	-0.8442073521955278	0.9857142857142858
50	5	1	-0.9501570229324283	0.9857142857142858
50	5	2	-0.972114912395037	0.9857142857142858
50	10	1	-0.9522201546630819	0.9857142857142858
50	10	2	-3.5799892487241536	0.7571428571428571
60	1	1	0.9489295295758476	0.9857142857142858
60	1	2	-0.9501570229324283	0.9857142857142858
60	5	1	-0.9501570229324283	0.9857142857142858
60	5	2	-0.972114912395037	0.9857142857142858
60	10	1	-0.9522201546630819	0.9857142857142858
60	10	2	-3.5799892487241536	0.7571428571428571
70	1	1	0.9489295295758476	0.9857142857142858
70	1	2	-0.9501570229324283	0.9857142857142858
70	5	1	-0.9501570229324283	0.9857142857142858
70	5	2	-0.972114912395037	0.9857142857142858
70	10	1	-0.9522201546630819	0.9857142857142858
70	10	2	-3.5799892487241536	0.7571428571428571
80	1	1	0.9489295295758476	0.9857142857142858
80	1	2	-0.9501570229324283	0.9857142857142858
80	5	1	-0.9501570229324283	0.9857142857142858
80	5	2	-0.972114912395037	0.9857142857142858
80	10	1	-0.9522201546630819	0.9857142857142858
80	10	2	-3.5799892487241536	0.7571428571428571
90	1	1	0.9489295295758476	0.9857142857142858
90	1	2	-0.9501570229324283	0.9857142857142858
90	5	1	-0.9501570229324283	0.9857142857142858
90	5	2	-0.972114912395037	0.9857142857142858
90	10	1	-0.9522201546630819	0.9857142857142858
90	10	2	-3.5799892487241536	0.7571428571428571
100	1	1	0.9489295295758476	0.9857142857142858
100	1	2	-0.9501570229324283	0.9857142857142858
100	5	1	-0.9501570229324283	0.9857142857142858
100	5	2	-0.972114912395037	0.9857142857142858
100	10	1	-0.9522201546630819	0.9857142857142858
100	10	2	-3.5799892487241536	0.7571428571428571
