K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	-1.006179648325562	0.9618441971383148
10	1	2	0.7912096381985858	0.9602543720190779
10	5	1	1.0231552736795617	0.9618441971383148
10	5	2	0.8575363473252438	0.9618441971383148
10	10	1	-0.8831006868923664	0.9602543720190779
10	10	2	-1.5655358321712378	0.9348171701112877
20	1	1	-0.9748659117711653	0.9634340222575517
20	1	2	1.0120531721809698	0.9618441971383148
20	5	1	1.0231552736795617	0.9618441971383148
20	5	2	0.8575363473252438	0.9618441971383148
20	10	1	-0.8831006868923664	0.9602543720190779
20	10	2	-1.5655358321712378	0.9348171701112877
30	1	1	-0.9748659117711653	0.9634340222575517
30	1	2	1.0120531721809698	0.9618441971383148
30	5	1	1.0231552736795617	0.9618441971383148
30	5	2	0.8575363473252438	0.9618441971383148
30	10	1	-1.0026231165339197	0.9618441971383148
30	10	2	-0.7932792688991129	0.9602543720190779
40	1	1	-0.9748659117711653	0.9634340222575517
40	1	2	1.0120531721809698	0.9618441971383148
40	5	1	1.0231552736795617	0.9618441971383148
40	5	2	0.8575363473252438	0.9618441971383148
40	10	1	-1.0026231165339197	0.9618441971383148
40	10	2	-1.0221354531125446	0.9618441971383148
50	1	1	-0.9748659117711653	0.9634340222575517
50	1	2	1.0120531721809698	0.9618441971383148
50	5	1	1.0231552736795617	0.9618441971383148
50	5	2	0.8575363473252438	0.9618441971383148
50	10	1	-1.0026231165339197	0.9618441971383148
50	10	2	-1.0221354531125446	0.9618441971383148
60	1	1	-0.9748659117711653	0.9634340222575517
60	1	2	1.0120531721809698	0.9618441971383148
60	5	1	1.0231552736795617	0.9618441971383148
60	5	2	0.8575363473252438	0.9618441971383148
60	10	1	-1.0026231165339197	0.9618441971383148
60	10	2	-1.0221354531125446	0.9618441971383148
70	1	1	-0.9748659117711653	0.9634340222575517
70	1	2	1.0120531721809698	0.9618441971383148
70	5	1	1.0231552736795617	0.9618441971383148
70	5	2	0.8575363473252438	0.9618441971383148
70	10	1	-1.0026231165339197	0.9618441971383148
70	10	2	-1.0221354531125446	0.9618441971383148
80	1	1	-0.9748659117711653	0.9634340222575517
80	1	2	0.9474681038833198	0.9634340222575517
80	5	1	1.0231552736795617	0.9618441971383148
80	5	2	0.8575363473252438	0.9618441971383148
