K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	1.0063229163706024	0.9618441971383148
10	1	2	-4.394496591509543	0.7090620031796503
10	5	1	-0.9550903887645246	0.9634340222575517
10	5	2	-6.987130088105647	0.6565977742448331
10	10	1	-0.8755674823100172	0.9602543720190779
10	10	2	-4.402264418797627	0.7090620031796503
20	1	1	1.0063229163706024	0.9618441971383148
20	1	2	-0.9262806059711864	0.9618441971383148
20	5	1	-0.9550903887645246	0.9634340222575517
20	5	2	-3.3785835728091453	0.8187599364069952
20	10	1	-0.8755674823100172	0.9602543720190779
20	10	2	-1.580553991194443	0.9348171701112877
30	1	1	1.0063229163706024	0.9618441971383148
30	1	2	-0.9752807719041222	0.9634340222575517
30	5	1	-0.9550903887645246	0.9634340222575517
30	5	2	-1.8898271574311676	0.9220985691573926
30	10	1	-0.8755674823100172	0.9602543720190779
30	10	2	-0.74455965594567	0.9554848966613673
40	1	1	1.0063229163706024	0.9618441971383148
40	1	2	-0.9752807719041222	0.9634340222575517
40	5	1	-0.9550903887645246	0.9634340222575517
40	5	2	-1.0446938080136063	0.9618441971383148
40	10	1	0.9968412041458258	0.9634340222575517
40	10	2	-1.0539887994166186	0.9618441971383148
50	1	1	1.0063229163706024	0.9618441971383148
50	1	2	-0.9752807719041222	0.9634340222575517
50	5	1	-0.9550903887645246	0.9634340222575517
50	5	2	-1.0446938080136063	0.9618441971383148
50	10	1	0.9968412041458258	0.9634340222575517
50	10	2	-0.991429669582946	0.9634340222575517
60	1	1	1.0063229163706024	0.9618441971383148
60	1	2	-0.9752807719041222	0.9634340222575517
60	5	1	-0.9550903887645246	0.9634340222575517
60	5	2	-1.0446938080136063	0.9618441971383148
60	10	1	0.9968412041458258	0.9634340222575517
60	10	2	-0.991429669582946	0.9634340222575517
70	1	1	1.0063229163706024	0.9618441971383148
70	1	2	-0.9752807719041222	0.9634340222575517
70	5	1	-0.9550903887645246	0.9634340222575517
70	5	2	-1.0446938080136063	0.9618441971383148
70	10	1	0.9968412041458258	0.9634340222575517
70	10	2	-0.991429669582946	0.9634340222575517
80	1	1	1.0063229163706024	0.9618441971383148
80	1	2	-0.9752807719041222	0.9634340222575517
80	5	1	-0.9550903887645246	0.9634340222575517
80	5	2	-1.0446938080136063	0.9618441971383148
80	10	1	0.9968412041458258	0.9634340222575517
80	10	2	-0.991429669582946	0.9634340222575517
90	1	1	1.0063229163706024	0.9618441971383148
90	1	2	-0.9752807719041222	0.9634340222575517
90	5	1	-0.9550903887645246	0.9634340222575517
90	5	2	-1.0446938080136063	0.9618441971383148
90	10	1	0.9968412041458258	0.9634340222575517
90	10	2	-0.991429669582946	0.9634340222575517
100	1	1	1.0063229163706024	0.9618441971383148
100	1	2	-0.9752807719041222	0.9634340222575517
100	5	1	-0.9550903887645246	0.9634340222575517
100	5	2	-1.0446938080136063	0.9618441971383148
100	10	1	0.9968412041458258	0.9634340222575517
100	10	2	-0.991429669582946	0.9634340222575517
---------
10	1	1	1.0063229163706024	0.9857142857142858
10	1	2	-4.394496591509543	0.7142857142857143
10	5	1	-0.9550903887645246	0.9857142857142858
