K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.65478181387017	0.9698412698412698
10	1	2	0.7797992187857579	0.9746031746031746
10	5	1	0.8004029100677781	0.9746031746031746
10	5	2	0.8651971159820364	0.9714285714285714
10	10	1	0.9129396148047587	0.973015873015873
10	10	2	0.9264931575533029	0.9714285714285714
20	1	1	0.9278211279655751	0.9714285714285714
20	1	2	0.7797992187857579	0.9746031746031746
20	5	1	0.8004029100677781	0.9746031746031746
20	5	2	0.761618061684974	0.973015873015873
20	10	1	0.9129396148047587	0.973015873015873
20	10	2	0.7639743871953868	0.973015873015873
30	1	1	0.9278211279655751	0.9714285714285714
30	1	2	0.7797992187857579	0.9746031746031746
30	5	1	0.8004029100677781	0.9746031746031746
30	5	2	0.761618061684974	0.973015873015873
30	10	1	0.9129396148047587	0.973015873015873
30	10	2	0.7639743871953868	0.973015873015873
40	1	1	0.9278211279655751	0.9714285714285714
40	1	2	0.7797992187857579	0.9746031746031746
40	5	1	0.8004029100677781	0.9746031746031746
40	5	2	0.761618061684974	0.973015873015873
40	10	1	0.9129396148047587	0.973015873015873
40	10	2	0.7639743871953868	0.973015873015873
50	1	1	0.9278211279655751	0.9714285714285714
50	1	2	0.7797992187857579	0.9746031746031746
50	5	1	0.8004029100677781	0.9746031746031746
50	5	2	0.761618061684974	0.973015873015873
50	10	1	0.9129396148047587	0.973015873015873
50	10	2	0.7947977213269001	0.9746031746031746
60	1	1	0.8138638712793839	0.973015873015873
60	1	2	0.7797992187857579	0.9746031746031746
60	5	1	0.8004029100677781	0.9746031746031746
60	5	2	0.761618061684974	0.973015873015873
60	10	1	0.9129396148047587	0.973015873015873
60	10	2	0.7947977213269001	0.9746031746031746
70	1	1	0.8138638712793839	0.973015873015873
70	1	2	0.7797992187857579	0.9746031746031746
70	5	1	0.8004029100677781	0.9746031746031746
70	5	2	0.761618061684974	0.973015873015873
70	10	1	0.9129396148047587	0.973015873015873
70	10	2	0.7947977213269001	0.9746031746031746
80	1	1	0.8138638712793839	0.973015873015873
80	1	2	0.7797992187857579	0.9746031746031746
80	5	1	0.8004029100677781	0.9746031746031746
80	5	2	0.8104818741702632	0.9746031746031746
80	10	1	0.9129396148047587	0.973015873015873
80	10	2	0.7947977213269001	0.9746031746031746
90	1	1	0.8138638712793839	0.973015873015873
90	1	2	0.7797992187857579	0.9746031746031746
90	5	1	0.8004029100677781	0.9746031746031746
90	5	2	0.8104818741702632	0.9746031746031746
90	10	1	0.9129396148047587	0.973015873015873
90	10	2	0.7947977213269001	0.9746031746031746
100	1	1	0.8138638712793839	0.973015873015873
100	1	2	0.7797992187857579	0.9746031746031746
100	5	1	0.8004029100677781	0.9746031746031746
100	5	2	0.8104818741702632	0.9746031746031746
100	10	1	0.9129396148047587	0.973015873015873
100	10	2	0.7947977213269001	0.9746031746031746
---------
10	1	1	0.65478181387017	0.927536231884058
10	1	2	0.7797992187857579	0.9130434782608695
10	5	1	0.8004029100677781	0.9130434782608695
10	5	2	0.8651971159820364	0.9130434782608695
10	10	1	0.9129396148047587	0.9130434782608695
10	10	2	0.9264931575533029	0.9130434782608695
20	1	1	0.9278211279655751	0.9130434782608695
20	1	2	0.7797992187857579	0.9130434782608695
20	5	1	0.8004029100677781	0.9130434782608695
20	5	2	0.761618061684974	0.9130434782608695
20	10	1	0.9129396148047587	0.9130434782608695
20	10	2	0.7639743871953868	0.9130434782608695
30	1	1	0.9278211279655751	0.9130434782608695
30	1	2	0.7797992187857579	0.9130434782608695
30	5	1	0.8004029100677781	0.9130434782608695
30	5	2	0.761618061684974	0.9130434782608695
30	10	1	0.9129396148047587	0.9130434782608695
30	10	2	0.7639743871953868	0.9130434782608695
40	1	1	0.9278211279655751	0.9130434782608695
40	1	2	0.7797992187857579	0.9130434782608695
40	5	1	0.8004029100677781	0.9130434782608695
40	5	2	0.761618061684974	0.9130434782608695
40	10	1	0.9129396148047587	0.9130434782608695
40	10	2	0.7639743871953868	0.9130434782608695
50	1	1	0.9278211279655751	0.9130434782608695
50	1	2	0.7797992187857579	0.9130434782608695
50	5	1	0.8004029100677781	0.9130434782608695
50	5	2	0.761618061684974	0.9130434782608695
50	10	1	0.9129396148047587	0.9130434782608695
50	10	2	0.7947977213269001	0.9130434782608695
60	1	1	0.8138638712793839	0.9130434782608695
60	1	2	0.7797992187857579	0.9130434782608695
60	5	1	0.8004029100677781	0.9130434782608695
60	5	2	0.761618061684974	0.9130434782608695
60	10	1	0.9129396148047587	0.9130434782608695
60	10	2	0.7947977213269001	0.9130434782608695
70	1	1	0.8138638712793839	0.9130434782608695
70	1	2	0.7797992187857579	0.9130434782608695
70	5	1	0.8004029100677781	0.9130434782608695
70	5	2	0.761618061684974	0.9130434782608695
70	10	1	0.9129396148047587	0.9130434782608695
70	10	2	0.7947977213269001	0.9130434782608695
80	1	1	0.8138638712793839	0.9130434782608695
80	1	2	0.7797992187857579	0.9130434782608695
80	5	1	0.8004029100677781	0.9130434782608695
80	5	2	0.8104818741702632	0.9130434782608695
80	10	1	0.9129396148047587	0.9130434782608695
80	10	2	0.7947977213269001	0.9130434782608695
90	1	1	0.8138638712793839	0.9130434782608695
90	1	2	0.7797992187857579	0.9130434782608695
90	5	1	0.8004029100677781	0.9130434782608695
90	5	2	0.8104818741702632	0.9130434782608695
90	10	1	0.9129396148047587	0.9130434782608695
90	10	2	0.7947977213269001	0.9130434782608695
100	1	1	0.8138638712793839	0.9130434782608695
100	1	2	0.7797992187857579	0.9130434782608695
100	5	1	0.8004029100677781	0.9130434782608695
100	5	2	0.8104818741702632	0.9130434782608695
100	10	1	0.9129396148047587	0.9130434782608695
100	10	2	0.7947977213269001	0.9130434782608695
