K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.7595761234862008	0.9698412698412698
10	1	2	-5.681571187423092	0.6698412698412698
10	5	1	-16.2381674995972	0.6571428571428571
10	5	2	-26.36265926767052	0.6571428571428571
10	10	1	-36.48715103574388	0.6571428571428571
10	10	2	-46.61164280381726	0.6571428571428571
20	1	1	-0.9294021500683051	0.9714285714285714
20	1	2	-5.681571187423092	0.6698412698412698
20	5	1	-16.2381674995972	0.6571428571428571
20	5	2	-26.36265926767052	0.6571428571428571
20	10	1	-36.48715103574388	0.6571428571428571
20	10	2	-46.61164280381726	0.6571428571428571
30	1	1	-0.9294021500683051	0.9714285714285714
30	1	2	-5.681571187423092	0.6698412698412698
30	5	1	-16.2381674995972	0.6571428571428571
30	5	2	-26.36265926767052	0.6571428571428571
30	10	1	-36.48715103574388	0.6571428571428571
30	10	2	-46.61164280381726	0.6571428571428571
40	1	1	-0.9294021500683051	0.9714285714285714
40	1	2	-5.681571187423092	0.6698412698412698
40	5	1	-16.2381674995972	0.6571428571428571
40	5	2	-26.36265926767052	0.6571428571428571
40	10	1	-36.48715103574388	0.6571428571428571
40	10	2	-46.61164280381726	0.6571428571428571
50	1	1	-0.9294021500683051	0.9714285714285714
50	1	2	-5.681571187423092	0.6698412698412698
50	5	1	-16.2381674995972	0.6571428571428571
50	5	2	-26.36265926767052	0.6571428571428571
50	10	1	-36.48715103574388	0.6571428571428571
50	10	2	-46.61164280381726	0.6571428571428571
60	1	1	-0.9294021500683051	0.9714285714285714
60	1	2	-5.681571187423092	0.6698412698412698
60	5	1	-16.2381674995972	0.6571428571428571
60	5	2	-26.36265926767052	0.6571428571428571
60	10	1	-36.48715103574388	0.6571428571428571
60	10	2	-46.61164280381726	0.6571428571428571
70	1	1	-0.9294021500683051	0.9714285714285714
70	1	2	-5.681571187423092	0.6698412698412698
70	5	1	-16.2381674995972	0.6571428571428571
70	5	2	-26.36265926767052	0.6571428571428571
70	10	1	-36.48715103574388	0.6571428571428571
70	10	2	-46.61164280381726	0.6571428571428571
80	1	1	-0.9294021500683051	0.9714285714285714
80	1	2	-5.681571187423092	0.6698412698412698
80	5	1	-16.2381674995972	0.6571428571428571
80	5	2	-26.36265926767052	0.6571428571428571
80	10	1	-36.48715103574388	0.6571428571428571
80	10	2	-46.61164280381726	0.6571428571428571
90	1	1	-0.9294021500683051	0.9714285714285714
90	1	2	-5.681571187423092	0.6698412698412698
90	5	1	-16.2381674995972	0.6571428571428571
90	5	2	-26.36265926767052	0.6571428571428571
90	10	1	-36.48715103574388	0.6571428571428571
90	10	2	-46.61164280381726	0.6571428571428571
100	1	1	-0.9294021500683051	0.9714285714285714
100	1	2	-5.681571187423092	0.6698412698412698
100	5	1	-16.2381674995972	0.6571428571428571
100	5	2	-26.36265926767052	0.6571428571428571
100	10	1	-36.48715103574388	0.6571428571428571
100	10	2	-46.61164280381726	0.6571428571428571
---------
10	1	1	0.7595761234862008	0.9130434782608695
10	1	2	-5.681571187423092	0.6376811594202898
10	5	1	-16.2381674995972	0.6376811594202898
10	5	2	-26.36265926767052	0.6376811594202898
10	10	1	-36.48715103574388	0.6376811594202898
10	10	2	-46.61164280381726	0.6376811594202898
20	1	1	-0.9294021500683051	0.9130434782608695
20	1	2	-5.681571187423092	0.6376811594202898
20	5	1	-16.2381674995972	0.6376811594202898
20	5	2	-26.36265926767052	0.6376811594202898
20	10	1	-36.48715103574388	0.6376811594202898
20	10	2	-46.61164280381726	0.6376811594202898
30	1	1	-0.9294021500683051	0.9130434782608695
30	1	2	-5.681571187423092	0.6376811594202898
30	5	1	-16.2381674995972	0.6376811594202898
30	5	2	-26.36265926767052	0.6376811594202898
30	10	1	-36.48715103574388	0.6376811594202898
30	10	2	-46.61164280381726	0.6376811594202898
40	1	1	-0.9294021500683051	0.9130434782608695
40	1	2	-5.681571187423092	0.6376811594202898
40	5	1	-16.2381674995972	0.6376811594202898
40	5	2	-26.36265926767052	0.6376811594202898
40	10	1	-36.48715103574388	0.6376811594202898
40	10	2	-46.61164280381726	0.6376811594202898
50	1	1	-0.9294021500683051	0.9130434782608695
50	1	2	-5.681571187423092	0.6376811594202898
50	5	1	-16.2381674995972	0.6376811594202898
50	5	2	-26.36265926767052	0.6376811594202898
50	10	1	-36.48715103574388	0.6376811594202898
50	10	2	-46.61164280381726	0.6376811594202898
60	1	1	-0.9294021500683051	0.9130434782608695
60	1	2	-5.681571187423092	0.6376811594202898
60	5	1	-16.2381674995972	0.6376811594202898
60	5	2	-26.36265926767052	0.6376811594202898
60	10	1	-36.48715103574388	0.6376811594202898
60	10	2	-46.61164280381726	0.6376811594202898
70	1	1	-0.9294021500683051	0.9130434782608695
70	1	2	-5.681571187423092	0.6376811594202898
70	5	1	-16.2381674995972	0.6376811594202898
70	5	2	-26.36265926767052	0.6376811594202898
70	10	1	-36.48715103574388	0.6376811594202898
70	10	2	-46.61164280381726	0.6376811594202898
80	1	1	-0.9294021500683051	0.9130434782608695
80	1	2	-5.681571187423092	0.6376811594202898
80	5	1	-16.2381674995972	0.6376811594202898
80	5	2	-26.36265926767052	0.6376811594202898
80	10	1	-36.48715103574388	0.6376811594202898
80	10	2	-46.61164280381726	0.6376811594202898
90	1	1	-0.9294021500683051	0.9130434782608695
90	1	2	-5.681571187423092	0.6376811594202898
90	5	1	-16.2381674995972	0.6376811594202898
90	5	2	-26.36265926767052	0.6376811594202898
90	10	1	-36.48715103574388	0.6376811594202898
90	10	2	-46.61164280381726	0.6376811594202898
100	1	1	-0.9294021500683051	0.9130434782608695
100	1	2	-5.681571187423092	0.6376811594202898
100	5	1	-16.2381674995972	0.6376811594202898
100	5	2	-26.36265926767052	0.6376811594202898
100	10	1	-36.48715103574388	0.6376811594202898
100	10	2	-46.61164280381726	0.6376811594202898
