[0.98, -0.57, -1.7]	[-2.19, 2.18, -1.07]	[-1.88, 1.55, -0.33]	[-1.6, -0.46, 2.16]	[-0.68, 1.34, 0.31]	[0.4, -1.52, -0.41]	[2.44, 0.33, 0.77]	[-1.95, -1.38, 0.55]	[2.38, 2.1, 0.46]	[1.67, 2.05, -1.29]	[-2.4, -0.33, -1.14]	[0.93, -2.1, 1.44]	[0.58, -1.28, -0.9]	[2.42, -1.73, -1.38]	[0.7, -0.55, 1.99]
[0.78, 0.25, 0.49]	[-2.14, 0.59, 1.78]	[-0.54, -0.63, -0.88]	[1.33, 1.08, -0.07]	[-1.01, 0.18, 1.29]	[-0.26, 0.8, -0.67]	[1.52, 0.49, -0.01]	[0.5, -0.15, -0.55]	[-0.62, -1.98, 1.69]	[-2.16, 0.55, 1.54]	[-0.14, 0.18, 0.59]	[1.6, -2.09, 1.66]	[0.12, -0.72, -2.05]	[2.09, 1.01, 1.11]	[0.84, 1.33, 2.43]
[0.4, 0.16, 2.43]	[-2.38, -0.43, -2.39]	[0.38, -1.85, -1.06]	[0.1, 1.03, 1.43]	[2.14, -1.71, 2.49]	[-1.84, -1.88, -1.1]	[0.57, -1.57, 2.26]	[-0.25, 0.04, 0.94]	[-1.5, -2.04, 0.91]	[-1.64, 1.05, 0.15]	[1.12, -1.5, 0.18]	[2.08, 1.11, -0.07]	[0.51, 0.57, -0.66]	[-1.72, -0.26, 0.9]	[-0.1, 1.35, 2.05]
[-2.3, 0.92, -1.64]	[0.74, -1.26, -1.95]	[-1.34, 2.02, 1.72]	[-1.32, 1.46, 1.36]	[0.9, 1.74, -1.94]	[1.13, -2.14, -1.49]	[-2.15, 1.72, 1.23]	[-0.66, 0.58, 2.18]	[-1.73, 2.0, -2.11]	[0.02, 2.02, -2.42]	[0.32, -0.36, -0.56]	[0.87, 1.63, 0.04]	[2.01, -0.28, -0.78]	[0.08, 2.17, -0.84]	[-1.38, -0.19, 1.86]
[0.92, 2.14, -1.39]	[-1.08, -1.9, -2.03]	[1.21, -2.32, 2.35]	[-0.1, 0.36, -2.17]	[1.78, 2.24, 1.11]	[-1.98, -2.31, -1.2]	[2.3, 2.31, -0.15]	[-0.07, -2.04, -0.94]	[-0.23, 2.17, -0.86]	[-1.7, -1.81, 1.74]	[2.2, -2.18, 2.27]	[-1.38, -0.63, -1.93]	[0.24, 0.12, -1.31]	[2.06, 2.08, 1.91]	[-0.99, -1.8, 1.08]
[1.43, 0.2, -0.91]	[0.64, -1.17, -1.43]	[-1.79, 2.18, 0.47]	[-1.32, -2.05, -2.12]	[1.84, -1.17, -1.12]	[0.7, -2.03, 0.81]	[-1.21, -0.81, -1.18]	[1.74, 1.52, -2.37]	[1.47, -1.06, -0.92]	[-1.59, -1.15, -0.23]	[-0.45, 1.24, 1.09]	[1.43, -1.48, -1.58]	[0.37, -0.09, 2.44]	[1.54, -2.39, -1.11]	[0.6, 1.71, -2.46]
[-2.17, 0.37, 2.18]	[1.39, 2.26, -0.51]	[0.45, -1.54, 0.39]	[-1.23, -1.04, 2.08]	[-0.13, -1.18, 0.64]	[-0.71, -1.58, 0.21]	[-0.35, -0.56, -0.94]	[0.09, 0.73, -0.39]	[-1.35, -1.87, 0.17]	[2.37, -2.27, -2.22]	[-2.19, -1.12, -0.01]	[-0.96, 1.42, 0.63]	[-0.77, 1.87, -1.92]	[-1.81, 0.17, -1.29]	[0.12, 0.61, -2.3]
[-1.05, 0.78, 2.22]	[-1.75, 1.9, -2.07]	[1.81, 0.42, 1.3]	[1.86, -1.97, 0.02]	[-1.04, -1.02, -0.64]	[-2.09, -1.79, 0.78]	[-0.97, 1.13, -1.74]	[-1.43, 1.35, 0.17]	[-1.01, -1.21, 2.11]	[1.87, 1.05, 2.18]	[-2.46, -1.36, 1.57]	[-2.35, -1.89, 1.93]	[-2.48, 2.24, -0.66]	[-0.2, 2.46, 0.46]	[0.63, -1.2, 0.12]
[-0.72, -0.24, -1.96]	[-0.02, -1.51, -0.14]	[-0.11, 2.16, 1.24]	[-1.01, -1.57, 0.72]	[0.98, 1.0, -1.32]	[0.34, 0.43, -0.81]	[-0.41, -0.46, 0.9]	[-1.24, 2.36, 1.52]	[-0.89, -0.44, -0.34]	[-0.53, 0.07, -0.12]	[-1.43, -1.17, 0.25]	[2.49, 2.46, 2.0]	[-0.39, 0.69, 0.52]	[1.99, 0.79, 0.22]	[1.92, 0.09, 0.64]
[-2.27, -1.34, 0.86]	[0.55, -0.05, 0.94]	[-0.85, -2.42, 2.13]	[2.22, -1.73, -1.27]	[-1.33, -0.36, -2.19]	[-0.46, -0.84, -1.51]	[-1.66, -2.36, -0.31]	[-1.87, 0.54, 0.23]	[1.38, -0.14, 1.1]	[-1.74, -0.37, -2.13]	[-1.46, -0.55, 1.9]	[-0.72, -0.2, 2.4]	[2.25, -0.07, 2.17]	[-0.06, -0.2, 0.95]	[0.21, 1.75, -0.8]
