[1.09, -2.27, 0.47]	[-1.63, -2.13, 1.41]	[1.92, -1.46, 2.14]	[1.25, -0.49, -0.6]	[-0.36, -1.86, -1.41]	[0.55, 0.84, 2.46]	[-0.14, -1.98, -1.56]	[-2.43, -1.96, 2.01]	[0.98, 0.62, -0.6]	[1.9, 1.9, 1.45]	[2.45, 0.22, 2.3]	[-2.13, 1.68, -0.23]	[1.49, 1.11, 0.72]	[-1.87, 1.27, 1.18]	[0.79, -1.47, 1.01]
[-0.82, 0.49, 2.39]	[2.5, -1.11, 2.42]	[-2.28, -2.41, 2.04]	[1.9, 2.24, 0.89]	[-1.04, -0.17, 2.48]	[-0.36, 0.95, -0.16]	[2.02, -0.91, -1.68]	[1.98, 1.76, -0.51]	[1.6, 2.15, -0.39]	[-0.79, -0.07, -1.96]	[1.09, -2.34, 0.42]	[0.58, -0.08, -1.48]	[2.47, 2.37, -1.71]	[-0.56, 1.99, -1.37]	[-1.85, 0.86, 1.26]
[0.7, 0.44, -0.67]	[-1.43, 0.65, 0.91]	[1.61, 0.14, -1.6]	[2.0, 2.3, 1.49]	[0.93, 1.96, -1.72]	[0.88, -0.34, -0.72]	[-1.83, -0.66, -1.72]	[-1.93, -1.86, -1.7]	[0.16, 0.59, -1.92]	[-2.27, 0.39, -1.63]	[-1.69, 1.82, 1.61]	[0.06, 2.2, -2.37]	[1.58, 0.72, -0.64]	[-2.09, -1.79, -1.55]	[-1.29, 0.45, 1.59]
[-0.1, -1.17, 1.67]	[-1.95, -0.62, 1.47]	[-1.95, -1.31, 1.65]	[2.14, -1.53, -0.1]	[0.33, 0.15, 0.67]	[-1.16, 1.8, -0.6]	[-1.53, -2.15, 1.94]	[-0.31, 1.73, 1.6]	[-2.41, -2.42, -1.96]	[-0.63, -0.7, 1.09]	[0.03, -0.11, -0.51]	[-1.99, -0.51, -1.18]	[-0.28, -1.02, 0.06]	[1.88, 0.67, -0.52]	[-2.44, 1.61, -0.92]
[-0.19, 0.09, -2.12]	[0.66, 1.69, 1.56]	[-0.53, 1.42, -2.14]	[-0.43, -1.01, 1.1]	[-0.23, -0.49, -1.67]	[2.1, 1.31, -2.22]	[0.3, 0.44, -0.15]	[-0.18, -1.22, -0.75]	[0.61, -0.37, -0.34]	[-2.38, -1.44, -0.61]	[1.47, -0.1, -0.62]	[-0.4, 2.12, -2.25]	[-1.33, -0.25, 2.37]	[1.35, -2.13, 2.17]	[0.27, 1.37, 0.23]
[0.3, 0.17, -2.36]	[-0.54, -0.07, -0.06]	[-1.19, 1.46, 2.08]	[-2.21, -0.55, 1.11]	[1.54, 1.08, 0.53]	[-1.53, 1.13, -1.03]	[-0.9, -1.46, -1.08]	[1.86, 1.53, 0.29]	[-1.17, -1.66, -0.06]	[-0.88, -1.81, 1.44]	[0.41, -2.1, -1.38]	[2.47, 1.99, 0.67]	[-1.43, 0.81, -1.91]	[-1.95, 1.69, -1.61]	[-1.89, 1.74, -1.61]
[1.52, 1.87, -1.27]	[1.9, 1.61, 2.02]	[-1.43, -0.64, 1.78]	[-0.25, 1.12, -0.09]	[-0.04, 0.72, -2.03]	[-2.07, 0.41, -0.39]	[0.91, -2.11, 0.85]	[1.15, 1.07, -0.18]	[1.54, -1.55, 1.46]	[0.41, 0.85, 1.21]	[0.99, -0.46, 0.61]	[-0.59, -1.4, 0.14]	[-1.2, -1.49, 1.63]	[2.45, -1.03, -1.9]	[-1.38, 1.13, 1.16]
[1.3, 0.81, 2.3]	[-1.64, 1.14, -2.29]	[-1.39, -1.49, 0.49]	[2.45, 1.21, -2.31]	[-2.31, 1.48, 0.85]	[2.03, 2.01, 0.57]	[-0.03, 1.99, -1.19]	[1.54, -2.16, -0.44]	[-0.62, -0.15, 1.68]	[-0.62, -0.84, 0.29]	[0.99, -0.05, 1.44]	[-0.18, 0.51, 0.73]	[-0.97, 2.09, 0.22]	[1.61, -0.49, 2.42]	[0.28, 0.0, -1.84]
[2.41, -2.06, -0.3]	[-1.12, 0.94, 2.23]	[0.66, -2.36, -0.64]	[-2.38, 1.89, 0.83]	[0.7, -0.15, -0.24]	[2.5, 0.8, -0.58]	[-2.11, -2.47, -1.62]	[-1.04, -0.12, -1.84]	[-2.08, 1.93, 1.35]	[0.32, 1.66, -1.38]	[-1.0, 1.48, -1.58]	[0.93, -1.95, 1.73]	[0.22, 1.73, -2.48]	[2.37, -0.14, 0.1]	[-1.36, 0.54, 1.55]
[0.22, 0.98, 1.71]	[2.13, 0.27, 1.72]	[-1.98, -1.13, -0.54]	[0.96, -1.76, -2.11]	[-2.16, -0.18, 0.97]	[-2.13, -2.44, 1.48]	[-1.91, -0.47, 1.87]	[-0.14, 0.81, -0.08]	[-2.26, -1.3, 1.03]	[2.29, 1.58, -0.83]	[0.75, -0.51, 2.03]	[-1.66, -1.72, -0.11]	[-2.07, -1.64, -1.2]	[-0.44, 1.7, 0.56]	[-0.13, 1.49, -0.59]
