[-0.4, -1.45, 2.41]	[-1.03, 2.38, 0.46]	[1.2, 0.15, -0.09]	[0.9, 0.17, -0.05]	[-0.26, 0.38, -1.39]	[-0.66, -0.64, -0.93]	[1.7, -1.79, 1.84]	[-2.32, -0.07, 2.35]	[-0.53, -2.46, 1.71]	[1.97, 0.12, 1.95]	[1.13, -0.82, -0.03]	[2.05, 0.83, -2.45]	[0.97, -0.07, 1.65]	[0.7, 1.7, -0.49]	[1.27, -0.57, 2.33]
[-2.07, -2.17, -0.84]	[2.43, 2.43, 2.16]	[-2.09, 1.01, -0.4]	[2.14, -0.6, 1.41]	[1.69, 0.31, 0.22]	[0.7, 2.02, 0.17]	[1.64, -1.42, 1.5]	[0.17, 1.41, 2.13]	[0.73, 1.9, 0.8]	[1.55, -1.74, 0.62]	[-0.32, -1.74, -2.48]	[-0.09, -1.88, -0.56]	[1.95, -0.06, 1.0]	[0.69, 0.82, -2.01]	[0.94, -2.29, -2.04]
[0.29, -2.37, -0.33]	[-1.61, 1.45, 1.36]	[-2.27, 1.01, -0.73]	[0.16, 1.39, 0.19]	[-2.38, 1.58, -2.33]	[-1.83, 0.65, -2.4]	[1.46, 0.31, -0.43]	[1.96, -1.33, -0.57]	[-0.08, -1.76, -1.35]	[-1.71, 2.34, -0.97]	[-1.17, -0.91, -0.23]	[-0.92, -1.79, -0.2]	[-1.03, -1.75, 0.36]	[-1.11, -0.89, -1.44]	[-1.53, 0.62, 0.3]
[0.46, -2.23, 0.73]	[-0.68, -1.03, 1.49]	[1.81, 0.71, -2.35]	[-2.38, 0.4, 0.77]	[0.02, 0.64, -0.58]	[2.24, -0.13, 1.12]	[2.36, -1.63, 2.49]	[0.55, 1.99, -1.9]	[-2.25, 2.42, 1.54]	[-1.18, -0.96, 0.23]	[1.57, -0.74, -0.91]	[-1.42, 1.66, 0.33]	[-2.16, 0.23, -0.14]	[0.95, -2.18, 1.34]	[-0.62, -0.35, -1.04]
[2.47, -2.21, 1.48]	[0.4, 1.94, 0.6]	[-1.2, 1.89, -0.61]	[-2.17, -1.55, -0.73]	[0.18, -1.89, 2.03]	[0.21, 1.63, 2.35]	[-1.44, -0.47, -0.15]	[1.73, -2.47, 1.13]	[-0.43, -0.16, 0.06]	[-2.42, -0.47, 0.22]	[-1.44, -1.38, -1.13]	[2.22, 2.03, -0.34]	[-1.14, -1.31, -2.33]	[-0.21, 2.39, -1.7]	[0.64, 0.68, 1.81]
[-1.44, -1.63, -1.07]	[-0.87, -1.0, -1.91]	[0.61, 2.5, -0.13]	[-1.7, -0.87, -2.25]	[-1.61, -0.94, -0.84]	[-0.29, 1.13, 0.91]	[-1.21, -0.17, 2.15]	[1.1, -2.44, -0.37]	[-2.38, -1.07, -0.96]	[-1.77, -1.82, 0.05]	[1.99, -1.21, -1.63]	[0.79, 1.38, -0.66]	[1.41, -0.42, -1.45]	[1.27, -1.62, 1.31]	[-1.24, -0.66, 1.95]
[1.09, 1.36, 1.79]	[1.58, -0.97, 0.28]	[-0.78, 2.13, 1.71]	[1.91, 1.67, -2.37]	[1.12, 0.53, -1.8]	[1.38, 1.03, -1.11]	[2.49, -0.1, 2.33]	[2.15, -2.3, -1.95]	[-1.38, 1.89, 2.32]	[-1.17, 0.64, 0.92]	[0.52, 0.15, -1.75]	[1.78, -0.1, -1.61]	[-1.34, 0.97, -0.54]	[2.08, -0.13, -1.57]	[1.6, -1.47, 1.51]
[-0.3, 0.98, 2.05]	[0.78, -0.04, 2.3]	[0.42, -0.91, -1.17]	[1.32, 1.74, 1.92]	[-2.42, -1.32, -0.34]	[-2.39, 1.15, -2.11]	[-0.79, 2.1, 0.18]	[-0.02, 0.02, 0.1]	[-0.22, -0.73, 1.22]	[-1.22, 1.5, 1.95]	[0.64, -2.1, -1.54]	[1.77, -0.09, 1.74]	[2.0, -0.44, 1.25]	[0.85, -0.2, 1.51]	[0.11, 1.32, -1.69]
[1.08, 2.28, -2.05]	[-0.45, 0.51, 0.52]	[-0.47, 2.33, -1.69]	[-1.73, 1.23, -0.77]	[-1.11, 0.86, 0.42]	[0.21, -2.13, -2.02]	[-0.7, -1.84, -1.75]	[0.27, 0.37, -1.02]	[0.19, 0.66, 1.6]	[0.74, 2.16, -0.47]	[1.42, -0.09, 0.53]	[-0.38, 2.3, 0.65]	[-1.62, 1.03, 1.62]	[1.13, 0.12, -1.0]	[0.44, -0.63, -1.87]
[-2.04, 0.48, 0.44]	[-0.43, 1.38, -1.19]	[0.72, 1.11, 2.4]	[0.14, 0.09, -0.7]	[-2.1, 0.58, 1.57]	[0.95, -2.1, -2.12]	[-0.56, 2.15, -1.31]	[-1.48, 1.95, 0.95]	[1.03, -1.02, -0.26]	[-1.88, -2.06, 1.24]	[0.08, -2.39, -1.15]	[-0.96, 1.41, 1.51]	[1.31, -1.54, -1.26]	[2.5, 1.89, -0.49]	[0.79, -1.03, 2.07]
