[1.88, 0.46, -2.0]	[-0.49, 0.77, 0.92]	[0.47, -0.02, -1.44]	[0.37, 1.26, 0.28]	[0.9, -0.89, -1.73]	[-0.5, 1.84, 1.97]	[-1.52, 1.18, 2.36]	[0.9, 1.88, 1.2]	[1.6, 1.77, -1.0]	[-1.41, 0.8, 2.45]	[-0.03, -0.44, 0.39]	[0.83, -0.26, 1.19]	[-0.57, 0.89, 1.5]	[0.94, -1.52, -0.79]	[-0.74, -0.82, -1.23]
[-2.49, -1.55, 0.65]	[1.72, 0.04, 0.03]	[0.78, -0.85, -1.42]	[1.51, 2.31, -1.13]	[-2.3, -1.28, 1.72]	[-2.3, 0.78, -0.74]	[0.11, -1.4, -1.08]	[-0.66, -0.48, -1.52]	[-2.48, 0.33, 0.18]	[0.4, 1.51, -0.72]	[0.8, 2.01, 0.0]	[0.61, -2.0, -1.36]	[-0.87, 0.12, 0.74]	[-1.97, 0.63, -0.39]	[-0.03, 1.37, 0.75]
[-1.33, 1.95, -2.2]	[0.93, -1.71, -0.6]	[-0.91, -1.2, 1.04]	[1.06, 0.3, 1.55]	[0.41, 0.4, -1.45]	[-1.51, 0.89, 2.2]	[1.03, -0.02, -1.18]	[1.7, -2.02, -2.16]	[0.19, -0.94, -1.09]	[0.2, 0.64, 2.12]	[0.64, 2.42, 1.56]	[-1.92, 0.34, -2.13]	[-2.48, 2.08, -1.24]	[1.03, 1.74, -0.14]	[-1.51, 1.97, 0.67]
[-1.77, -0.19, 2.01]	[0.47, -2.34, -0.57]	[-1.47, -2.41, 2.3]	[-0.46, -0.98, 0.57]	[-1.92, 0.14, -1.83]	[-2.44, -1.01, -1.25]	[0.37, -1.41, 0.79]	[-2.1, 1.15, -2.02]	[-0.82, 2.18, -1.81]	[-0.88, 0.43, 1.01]	[2.21, -1.06, 0.34]	[-2.14, 0.37, -0.39]	[1.23, 0.63, 1.76]	[0.06, -0.16, 0.17]	[0.91, -1.32, 0.66]
[1.61, -1.18, 1.36]	[-1.44, -1.98, -0.76]	[0.45, 0.59, 1.21]	[-1.93, 0.11, 0.62]	[-0.69, 1.75, -1.2]	[0.91, 0.71, -0.4]	[-0.71, 2.44, -1.66]	[-0.99, -0.56, -1.37]	[-0.64, 0.73, -0.67]	[-2.05, 0.51, -0.97]	[2.34, -0.4, 0.82]	[2.33, -2.12, 1.53]	[0.41, -0.62, -2.22]	[0.32, 0.91, -1.53]	[2.09, -0.57, 1.21]
[2.47, 1.16, 2.02]	[0.98, -0.53, -0.33]	[-1.58, 0.82, -2.45]	[-1.5, -2.37, -1.77]	[1.52, 0.35, 1.52]	[1.13, 2.3, -2.21]	[-2.13, 1.2, 0.73]	[-1.64, -0.51, 0.77]	[-1.94, 1.6, -1.69]	[-0.27, -0.35, -1.63]	[2.36, 0.76, -1.53]	[1.83, 1.52, -0.08]	[-0.59, -2.02, -2.0]	[-2.18, -0.4, -1.9]	[1.75, -1.52, -0.72]
[-0.18, 0.67, -1.2]	[1.53, -0.91, -0.76]	[-1.06, 1.67, -1.27]	[1.89, 2.16, 1.87]	[-1.7, 0.08, -0.46]	[0.37, 1.03, 0.81]	[-1.33, 1.21, 2.39]	[0.33, -2.48, 2.43]	[0.93, -0.7, -2.07]	[-0.2, -1.15, -2.2]	[2.04, 0.72, 0.17]	[0.1, 0.15, -0.96]	[1.37, -2.47, -0.04]	[-0.29, 0.61, 0.75]	[0.03, -0.68, -2.18]
[-1.45, 2.25, -2.02]	[-1.79, 0.74, -0.25]	[-0.92, 0.22, -0.4]	[-1.71, 1.08, 2.0]	[0.27, -0.45, -0.14]	[0.46, -1.47, 2.48]	[-0.68, 2.25, 0.56]	[0.96, 0.25, 0.91]	[-1.75, -0.65, 2.09]	[-0.14, -0.67, -1.1]	[2.33, -1.59, -1.87]	[-1.94, 0.39, 0.35]	[-0.71, -2.04, -0.94]	[-0.27, 1.21, -0.69]	[-1.36, 0.69, -1.43]
[2.18, -1.63, 0.47]	[-0.91, -1.75, -1.15]	[1.57, -2.43, -0.49]	[1.05, -0.84, 0.86]	[-1.19, -0.79, -1.71]	[-2.31, 1.52, -0.62]	[0.1, 1.08, 2.3]	[0.53, 2.32, 0.49]	[-1.55, -2.14, -0.67]	[-1.15, 0.22, 1.83]	[1.49, -2.46, -2.19]	[0.52, -1.25, 2.02]	[0.34, 2.05, -2.13]	[-0.02, 0.71, -0.11]	[1.81, -1.63, -2.21]
[0.12, -0.36, 1.61]	[-1.64, -0.55, -2.0]	[0.03, 1.87, -0.38]	[0.5, 1.83, 2.4]	[1.4, -1.68, 0.96]	[1.09, -0.84, 2.5]	[-1.61, 0.5, -2.16]	[-2.42, 0.89, 2.34]	[0.35, -0.33, -1.04]	[-0.23, -1.78, 1.0]	[0.7, -0.06, 0.36]	[1.99, -1.55, -0.17]	[-0.9, 0.85, 1.65]	[0.03, 1.94, 1.47]	[-1.6, -1.19, 1.06]
