[2.09, 1.84, 0.31]	[0.95, 1.54, 0.47]	[-1.26, -1.24, 2.3]	[1.85, -1.92, -0.72]	[-1.03, -1.09, -0.47]	[0.22, 1.25, -1.63]	[-0.3, 0.89, -2.17]	[1.38, 2.38, -0.87]	[-1.23, 0.83, -1.54]	[-1.77, -0.25, -1.13]	[-1.62, -1.32, 1.32]	[0.39, 2.36, 2.27]	[1.89, -1.85, 0.06]	[-2.46, 2.38, 1.26]	[-1.58, -0.33, 1.04]
[0.4, 0.62, 2.01]	[0.17, -0.16, -0.58]	[-1.51, 1.91, 0.64]	[1.02, 1.33, -1.31]	[0.08, -1.82, 1.91]	[0.55, -0.36, 2.43]	[-0.78, -1.43, -2.5]	[-1.17, -0.38, 0.31]	[0.57, -2.07, 2.22]	[-0.36, 2.3, 0.08]	[0.52, 0.52, 0.24]	[-0.39, -0.16, -1.54]	[-1.0, 1.93, -0.98]	[-1.57, 0.9, 0.41]	[-2.39, 0.14, 0.49]
[-1.27, -1.33, -1.72]	[1.73, -1.14, -1.53]	[0.67, 1.35, -1.33]	[0.85, -1.5, -1.91]	[1.81, 0.85, -1.38]	[1.9, -1.49, 0.41]	[1.53, -2.06, -1.97]	[0.78, 1.08, 0.23]	[-0.57, -0.08, 1.02]	[1.52, -2.21, 0.16]	[-2.03, 1.85, -2.04]	[-1.76, 1.31, -2.12]	[-1.78, 2.05, -1.38]	[-2.46, -2.36, 0.68]	[-1.94, 2.04, -1.78]
[1.97, -0.4, -0.96]	[1.07, -2.26, -2.07]	[0.7, 2.43, 0.05]	[2.17, -1.73, -0.19]	[-2.04, 2.14, -2.45]	[0.08, -2.28, 1.15]	[0.1, -1.31, -0.94]	[2.47, 1.27, 1.78]	[1.6, 0.55, -0.86]	[0.99, 0.39, -1.11]	[0.75, 0.83, -0.28]	[-0.4, -2.36, -0.5]	[-0.49, -2.21, -0.25]	[1.41, -0.66, 2.17]	[2.08, -2.42, -1.07]
[-2.22, 1.47, -0.55]	[2.41, 1.71, 2.46]	[2.08, -0.97, -1.71]	[-2.25, -0.88, -1.43]	[1.41, 0.16, -0.82]	[1.05, 2.04, 0.62]	[2.49, -0.38, -0.55]	[-0.09, -2.14, 0.68]	[-1.06, 1.0, 0.91]	[1.72, -1.83, 0.93]	[-0.1, 2.08, 1.34]	[-1.02, -2.04, -1.73]	[0.77, -0.05, -1.49]	[2.39, 1.94, 0.19]	[-2.26, 1.36, -0.86]
[2.34, 0.02, -1.77]	[-0.41, -0.4, 0.63]	[-1.31, -0.37, -0.71]	[-1.96, 0.89, 2.02]	[0.42, -1.52, 0.43]	[-2.15, -0.13, -0.77]	[-0.65, 1.73, 0.27]	[0.04, -1.8, -0.24]	[-1.91, -0.09, -1.04]	[0.47, -1.78, 1.82]	[0.14, 2.17, -1.01]	[2.3, 0.81, -0.92]	[-0.28, 0.79, -1.65]	[-1.74, 2.24, 0.51]	[0.46, 0.28, 1.71]
[-1.49, -0.36, -0.98]	[2.42, 0.8, 1.88]	[1.87, -2.17, 1.43]	[0.67, 1.95, 1.0]	[-0.99, -0.57, -1.73]	[1.26, -1.23, -0.32]	[-1.15, -2.39, 1.59]	[0.04, 1.51, 1.42]	[1.05, 1.52, -2.5]	[-0.57, -2.38, -0.13]	[-1.55, -1.63, 1.12]	[2.03, -0.45, 0.02]	[-1.78, -1.22, -1.21]	[0.55, 0.81, -0.85]	[1.25, 1.62, 1.43]
[0.6, 0.11, -1.07]	[-0.58, 1.86, 1.69]	[1.8, 1.96, -0.18]	[-0.72, 1.93, 0.93]	[0.48, 1.5, 0.1]	[-2.25, -2.47, 0.08]	[-0.95, -1.04, 0.47]	[2.06, 0.79, 2.04]	[2.32, -1.19, 1.08]	[-0.12, -1.36, -1.48]	[1.99, 1.01, -0.24]	[-0.25, -2.37, 0.34]	[0.93, 2.45, 2.01]	[1.2, -1.98, -1.21]	[1.08, 0.54, -1.68]
[-1.77, -1.25, 0.36]	[-1.75, 0.87, 0.98]	[1.3, -1.97, 2.26]	[-0.79, 0.27, -2.2]	[1.73, 0.07, 0.37]	[1.3, 0.58, -1.74]	[2.46, -0.14, 1.24]	[-0.3, 2.14, -1.47]	[-1.44, -0.86, 1.34]	[-1.07, -1.59, -0.6]	[0.56, -0.09, 0.27]	[-2.47, -0.28, 1.96]	[2.01, 1.2, -0.99]	[0.02, 2.39, 2.04]	[0.47, 2.42, 0.07]
[-0.16, -0.28, -1.48]	[1.11, 1.91, -1.04]	[-1.94, -0.41, -1.8]	[2.2, -0.44, 1.35]	[-2.06, 1.63, 1.19]	[-1.82, -2.12, 1.64]	[1.68, 1.73, -0.92]	[-1.9, -1.42, 0.32]	[-1.06, 0.75, -1.15]	[-2.15, 2.49, -1.47]	[-0.83, 0.51, 1.22]	[1.83, 2.06, -0.44]	[1.07, 1.78, 2.03]	[0.67, 0.92, 0.93]	[-2.31, 1.15, -0.87]
