10	20	0.9894183236025331
10	30	0.9894183236025331
10	40	0.9947070034660354
10	50	0.9999999999999959
10	60	0.994703616163725
10	70	0.9999999999999959
10	80	0.9999999999999959
10	90	0.9999999999999959
10	100	0.9999999999999959
20	30	1.0
20	40	0.9947110857064421
20	50	0.9894187947488577
20	60	0.9841240570971623
20	70	0.9894192658322591
20	80	0.9894192658322591
20	90	0.9894192658322591
20	100	0.9894192658322591
30	40	0.9947110857064421
30	50	0.9894187947488577
30	60	0.9841240570971623
30	70	0.9894192658322591
30	80	0.9894192658322591
30	90	0.9894192658322591
30	100	0.9894192658322591
40	50	0.9947072393275985
40	60	0.9894115620081406
40	70	0.9947074751576379
40	80	0.9947074751576379
40	90	0.9947074751576379
40	100	0.9947074751576379
50	60	0.9947038524783914
50	70	1.0
50	80	1.0
50	90	1.0
50	100	1.0
60	70	0.9947040887614248
60	80	0.9947040887614248
60	90	0.9947040887614248
60	100	0.9947040887614248
70	80	1.0
70	90	1.0
70	100	1.0
80	90	1.0
80	100	1.0
90	100	1.0
