10	20	0.9995275152495693
10	30	0.9676589915838856
10	40	0.9676589915838856
10	50	0.9676589915838856
10	60	0.9676589915838856
10	70	0.9995251004351636
10	90	0.9665280024785239
10	100	0.9665280024785239
20	30	0.9672466972112984
20	40	0.9672466972112984
20	50	0.9672466972112984
20	60	0.9672466972112984
20	70	1.0
20	90	0.9670614602310688
20	100	0.9670614602310688
30	40	1.0
30	50	1.0
30	60	1.0
30	70	0.9670777237152663
40	50	1.0
40	60	1.0
40	70	0.9670777237152663
50	60	1.0
50	70	0.9670777237152663
60	70	0.9670777237152663
70	90	0.9668945011581327
70	100	0.9668945011581327
80	90	0.9675940301412314
80	100	0.9675940301412314
90	100	1.0
