K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.9523037884105094	0.9634340222575517
10	1.5	0.7	0.5	0.848337354355632	0.9634340222575517
10	1.5	0.5	0.1	0.8187129461335283	0.9634340222575517
10	1.5	0.5	0.5	0.9813885042711568	0.9634340222575517
10	2	0.7	0.1	0.8187129461335283	0.9634340222575517
10	2	0.7	0.5	0.848337354355632	0.9634340222575517
10	2	0.5	0.1	0.8187129461335283	0.9634340222575517
10	2	0.5	0.5	0.9813885042711568	0.9634340222575517
20	1.5	0.7	0.1	0.8218136418360616	0.9634340222575517
20	1.5	0.7	0.5	0.9317662855255717	0.9634340222575517
20	1.5	0.5	0.1	0.8357070150605985	0.9634340222575517
20	1.5	0.5	0.5	0.9675215417412601	0.9634340222575517
20	2	0.7	0.1	0.8306548793425851	0.9634340222575517
20	2	0.7	0.5	0.9317662855255717	0.9634340222575517
20	2	0.5	0.1	0.8357070150605985	0.9634340222575517
20	2	0.5	0.5	0.9675215417412601	0.9634340222575517
30	1.5	0.7	0.1	0.9309706516339106	0.9634340222575517
30	1.5	0.7	0.5	0.9472359680550763	0.9634340222575517
30	1.5	0.5	0.1	0.8624657277412668	0.9634340222575517
30	1.5	0.5	0.5	0.9860595164860964	0.9634340222575517
30	2	0.7	0.1	0.8311824753491169	0.9634340222575517
30	2	0.7	0.5	0.9472359680550763	0.9634340222575517
30	2	0.5	0.1	0.8624657277412668	0.9634340222575517
30	2	0.5	0.5	0.9860595164860964	0.9634340222575517
40	1.5	0.7	0.1	0.8617019594082816	0.9634340222575517
40	1.5	0.7	0.5	0.9754492605901823	0.9634340222575517
40	1.5	0.5	0.1	0.8572470910573984	0.9634340222575517
40	1.5	0.5	0.5	0.9391315730945965	0.9634340222575517
40	2	0.7	0.1	0.8572470910573984	0.9634340222575517
40	2	0.7	0.5	0.9754492605901823	0.9634340222575517
40	2	0.5	0.1	0.8572470910573984	0.9634340222575517
40	2	0.5	0.5	0.9391315730945965	0.9634340222575517
50	1.5	0.7	0.1	0.8156873441708636	0.9634340222575517
50	1.5	0.7	0.5	0.9441966861819779	0.9634340222575517
50	1.5	0.5	0.1	0.8579232875382665	0.9634340222575517
