K_max	a	b	Step_size	Best Sigma	Accuracy
10	1.5	0.7	0.1	0.9416805307978504	0.9634340222575517
10	1.5	0.7	0.5	0.9799289828228135	0.9634340222575517
10	1.5	0.5	0.1	0.9416805307978504	0.9634340222575517
10	1.5	0.5	0.5	0.9445453544592821	0.9634340222575517
10	2	0.7	0.1	0.9416805307978504	0.9634340222575517
10	2	0.7	0.5	0.9799289828228135	0.9634340222575517
10	2	0.5	0.1	0.9416805307978504	0.9634340222575517
10	2	0.5	0.5	0.9445453544592821	0.9634340222575517
20	1.5	0.7	0.1	0.9268145622210512	0.9634340222575517
20	1.5	0.7	0.5	0.9436054741835789	0.9634340222575517
20	1.5	0.5	0.1	0.9268145622210512	0.9634340222575517
20	1.5	0.5	0.5	0.9684445673380179	0.9634340222575517
20	2	0.7	0.1	0.9268145622210512	0.9634340222575517
20	2	0.7	0.5	0.9436054741835789	0.9634340222575517
20	2	0.5	0.1	0.9268145622210512	0.9634340222575517
20	2	0.5	0.5	0.9684445673380179	0.9634340222575517
30	1.5	0.7	0.1	0.9307110744846087	0.9634340222575517
30	1.5	0.7	0.5	0.929995552679395	0.9634340222575517
30	1.5	0.5	0.1	0.9307110744846087	0.9634340222575517
30	1.5	0.5	0.5	0.929995552679395	0.9634340222575517
30	2	0.7	0.1	0.9307110744846087	0.9634340222575517
30	2	0.7	0.5	0.929995552679395	0.9634340222575517
30	2	0.5	0.1	0.9307110744846087	0.9634340222575517
30	2	0.5	0.5	0.929995552679395	0.9634340222575517
40	1.5	0.7	0.1	0.7635613452003266	0.9634340222575517
40	1.5	0.7	0.5	0.929995552679395	0.9634340222575517
40	1.5	0.5	0.1	0.7635613452003266	0.9634340222575517
40	1.5	0.5	0.5	0.7185078019035184	0.9634340222575517
40	2	0.7	0.1	0.7635613452003266	0.9634340222575517
40	2	0.7	0.5	0.929995552679395	0.9634340222575517
40	2	0.5	0.1	0.7635613452003266	0.9634340222575517
40	2	0.5	0.5	0.7185078019035184	0.9634340222575517
50	1.5	0.7	0.1	0.8533383960863252	0.9634340222575517
50	1.5	0.7	0.5	0.8423468462298114	0.9634340222575517
50	1.5	0.5	0.1	0.8533383960863252	0.9634340222575517
50	1.5	0.5	0.5	0.8423468462298114	0.9634340222575517
50	2	0.7	0.1	0.8533383960863252	0.9634340222575517
50	2	0.7	0.5	0.8423468462298114	0.9634340222575517
50	2	0.5	0.1	0.8533383960863252	0.9634340222575517
50	2	0.5	0.5	0.8423468462298114	0.9634340222575517
60	1.5	0.7	0.1	0.9470872167021382	0.9634340222575517
60	1.5	0.7	0.5	0.970073027754071	0.9634340222575517
60	1.5	0.5	0.1	0.9470872167021382	0.9634340222575517
60	1.5	0.5	0.5	0.9375053865530375	0.9634340222575517
60	2	0.7	0.1	0.9470872167021382	0.9634340222575517
60	2	0.7	0.5	0.970073027754071	0.9634340222575517
60	2	0.5	0.1	0.9470872167021382	0.9634340222575517
60	2	0.5	0.5	0.9375053865530375	0.9634340222575517
70	1.5	0.7	0.1	0.8280739128561722	0.9634340222575517
70	1.5	0.7	0.5	0.7160244300790461	0.9634340222575517
70	1.5	0.5	0.1	0.8280739128561722	0.9634340222575517
70	1.5	0.5	0.5	0.7160244300790461	0.9634340222575517
70	2	0.7	0.1	0.8280739128561722	0.9634340222575517
70	2	0.7	0.5	0.7160244300790461	0.9634340222575517
70	2	0.5	0.1	0.8280739128561722	0.9634340222575517
70	2	0.5	0.5	0.7160244300790461	0.9634340222575517
80	1.5	0.7	0.1	0.8125549369553667	0.9634340222575517
80	1.5	0.7	0.5	0.9287702453914722	0.9634340222575517
80	1.5	0.5	0.1	0.824992464553963	0.9634340222575517
80	1.5	0.5	0.5	0.9287702453914722	0.9634340222575517
80	2	0.7	0.1	0.8125549369553667	0.9634340222575517
80	2	0.7	0.5	0.9287702453914722	0.9634340222575517
80	2	0.5	0.1	0.824992464553963	0.9634340222575517
80	2	0.5	0.5	0.9287702453914722	0.9634340222575517
90	1.5	0.7	0.1	0.9302002861579939	0.9634340222575517
90	1.5	0.7	0.5	0.8114138855331603	0.9634340222575517
90	1.5	0.5	0.1	0.9302002861579939	0.9634340222575517
90	1.5	0.5	0.5	0.8241774278238156	0.9634340222575517
90	2	0.7	0.1	0.9302002861579939	0.9634340222575517
90	2	0.7	0.5	0.8114138855331603	0.9634340222575517
90	2	0.5	0.1	0.9302002861579939	0.9634340222575517
90	2	0.5	0.5	0.8241774278238156	0.9634340222575517
100	1.5	0.7	0.1	0.8282133036852599	0.9634340222575517
100	1.5	0.7	0.5	0.7167213842244851	0.9634340222575517
100	1.5	0.5	0.1	0.8282133036852599	0.9634340222575517
100	1.5	0.5	0.5	0.7167213842244851	0.9634340222575517
100	2	0.7	0.1	0.8282133036852599	0.9634340222575517
100	2	0.7	0.5	0.7167213842244851	0.9634340222575517
100	2	0.5	0.1	0.8282133036852599	0.9634340222575517
100	2	0.5	0.5	0.7167213842244851	0.9634340222575517
---------
10	1.5	0.7	0.1	0.9416805307978504	0.9714285714285714
10	1.5	0.7	0.5	0.9799289828228135	0.9714285714285714
10	1.5	0.5	0.1	0.9416805307978504	0.9714285714285714
