Reflection: 0
Expansion: 0
OuterContraction: 0
InContraction: 0
Shrink: 100
K_max	Best Sigma	Accuracy
10	0.21311565737858085	0.9348171701112877
20	0.21311565737858085	0.9348171701112877
30	0.21311565737858085	0.9348171701112877
40	0.21311565737858085	0.9348171701112877
50	0.21311565737858085	0.9348171701112877
60	0.21311565737858085	0.9348171701112877
70	0.21311565737858085	0.9348171701112877
80	0.21311565737858085	0.9348171701112877
90	0.21311565737858085	0.9348171701112877
100	0.21311565737858085	0.9348171701112877
---------
10	0.21311565737858085	0.9714285714285714
20	0.21311565737858085	0.9714285714285714
30	0.21311565737858085	0.9714285714285714
40	0.21311565737858085	0.9714285714285714
50	0.21311565737858085	0.9714285714285714
60	0.21311565737858085	0.9714285714285714
70	0.21311565737858085	0.9714285714285714
80	0.21311565737858085	0.9714285714285714
90	0.21311565737858085	0.9714285714285714
100	0.21311565737858085	0.9714285714285714
