Reflection: 1
Expansion: 0
OuterContraction: 3
InContraction: 1
Shrink: 95
K_max	Best Sigma	Accuracy
10	0.9312111622701862	0.9634340222575517
20	0.9312111622701862	0.9634340222575517
30	0.9312111622701862	0.9634340222575517
40	0.9312111622701862	0.9634340222575517
50	0.9312111622701862	0.9634340222575517
60	0.9312111622701862	0.9634340222575517
70	0.9312111622701862	0.9634340222575517
80	0.9312111622701862	0.9634340222575517
90	0.9312111622701862	0.9634340222575517
100	0.9312111622701862	0.9634340222575517
---------
10	0.9312111622701862	0.9857142857142858
20	0.9312111622701862	0.9857142857142858
30	0.9312111622701862	0.9857142857142858
40	0.9312111622701862	0.9857142857142858
50	0.9312111622701862	0.9857142857142858
60	0.9312111622701862	0.9857142857142858
70	0.9312111622701862	0.9857142857142858
80	0.9312111622701862	0.9857142857142858
90	0.9312111622701862	0.9857142857142858
100	0.9312111622701862	0.9857142857142858
