[-2.38, -2.13, 2.07]	[0.71, -2.48, -1.06]	[-2.43, -0.44, 1.16]	[1.46, 0.7, -0.89]	[-0.79, -1.39, 0.52]	[1.01, 1.89, -0.78]	[-0.78, 0.94, 0.86]	[-0.73, -2.49, 0.1]	[2.07, 2.5, -2.29]
[-0.23, -0.79, 2.22]	[0.33, 0.26, -1.53]	[-1.53, -2.38, 2.28]	[-1.2, 0.53, -2.41]	[-1.55, -0.37, -0.66]	[1.93, -0.68, 2.31]	[-1.66, 0.13, 0.48]	[-1.45, -1.4, -2.47]	[-0.36, 1.67, 0.93]
[-1.1, 1.73, -1.63]	[-1.01, 0.32, -0.95]	[-0.27, 0.74, -1.44]	[-1.87, -1.99, 0.37]	[-0.16, -0.79, -1.88]	[2.22, -1.73, 0.37]	[1.53, 1.24, 1.79]	[2.09, -1.83, 0.76]	[-2.29, -0.27, -0.33]
[-1.96, 1.26, 2.22]	[-0.58, -2.5, 1.22]	[-0.02, 0.83, 0.18]	[2.2, -0.41, -1.62]	[-0.48, 0.69, 2.14]	[1.35, 1.23, -0.46]	[0.32, 1.97, 2.19]	[-0.37, 0.7, 0.48]	[0.69, 0.18, -1.1]
[-0.53, -2.42, 2.44]	[1.24, -1.09, 1.22]	[-1.18, 0.84, 1.57]	[1.92, -0.06, -0.44]	[-2.29, 0.57, -1.97]	[1.29, -2.4, -0.98]	[0.88, 0.96, -0.89]	[-0.84, -1.96, -0.55]	[2.01, 1.87, -1.59]
[0.7, -1.09, -1.37]	[-0.39, 0.41, 1.31]	[0.9, -1.22, -0.83]	[1.63, 0.48, 1.08]	[1.5, -1.39, -2.32]	[2.26, 1.17, -1.2]	[2.11, 0.34, -2.34]	[-2.13, -1.32, 1.3]	[-0.26, -0.55, -2.34]
[0.03, 0.11, 0.56]	[0.38, 0.5, 2.26]	[-1.21, -0.02, -1.16]	[-0.52, -2.01, -2.25]	[1.57, 1.71, 1.99]	[0.99, 0.06, -0.85]	[-0.49, 0.23, -0.95]	[-2.29, 2.24, -0.36]	[-0.03, -2.44, 2.39]
[0.89, 1.98, 0.1]	[-2.14, 1.62, -0.82]	[-0.63, 1.83, 1.26]	[1.91, -1.23, -1.76]	[0.17, -2.27, 0.76]	[-0.43, -0.63, -0.27]	[-2.18, 0.39, -0.69]	[-2.11, 0.63, -0.37]	[2.38, -0.2, -0.85]
[-1.49, 1.92, 1.75]	[-0.14, 2.01, -2.02]	[-1.75, 1.98, 0.91]	[-1.07, -1.25, -1.91]	[2.26, 2.22, -0.86]	[0.28, -0.33, 0.48]	[1.43, -1.0, -0.47]	[-1.8, 1.91, -0.45]	[-1.48, -0.36, -0.78]
[1.45, 2.43, 0.56]	[0.27, -0.57, 1.73]	[1.97, -1.4, -1.95]	[1.42, 1.74, -0.43]	[-2.25, 0.61, 0.86]	[1.35, 1.7, -1.21]	[0.26, -1.3, -2.23]	[1.44, -1.57, -0.65]	[-1.59, -0.75, 1.13]
