[-2.36, -1.1, 0.4]	[-0.42, 0.11, -0.67]	[-0.4, -1.23, 2.28]	[1.78, 2.49, -1.72]	[1.82, -1.4, 1.38]	[-2.01, -1.52, -1.1]	[-1.03, -0.23, -2.08]	[0.44, 2.18, -0.77]	[-2.02, 0.57, -1.84]
[-2.16, -2.37, 1.66]	[1.32, -0.96, 1.84]	[-1.05, 0.61, -1.21]	[2.32, -0.17, 0.78]	[-0.46, 2.49, 0.84]	[-2.28, 0.37, 0.45]	[0.1, 2.02, 1.12]	[-2.38, 0.07, 0.93]	[-2.04, 1.04, -1.03]
[1.87, -1.94, -2.23]	[-2.44, -2.33, -1.87]	[-2.33, -2.48, -2.35]	[-1.0, -2.43, -0.62]	[-1.22, -1.89, 1.05]	[1.89, -1.19, 1.1]	[1.35, 2.38, 1.71]	[2.41, 1.16, 1.7]	[1.12, 0.8, 0.13]
[0.15, -1.03, -0.68]	[-1.62, -2.26, 2.04]	[-2.26, 0.74, 0.56]	[-0.57, -1.29, -0.24]	[1.2, -0.41, 2.3]	[1.42, 0.59, 0.94]	[2.01, -1.13, 1.24]	[-0.21, -0.11, -0.75]	[2.0, 2.0, 2.33]
[-0.13, 0.49, -0.03]	[-2.41, 2.02, 2.21]	[1.55, -0.03, 0.32]	[-1.09, -1.04, 0.89]	[-1.88, -1.99, -1.18]	[1.88, -1.68, 0.78]	[0.07, 0.42, -2.27]	[-1.81, -1.27, -0.67]	[1.12, 0.42, 2.19]
[-2.3, -2.27, -1.33]	[-1.91, 1.63, 2.16]	[1.27, 2.28, 1.74]	[-0.83, -2.37, 0.69]	[2.16, -1.81, -0.21]	[-1.24, -1.43, 0.54]	[-1.27, -0.19, -1.75]	[-1.69, 1.43, -0.61]	[-0.62, -2.34, -1.68]
[-2.03, 1.74, 1.71]	[-0.57, 2.02, 1.93]	[-0.76, 0.34, -0.45]	[-0.21, -0.61, 2.08]	[-2.46, -1.13, -1.28]	[0.48, -1.15, 0.47]	[-0.58, -1.56, -0.12]	[0.07, 1.9, 0.3]	[1.25, -1.69, 1.55]
[1.78, -1.82, -1.71]	[1.04, -2.17, -0.51]	[-2.2, -0.12, 0.81]	[-1.5, -2.28, 1.22]	[0.54, 1.08, 0.4]	[-1.76, -0.39, -1.51]	[-0.25, -1.93, -1.95]	[2.19, 1.31, -2.44]	[1.1, -1.33, -1.33]
[1.0, 1.68, -1.81]	[1.15, -0.14, 1.51]	[-1.83, 1.64, -0.73]	[1.79, -1.28, -0.42]	[-1.82, -0.47, 1.4]	[-1.2, -1.08, -0.43]	[1.22, 1.39, -0.01]	[-0.52, 2.14, 0.07]	[0.42, 1.41, 0.64]
[-2.49, -1.96, -1.84]	[2.44, 0.01, -0.5]	[-2.23, 2.1, 2.16]	[-2.16, -0.12, -0.04]	[1.89, 1.48, 1.64]	[-1.05, -0.45, -1.49]	[-2.2, 1.95, -1.89]	[-1.32, 0.54, 0.15]	[1.15, -0.34, -1.32]
