[1.87, -1.85, -2.22]	[-0.79, -1.57, -2.48]	[0.8, -1.75, 2.06]	[-0.79, 0.82, 1.96]	[-2.11, 1.02, -0.15]	[-0.97, -1.9, -2.39]	[-2.32, -1.84, -0.72]	[-0.12, -2.43, -2.39]	[0.53, 1.35, -1.55]
[-0.96, 0.58, -1.55]	[-0.76, 0.54, 2.12]	[-1.98, 0.95, 0.41]	[2.27, 0.14, -1.71]	[-0.09, 0.99, -0.66]	[-0.54, 2.35, -1.97]	[1.66, 1.39, 0.69]	[0.02, 1.57, 2.16]	[-0.45, -0.2, 0.38]
[2.45, -2.15, -1.91]	[-1.44, -0.66, 0.1]	[0.39, 1.06, 0.77]	[1.34, 0.64, -1.42]	[-1.9, -0.2, 1.67]	[-1.9, 1.23, -0.68]	[1.12, -0.6, -0.26]	[0.7, -0.59, -1.81]	[-1.03, -1.41, 1.35]
[0.28, 2.32, 0.94]	[0.3, 0.59, -2.06]	[-0.78, 1.77, 2.34]	[1.04, 0.47, 2.0]	[-0.93, 1.98, -0.21]	[-1.01, -2.47, 1.68]	[0.18, -1.58, -2.17]	[0.94, -1.01, -0.18]	[0.39, -1.81, -0.99]
[-0.71, 2.02, 1.13]	[0.15, 1.99, -2.02]	[-1.32, -1.32, -0.82]	[0.55, -0.53, 2.29]	[-1.37, -0.1, -2.05]	[-1.15, -0.82, 1.75]	[-1.15, -2.5, 0.76]	[-2.17, -0.28, 2.42]	[-2.21, 1.9, 1.32]
[0.05, -0.5, 2.24]	[-2.38, 0.0, 1.41]	[2.22, -0.37, 0.79]	[0.09, 1.47, 1.87]	[0.89, 0.49, -0.41]	[-0.7, -0.27, 2.07]	[-2.1, -1.76, 1.34]	[1.91, -0.06, 2.16]	[1.69, -1.4, -1.62]
[0.82, -0.29, -2.14]	[-0.93, -0.17, 1.25]	[-2.4, -1.03, 0.26]	[1.32, -2.08, 2.32]	[0.23, 2.41, -2.05]	[2.01, -0.53, 0.0]	[-0.26, 1.59, -1.11]	[1.42, -0.21, 1.71]	[1.57, 1.49, -1.76]
[2.28, -1.1, 1.27]	[-0.13, -1.88, 1.87]	[-2.08, 1.85, 2.04]	[0.44, -0.6, -2.47]	[1.86, -1.96, -2.16]	[-0.39, -1.16, -1.02]	[0.32, 0.8, -2.05]	[2.18, -0.49, -1.28]	[-2.01, 2.1, -0.43]
[-1.21, -2.4, 2.25]	[-0.82, 2.3, 1.09]	[-1.52, -1.4, 1.06]	[-1.85, -0.11, -0.69]	[0.87, -0.29, -1.69]	[1.21, 1.91, -0.74]	[-1.52, 1.72, 0.78]	[2.25, 2.06, 0.38]	[-1.58, 1.84, -1.42]
[0.97, 0.97, 2.01]	[-1.15, -2.28, 0.09]	[0.84, -1.19, -1.51]	[0.67, -1.05, 1.49]	[2.17, -2.22, -1.85]	[-1.42, -1.01, -0.89]	[1.1, -0.31, -1.32]	[1.88, 0.13, 1.42]	[2.31, -1.07, 1.2]
