[-1.49, -1.88, -0.34]	[1.04, -2.02, -2.33]	[-1.31, -2.24, -0.82]	[-1.79, -1.86, -1.03]	[-2.47, -2.08, -2.16]	[0.33, -2.16, 0.74]	[-1.56, 0.66, -1.73]	[-0.19, -1.15, 2.04]	[-2.34, 0.68, 1.69]
[1.81, 1.66, 0.8]	[0.09, 1.5, -0.76]	[-0.43, -0.03, 0.26]	[2.0, -0.51, -2.18]	[-0.4, -1.36, 2.01]	[-1.08, 0.3, -0.03]	[-2.42, -2.47, -2.23]	[-1.39, -1.3, 2.1]	[-1.48, -0.87, -2.45]
[1.49, -1.16, 1.69]	[1.64, -0.11, 1.05]	[1.85, -1.19, -2.43]	[1.1, -1.26, -0.63]	[1.66, -0.61, -0.15]	[1.11, 1.99, -0.4]	[-2.38, -2.28, 0.31]	[-1.11, -1.07, -0.41]	[0.9, 2.09, 1.4]
[-1.01, 0.8, -1.64]	[0.15, -1.41, 0.64]	[1.99, -1.35, 1.02]	[-1.12, -0.95, -0.8]	[-0.3, -1.17, 0.6]	[0.84, 1.96, 0.59]	[1.91, 0.13, 0.13]	[1.59, 1.76, 0.36]	[0.12, -2.5, 0.04]
[2.21, 0.04, -2.24]	[-2.1, 1.3, -0.5]	[0.29, 0.59, -1.3]	[-1.7, 1.31, -1.31]	[-0.53, 0.97, 0.29]	[-1.46, 2.12, -0.48]	[-1.38, -0.96, -1.38]	[0.5, -0.82, -2.38]	[-1.71, 0.9, 0.63]
[0.33, 0.83, 0.9]	[0.47, -1.44, -0.69]	[-0.47, -1.83, 2.23]	[-2.42, 1.26, 1.43]	[1.09, -1.29, 1.19]	[1.13, 0.48, -1.85]	[-2.04, -1.82, -0.89]	[2.46, 1.08, -1.77]	[1.72, 1.03, -0.89]
[0.75, -1.24, -2.06]	[-2.28, 0.41, 1.51]	[2.1, 0.11, -2.26]	[1.9, 2.26, 1.55]	[-0.98, 0.03, 2.13]	[0.3, -1.01, 1.46]	[-0.95, -1.31, 2.13]	[-0.41, -0.44, 0.47]	[-1.8, -0.2, 1.88]
[0.49, -0.21, -2.46]	[0.76, 1.95, -2.27]	[-2.13, 1.54, 2.03]	[-0.16, 2.24, -0.71]	[-0.5, -1.48, 0.95]	[0.14, -1.2, -1.27]	[1.47, -0.31, -1.41]	[0.56, -0.32, 0.2]	[2.02, -1.96, 1.73]
[-0.05, 2.37, 1.96]	[-0.87, 1.63, 0.47]	[0.61, 0.25, 1.31]	[0.09, -1.81, 0.96]	[1.92, -1.37, -0.06]	[0.2, -1.52, -2.11]	[-1.12, 2.26, 1.18]	[1.38, 1.45, -1.32]	[-0.39, 0.46, -2.29]
[-1.02, 0.83, -1.28]	[0.25, -1.81, -1.36]	[0.22, 1.96, -1.05]	[1.95, -0.04, 1.37]	[-1.67, 0.77, -1.4]	[1.75, -1.94, -1.96]	[-2.25, -1.71, -0.74]	[0.9, -0.12, -1.46]	[-1.27, -2.21, -1.07]
