[0.0, -1.64, -1.9]	[-2.27, 2.18, -2.4]	[-1.75, -2.13, 1.88]	[-2.39, 0.74, -2.2]	[-2.16, 1.84, 1.63]	[0.87, -1.65, -1.83]	[2.32, 0.55, -2.33]	[1.44, 2.0, -0.76]	[0.34, -0.44, 1.55]
[-0.72, -0.14, 0.93]	[2.11, -0.13, -1.18]	[-2.41, 1.2, 2.37]	[0.37, 2.16, -1.35]	[-2.27, 0.46, -1.46]	[2.0, 1.94, -1.5]	[1.66, 1.77, 1.32]	[-1.81, -1.32, -2.0]	[1.72, 0.56, 1.38]
[-2.21, 1.82, 1.17]	[1.3, 0.55, -1.17]	[0.45, 1.72, -1.43]	[-1.84, -1.4, -1.08]	[-1.69, 0.99, -0.84]	[2.3, -2.33, -1.52]	[1.4, 1.61, -2.06]	[0.66, -2.16, 1.67]	[1.7, 2.41, -0.84]
[-0.54, -1.13, -0.74]	[0.17, -1.29, 1.83]	[1.97, 0.39, 2.48]	[0.47, -0.65, 0.37]	[-2.26, 2.22, 2.0]	[-1.62, 0.36, 1.08]	[-2.47, -0.77, 0.69]	[-0.7, -0.67, 2.19]	[0.5, -0.86, -0.14]
[-1.16, 2.13, 2.35]	[-2.38, 1.2, -1.11]	[-0.67, 0.54, 0.24]	[1.18, 1.51, 0.28]	[2.45, -1.83, 0.44]	[-1.69, 1.98, 1.33]	[2.11, -1.66, -1.95]	[-1.08, 2.15, 1.63]	[-0.55, 1.51, 1.49]
[1.1, 0.1, 0.87]	[-0.43, -2.24, 1.75]	[-2.27, 0.27, -1.76]	[0.57, -0.87, 0.21]	[-1.57, 2.48, -1.29]	[1.06, -1.31, 2.38]	[2.22, 0.06, -0.23]	[2.07, -0.93, 1.34]	[2.48, -1.16, 1.2]
[-1.03, -0.92, 1.77]	[2.46, 0.55, 0.46]	[-0.85, -2.22, -1.62]	[1.37, -1.7, -0.47]	[1.42, 2.07, -0.81]	[0.88, -2.01, -0.55]	[1.62, 0.88, -1.65]	[2.45, 0.81, -0.37]	[1.79, 1.58, 1.43]
[2.07, 1.39, -0.99]	[0.2, 0.3, 1.95]	[-0.6, 2.12, 0.67]	[1.37, 1.1, 2.05]	[-1.75, -0.44, 1.77]	[-0.02, -1.49, 1.38]	[-0.72, -1.59, -2.31]	[1.65, 1.93, -0.84]	[2.29, -1.48, 0.02]
[2.32, 1.47, -2.29]	[0.41, -2.0, -1.97]	[-1.04, -0.55, 0.85]	[0.6, -1.14, -0.92]	[2.49, -0.96, -1.34]	[0.2, 2.09, -0.54]	[-0.49, 2.11, -1.24]	[1.14, 2.47, 2.14]	[-0.78, 1.9, -1.77]
[1.32, 1.65, 2.17]	[0.32, 0.53, -1.88]	[0.59, 1.1, -0.87]	[-2.47, -2.2, 2.02]	[1.63, 0.3, -2.15]	[-2.0, -2.24, 0.6]	[-2.05, -0.37, 1.38]	[0.22, -1.67, 2.09]	[1.35, -0.76, -1.55]
