[0.83, 2.09, 2.17]	[-2.19, 1.95, 2.18]	[0.52, -1.06, -0.26]	[2.34, -2.5, -1.67]	[0.02, -0.56, 1.21]	[-2.19, -1.16, 1.01]	[2.26, 0.72, 1.83]	[0.76, -2.45, 1.14]	[0.59, 2.15, 1.6]
[1.0, 2.21, -2.38]	[1.46, 1.88, -0.65]	[-1.07, -2.28, 1.97]	[0.25, -0.57, -0.36]	[-0.29, 0.65, -1.57]	[-0.44, 0.09, 1.77]	[-0.84, 0.01, -1.77]	[0.2, 0.24, 1.83]	[-0.18, -1.62, 2.39]
[0.4, 1.31, 0.01]	[-0.06, -1.65, -0.28]	[-0.89, 0.98, 1.0]	[2.34, -0.23, -0.36]	[-0.5, -1.11, 2.46]	[1.68, -0.3, 0.72]	[1.82, -1.1, 1.2]	[-1.7, 1.2, -1.59]	[1.44, -1.16, 2.23]
[1.02, 1.25, 1.02]	[-1.49, -2.41, 1.58]	[1.51, -1.46, -0.71]	[-1.46, -1.86, -1.13]	[-1.27, 1.34, -1.1]	[-2.24, 2.33, -2.38]	[1.88, 2.4, -0.43]	[0.7, -1.49, -1.5]	[1.43, -0.37, 0.19]
[0.32, 1.87, 1.33]	[-0.03, -0.11, 2.03]	[0.79, 0.83, -0.29]	[0.28, -0.11, -1.12]	[0.32, -1.25, 0.52]	[1.53, 1.71, -0.21]	[-0.2, 2.17, 1.95]	[-0.33, -0.23, 1.52]	[1.74, 0.4, -1.29]
[0.23, 1.81, -0.39]	[-1.89, 0.31, 0.01]	[2.03, -0.47, -1.0]	[-0.6, -1.68, 1.59]	[-2.34, -0.68, -0.96]	[-0.82, 1.39, 0.46]	[-1.8, 1.17, -1.76]	[0.12, 1.02, 0.37]	[-1.59, -0.62, 1.78]
[1.01, -1.13, 1.71]	[2.06, 0.93, 1.88]	[1.76, -0.6, 0.97]	[0.88, 0.12, -1.57]	[-0.22, -1.29, 2.46]	[-1.56, -0.53, 1.16]	[-0.32, -2.41, 1.97]	[0.78, -1.82, -0.22]	[-0.97, -1.11, 0.64]
[-1.0, 2.1, -2.5]	[-0.93, -0.94, 1.63]	[-0.35, -2.38, 0.24]	[0.88, 0.7, 1.27]	[-2.18, 0.9, -0.61]	[1.53, -1.89, -0.63]	[0.69, 0.65, 2.16]	[0.35, 0.33, -2.33]	[1.53, 0.06, 0.14]
[-1.12, 2.15, -1.57]	[-0.5, 1.44, 0.97]	[0.23, 2.37, 0.68]	[1.96, 0.57, 2.46]	[0.03, -1.59, -0.23]	[-2.08, -1.68, 1.52]	[-2.14, -2.14, 1.25]	[0.6, -0.46, -1.11]	[-2.0, -0.01, 0.33]
[0.19, -1.88, -1.83]	[-1.84, -2.12, 0.88]	[-2.38, 1.38, 1.85]	[2.31, -1.83, 0.09]	[-1.78, 2.11, 1.03]	[1.3, -1.74, 1.56]	[-2.26, 1.98, 0.89]	[0.89, 1.51, 1.25]	[2.37, 0.86, 2.18]
