[0.3, 0.92, -0.13]	[-1.17, 0.58, 1.36]	[1.99, -0.3, 1.72]	[1.0, 1.77, -1.84]	[-0.87, -2.12, -0.74]	[2.27, 2.2, 0.63]	[-1.85, -0.23, -0.15]	[-0.31, -0.37, -0.68]	[-0.13, -1.13, 0.18]
[-0.77, 0.6, 1.52]	[1.21, 1.49, -0.68]	[1.94, 0.87, -2.28]	[2.43, -0.23, 1.91]	[1.39, 1.88, 2.02]	[-1.74, 1.63, 0.13]	[1.4, 0.19, -1.81]	[1.15, -0.65, -1.14]	[1.24, 0.06, 1.2]
[-0.77, 0.72, 0.59]	[-0.45, -0.81, 1.59]	[0.11, -1.17, -0.43]	[2.31, -1.98, 0.42]	[1.06, -0.41, 1.31]	[1.63, -0.87, 1.79]	[-0.82, 2.06, -1.86]	[-0.83, 2.33, -0.88]	[0.62, -2.47, -2.09]
[0.1, -0.9, -2.12]	[0.35, 0.77, -1.72]	[0.68, 0.3, -2.0]	[2.31, 0.21, 2.2]	[-2.35, 0.88, -0.03]	[-1.74, 0.17, 0.48]	[1.28, 0.46, -2.39]	[2.05, 1.17, 0.51]	[-1.86, 0.14, -1.01]
[-1.74, -1.41, 2.2]	[-0.18, 1.48, 1.04]	[-1.36, 0.41, -1.58]	[0.22, 0.95, -1.0]	[-1.71, 1.35, 0.2]	[-0.52, 1.96, -0.91]	[-2.1, 1.44, 0.84]	[-0.25, -0.14, 1.1]	[-0.73, 1.18, 0.05]
[-0.92, -0.76, -0.44]	[-2.21, 2.27, -0.28]	[-1.88, -1.01, -2.13]	[2.12, -0.4, 2.37]	[-0.8, -0.62, -1.41]	[-0.36, -0.7, -1.52]	[-1.61, 0.53, -0.82]	[0.84, -1.45, 0.49]	[0.05, -2.49, -0.89]
[2.06, 1.65, -1.51]	[-0.33, 1.12, 1.51]	[1.6, 0.78, -1.36]	[0.48, -0.96, -1.69]	[-0.52, -1.19, -2.29]	[0.21, 2.07, 1.73]	[1.29, -1.86, 2.04]	[-0.53, 0.04, -1.25]	[0.99, -0.14, -0.73]
[2.37, -1.46, 0.48]	[0.46, 1.48, -0.3]	[0.36, 1.38, 0.79]	[-2.34, 2.12, 2.1]	[-2.23, 0.8, 1.61]	[1.39, 0.19, 2.07]	[-1.28, 1.01, -0.21]	[0.09, -0.74, -1.65]	[-0.76, -1.54, -2.37]
[1.27, 1.61, 1.8]	[0.29, -1.04, -0.06]	[-1.33, -0.88, -0.1]	[1.57, 0.57, 1.07]	[-1.88, -1.69, 0.98]	[-1.27, -0.43, 0.69]	[-2.45, -1.44, 0.55]	[-1.7, -0.71, 0.2]	[-1.87, -1.11, -0.53]
[1.81, -1.99, 0.27]	[-1.18, 1.63, 2.09]	[0.3, -1.64, -1.27]	[-1.16, 1.86, -1.34]	[-1.84, -1.61, 1.88]	[-1.55, 1.06, -2.29]	[-1.25, -1.05, -1.28]	[-0.93, 1.81, -0.58]	[-0.32, 1.38, 0.87]
