[-2.48, -0.19, -0.17]	[1.44, 0.1, 2.04]	[-1.52, 1.17, -0.56]	[-2.32, -0.41, -1.09]	[-0.92, 2.09, -2.01]	[2.23, 2.1, 1.49]	[-1.48, -1.9, 1.56]	[-2.34, -0.6, 1.89]	[-2.32, -0.1, -2.15]
[-2.08, 2.45, 0.58]	[1.8, 1.99, -2.25]	[-1.92, 1.26, -0.78]	[-1.04, 1.86, -1.69]	[2.1, -0.77, 2.34]	[-0.56, -1.23, 0.28]	[0.39, -1.18, 2.37]	[1.78, -1.15, -1.97]	[1.49, 2.41, 0.42]
[1.83, 2.07, 0.9]	[-0.73, 0.32, -0.21]	[-1.48, -2.14, -2.3]	[1.54, 0.86, 1.56]	[2.21, -2.12, -0.78]	[-1.9, 1.21, 1.38]	[-0.17, 0.98, 1.01]	[2.5, -2.42, 1.58]	[-0.33, 1.06, 2.37]
[-1.86, -1.06, 2.0]	[-1.6, -0.22, -2.07]	[-2.36, 2.19, -0.42]	[0.8, 2.04, 1.11]	[0.53, -2.36, 2.34]	[2.14, -0.43, 0.31]	[2.36, 1.1, 1.24]	[2.39, -1.47, -2.25]	[2.06, 1.89, -0.35]
[-1.36, -2.5, -1.01]	[1.95, 2.34, 1.0]	[0.72, 1.98, 2.11]	[-1.15, -0.37, -0.25]	[1.47, 0.83, 1.5]	[-1.43, -1.76, 0.35]	[1.25, 1.56, 1.97]	[-0.49, -1.66, 1.13]	[-2.38, 0.28, 2.02]
[-1.65, 2.3, 1.9]	[0.28, 0.45, 1.62]	[-0.96, -1.1, 1.85]	[0.78, -1.27, -0.63]	[0.34, 1.1, -2.49]	[-0.47, -1.39, -0.41]	[-1.35, 2.29, -0.26]	[-2.35, 0.95, 1.49]	[1.92, 1.9, 1.48]
[1.92, 0.57, 1.23]	[-0.96, -1.61, 1.45]	[2.46, -0.35, 1.21]	[-1.0, 0.66, -1.1]	[-0.01, -2.05, 0.58]	[1.26, -1.99, -2.01]	[0.43, -2.47, 0.95]	[-1.39, -2.04, -2.21]	[0.53, -1.72, 1.62]
[-0.78, 0.92, -0.5]	[-0.78, 0.04, -0.83]	[-1.58, 1.14, -0.97]	[2.0, -0.72, 1.21]	[1.69, -1.07, 0.42]	[0.89, -1.47, 0.57]	[-0.38, 1.77, 0.47]	[-1.33, -0.94, 0.22]	[0.02, 0.11, 0.13]
[-0.76, -0.79, -0.25]	[0.33, 2.27, -2.03]	[0.88, -1.8, -1.76]	[1.88, 0.62, -0.23]	[-0.99, 0.59, -2.22]	[-1.12, -1.56, -0.39]	[1.15, -1.17, -0.8]	[0.33, 2.07, -0.13]	[0.88, 1.02, 1.5]
[-2.3, 0.61, 1.18]	[-2.08, -0.53, -2.03]	[-0.24, 0.73, 1.49]	[0.03, -2.01, -1.12]	[1.9, -0.4, -1.87]	[-1.66, -1.37, 1.68]	[0.76, 0.75, 0.97]	[-1.8, 1.11, 0.62]	[2.2, -0.21, -2.1]
