[1.63, 0.95, 0.37]	[-0.57, -0.95, -2.16]	[-0.88, -0.52, 1.2]	[-1.69, 1.23, -1.6]	[0.44, 1.16, 0.93]	[-0.51, 0.01, 1.59]	[-1.38, 1.41, 2.43]	[0.15, -0.63, 0.2]	[1.13, 0.4, 2.42]
[-0.57, -0.03, -2.0]	[0.22, -0.53, 2.35]	[-1.71, -0.52, 0.08]	[-2.12, -0.34, 1.95]	[-0.24, 1.69, -1.41]	[0.1, -0.57, -1.83]	[1.21, 1.37, 1.48]	[0.59, 0.84, 0.28]	[-1.33, -2.02, 0.53]
[-0.98, 0.61, -1.88]	[-2.13, 2.18, -2.18]	[-1.67, -0.14, 2.33]	[1.31, -0.74, -1.34]	[-1.19, 0.55, -0.32]	[-0.93, -1.65, 1.44]	[1.8, -2.22, -0.07]	[0.53, -0.3, 1.1]	[-1.25, -2.38, -1.57]
[-1.2, -0.35, -1.04]	[0.91, 1.86, 1.26]	[-2.33, 1.06, 0.99]	[-1.38, 2.14, 0.94]	[-0.84, -0.57, -1.91]	[0.74, -1.99, 2.2]	[-0.99, -2.2, 1.27]	[-1.97, 1.98, 2.11]	[-0.02, 0.39, 1.57]
[0.96, -0.24, 1.03]	[1.67, -2.26, 2.48]	[2.1, -1.32, -0.98]	[-1.14, 1.24, 1.64]	[-2.41, 1.23, -1.63]	[2.43, -0.93, 1.66]	[0.53, 2.44, -1.79]	[-1.98, -0.62, 2.03]	[-1.95, 0.48, 1.62]
[1.45, -1.16, -1.79]	[2.17, 0.13, -0.76]	[0.73, 2.38, -1.6]	[-1.89, -1.57, -1.29]	[-2.48, 2.09, -0.86]	[-2.44, 0.65, -0.54]	[-0.02, -2.24, 1.57]	[0.67, 0.63, -1.02]	[0.48, -1.17, -2.44]
[1.02, 0.24, -2.46]	[0.45, -1.16, 1.31]	[0.48, -0.89, -1.33]	[-0.14, 2.07, 1.05]	[-0.35, 1.26, 2.35]	[1.07, -2.11, -2.12]	[2.48, -0.9, 0.58]	[1.88, 1.84, 0.98]	[-0.56, -2.49, -1.35]
[2.36, -0.92, 1.77]	[-0.04, -0.41, -0.56]	[-0.57, -0.21, 0.07]	[-0.84, -0.38, 2.04]	[-1.78, 1.76, -0.98]	[-1.28, 1.45, 2.48]	[2.44, -1.88, 2.04]	[-0.21, -1.48, 1.39]	[-2.08, 1.18, -0.36]
[-0.9, 2.15, 0.63]	[0.4, -0.57, 0.2]	[-2.14, 1.23, -1.84]	[1.09, -1.6, 1.0]	[-0.76, 1.95, -0.3]	[-1.7, -2.25, 1.4]	[1.26, 2.48, 1.9]	[0.61, -0.97, -1.9]	[2.22, -2.16, -1.39]
[-0.41, 1.27, 0.06]	[1.65, -0.34, 1.86]	[1.53, -0.31, 2.19]	[-2.41, -1.52, -1.02]	[-2.29, 1.7, -0.08]	[-0.83, -1.27, -1.27]	[0.46, 0.77, -0.53]	[1.06, 1.54, 0.87]	[-1.66, -0.53, 2.11]
