[0.37, 0.34, -1.06]	[-0.1, 1.26, -1.06]	[-0.57, 2.4, 1.08]	[0.97, 0.78, 1.4]
[-2.04, 0.01, -0.56]	[-1.78, 1.61, 1.32]	[0.2, -0.97, -0.25]	[2.26, 0.21, -0.89]
[-0.84, -2.06, -0.59]	[2.02, 2.39, 1.91]	[1.24, -2.11, -2.05]	[1.4, -0.53, -1.1]
[0.91, 1.08, 2.33]	[1.16, 1.39, -0.3]	[1.6, 0.39, -1.45]	[1.54, 1.28, -0.16]
[-0.9, 2.3, -2.49]	[-0.34, -1.91, -1.95]	[2.29, 2.45, 2.3]	[-0.95, 1.62, -0.71]
[-1.03, -1.64, -0.5]	[-1.78, -1.05, 0.17]	[0.27, 1.72, -1.53]	[1.32, 2.0, -0.03]
[-2.16, -1.37, -2.2]	[1.0, -0.03, 1.66]	[1.82, 1.94, 0.11]	[0.1, 2.48, 0.31]
[2.29, 0.1, 0.48]	[-2.15, -0.21, 2.5]	[-1.41, -0.06, 0.47]	[1.65, -1.0, -1.72]
[-1.24, -0.03, -2.24]	[2.21, 1.8, -1.26]	[0.23, -0.11, 0.64]	[-1.93, 2.48, 0.2]
[-1.34, -1.5, 0.62]	[-0.16, -1.61, 1.96]	[2.26, 0.52, 1.35]	[0.32, -1.01, -1.55]
