[-0.71, 2.2, 1.62]	[-0.76, 0.54, 2.48]	[-2.44, -0.48, -2.38]	[-2.31, -0.29, 1.78]
[-0.44, -0.26, -0.28]	[2.19, -0.04, 0.84]	[1.44, 1.37, 1.36]	[2.23, -2.21, 2.18]
[-0.32, 0.38, 1.55]	[-2.18, 2.36, 2.37]	[0.18, 1.53, -1.91]	[1.88, 2.5, 1.57]
[1.21, 0.68, -2.23]	[0.09, 1.59, -1.56]	[-1.4, 1.28, 1.03]	[-0.03, 1.48, -0.62]
[0.11, 1.75, 2.22]	[-1.33, -1.19, 0.61]	[-1.88, 1.06, 2.12]	[0.74, 2.14, 1.04]
[1.31, 1.46, -2.05]	[-1.24, -0.71, -0.66]	[-0.57, 0.84, 0.28]	[-2.27, -0.26, 0.65]
[2.23, -2.33, -0.47]	[0.41, -1.86, -0.46]	[0.37, 0.57, 1.31]	[0.88, 0.97, 1.83]
[-0.03, 1.98, 1.32]	[-0.45, 0.57, 1.62]	[0.7, 1.62, -0.39]	[0.56, 2.04, -2.38]
[-1.61, -0.25, -0.69]	[-2.37, -2.1, 1.16]	[2.1, -1.3, -0.51]	[0.67, -2.31, 1.0]
[2.48, 0.42, -0.25]	[2.23, -1.56, 2.09]	[-0.64, 1.34, 2.07]	[2.43, 2.18, 0.8]
