[1.57, 1.96, 0.25]	[0.49, 1.79, 2.2]	[-2.0, 0.24, 1.08]	[0.55, 0.36, 0.08]
[2.26, -1.33, 1.1]	[0.25, -2.0, 2.41]	[2.29, -0.4, -2.39]	[-1.82, -0.05, -0.01]
[-0.44, -1.1, 0.97]	[1.57, 2.35, 0.04]	[0.5, 1.55, 0.32]	[-1.61, -1.8, 0.77]
[-0.91, 1.87, 2.28]	[0.94, 0.88, 1.19]	[-0.9, -1.96, 1.98]	[1.48, 1.73, 2.17]
[2.38, 0.54, 0.88]	[0.62, 1.06, -2.5]	[0.49, 0.29, 1.09]	[-2.12, -0.9, 1.94]
[-1.5, 0.56, 2.19]	[1.7, 0.48, -1.31]	[1.0, 1.11, -1.01]	[0.19, 1.87, 2.0]
[-2.1, -1.37, -1.71]	[0.52, 1.15, 1.85]	[-0.43, -1.4, -2.19]	[2.39, -1.09, -2.45]
[-1.99, 2.31, -1.84]	[0.54, -2.41, 0.32]	[0.13, -0.13, 2.14]	[-0.92, -0.37, 2.31]
[2.28, 0.44, 2.26]	[0.71, -0.73, 2.42]	[1.16, 0.99, 0.55]	[-1.48, 0.56, -2.1]
[0.35, -0.61, 0.83]	[-1.7, -1.6, -0.83]	[0.67, -0.13, 2.11]	[0.7, -1.43, 1.69]
