[-0.52, 1.94, 0.23]	[-0.49, -0.63, -0.3]	[0.82, -1.14, 0.74]	[0.41, 0.9, 0.02]
[-1.39, 0.88, 2.33]	[-1.76, 0.85, 1.34]	[2.32, 1.57, 0.33]	[-0.18, -2.38, -2.25]
[0.56, 0.63, -1.46]	[-1.44, -2.15, 0.79]	[1.17, 1.75, -1.68]	[-0.8, 0.42, 1.3]
[1.94, 1.57, -0.24]	[-1.31, -1.6, 0.48]	[-2.04, 2.49, 0.63]	[1.73, 0.08, 2.22]
[-1.31, -0.01, 1.78]	[2.47, -1.07, 1.66]	[-1.42, -1.69, 0.13]	[0.0, -0.53, -0.59]
[0.23, -2.48, 0.18]	[1.27, 1.75, 0.17]	[2.21, -2.1, 1.21]	[-2.38, 1.89, 1.53]
[0.64, 0.53, -1.66]	[-0.97, 1.93, -1.0]	[0.72, -1.21, -0.4]	[0.2, -0.78, 2.39]
[-2.12, -0.2, -1.11]	[-2.45, 0.87, -0.22]	[-0.21, 0.06, -0.33]	[2.43, 0.6, 0.67]
[-1.64, 0.27, -0.72]	[-1.76, -1.56, -1.01]	[-0.68, 0.31, 1.57]	[-1.51, -0.68, -0.65]
[1.27, 1.05, -1.53]	[0.92, -0.11, 1.83]	[-0.15, -0.91, -0.95]	[1.75, 0.36, -2.43]
