[-0.88, -1.33, -1.82]	[0.74, 0.94, -0.43]	[1.06, 1.76, -1.06]	[0.3, -0.18, -1.89]
[1.01, -0.21, -0.05]	[-1.42, -0.79, -1.81]	[0.41, -0.37, 0.3]	[-1.19, -2.44, 0.12]
[-0.51, -1.44, -1.78]	[-2.21, -0.88, 0.79]	[-1.7, 0.26, 2.21]	[-0.84, 2.35, 0.74]
[2.44, -1.29, 2.22]	[0.59, -1.97, -1.81]	[-0.39, -1.79, 2.16]	[-1.64, -0.72, -0.55]
[0.8, 2.21, 1.45]	[-0.93, -1.63, 0.33]	[-0.04, 1.77, -2.09]	[-0.47, -1.75, -1.04]
[-1.54, 0.14, 0.1]	[1.54, 1.39, -2.11]	[-1.95, -2.47, 1.32]	[-2.41, 2.43, -2.06]
[-2.05, -1.62, -1.67]	[-0.81, -2.36, 0.67]	[-2.44, -0.68, 2.22]	[2.19, 1.11, -2.09]
[-1.3, 0.24, -1.96]	[-2.4, 0.55, 2.21]	[0.8, -1.58, 1.69]	[-1.91, 0.02, -1.25]
[-0.09, 0.13, 1.69]	[-1.66, -1.99, 1.86]	[-1.23, 0.8, -1.62]	[0.15, -1.19, -1.35]
[0.12, 0.22, -1.54]	[-2.41, -1.15, -1.97]	[-1.54, 2.47, 0.93]	[2.1, 2.18, -0.77]
